two_par_asian_male_mean
0.8564772
0.87429321
""
0.88680291
0.76159799
""
0.68764216
""
""
0.81511271
0.80058414
0.77633154
""
0.7350114
0.80050802
""
""
0.83469862
""
""
0.78798848
0.85170358
0.88892627
0.86288887
0.85851681
""
0.75373155
0.84344965
0.87728542
0.74817163
0.7910074
0.81969571
0.82962167
0.83944941
0.81118304
0.80322909
""
0.82624817
""
""
0.80604076
""
""
""
""
0.77951354
0.83776879
0.83362257
0.84286183
0.75547814
0.79637861
0.78730965
0.750579
""
""
0.75699812
""
""
""
0.91278899
0.94203794
0.8326636
""
""
""
0.88412613
""
""
""
""
0.64782143
""
0.78346688
0.85763842
""
""
0.67692155
0.78312892
""
0.77581942
0.75497693
0.81286883
""
0.72592241
0.83780158
0.76730651
0.86335725
0.84368932
0.8583684
0.88334084
0.6999864
""
0.65316534
0.82960081
""
""
0.92714208
0.74879581
0.7793411
0.84555358
0.79761475
0.79419297
0.81324881
0.78752846
0.83710653
0.815615
0.78575218
0.82495648
0.74727261
0.81448495
0.87784529
0.90072834
0.84357136
""
0.85506976
0.79426861
0.90802044
""
""
0.77202135
0.88036311
0.85864234
0.75907677
0.84903836
0.73793584
0.80855083
0.78038079
0.93449116
0.88113385
0.95566767
0.79085499
0.70837098
0.75114244
0.92301112
0.61341983
0.93340927
0.82680303
0.78721052
0.9538877
0.87543863
0.80074859
0.74716258
""
""
0.87999123
""
0.86921102
0.7932682
0.83939487
0.80295116
""
0.83726829
0.87541032
""
0.85616475
0.73003983
""
0.82022887
""
0.89652169
""
""
0.87452829
0.85393316
""
0.82164621
0.91521829
0.70587569
""
0.90134269
0.87011772
0.86237538
0.80759376
0.86580986
0.79422271
""
0.84684563
0.82227045
0.67646897
0.97862214
""
0.75467634
0.81721568
0.78805262
0.92507249
0.85960954
""
0.97526354
0.84471637
""
""
0.92231029
0.81170511
""
""
0.80923182
0.80571365
0.74058127
0.84328389
0.76475394
0.83055341
0.85348761
0.85268408
0.78242606
0.84933698
0.81930935
0.85885113
0.88075954
0.90079063
0.87546623
0.79375076
0.87100971
""
""
0.86212701
0.87514746
0.83767802
0.86016625
0.84677613
0.87191331
0.68168759
0.88740414
0.8417803
0.87728465
0.80013704
0.91511542
0.8732931
0.93240321
0.8895421
0.90496516
0.88343906
0.78939205
""
0.82773185
""
0.86822164
""
0.87780952
""
0.96917969
0.86807209
0.87896895
0.83152509
0.87957817
0.81266189
0.92057127
0.75013101
0.81679684
0.82370263
0.79315025
0.86528403
0.78427446
0.87763298
""
0.78714639
0.86088127
0.7354871
0.86800462
0.88520634
0.83136553
0.85312921
0.83374906
0.84168422
0.8323856
0.89165282
0.8153832
0.89443856
0.8691557
0.82051766
0.85368848
0.76737374
0.81677252
""
0.82880151
""
0.76305819
0.80346841
0.75945705
""
0.90235996
0.82032406
""
""
0.80427569
0.8515774
0.7043758
0.77526766
0.83709115
0.89814025
""
""
""
""
0.86456954
""
""
""
0.75563502
0.66950792
0.78413671
0.79190481
""
0.85439944
0.79908764
0.71593159
0.72431111
""
0.80059886
0.91950619
""
0.81535488
0.8420794
0.76924962
0.85763663
0.83708131
0.79094446
""
0.90559089
0.88226575
0.89782006
0.94029838
0.83691305
0.85449129
0.85609806
0.92840374
0.8613739
0.82569528
0.85913539
0.80467868
0.80798364
""
0.92377579
