working_asian_female_p1
0.61399174
0.78005743
""
0.63865137
0.46835208
0.82331467
0.45536223
""
""
0.70346129
0.54304647
0.65243971
""
0.69527054
0.83203292
""
""
0.70232224
""
""
0.79077065
0.7318992
0.66550869
0.44191945
0.61405462
""
0.71168363
0.80348837
0.75940543
0.94217163
0.1378672
0.63724697
0.66981411
0.66554093
1.2279871
0.54871267
""
0.95781553
""
""
0.72548401
""
""
""
""
0.029416539
0.63265699
0.34971732
0.64449012
0.23962733
0.36092025
0.51102591
1.0973431
""
""
0.6223864
1.04965
""
""
0.51879448
0.46987599
0.74032909
""
0.80595875
""
0.4847472
""
""
""
""
1.0888638
0.66645706
0.39840361
0.54943007
""
""
0.5971778
""
""
0.52644467
0.36285073
0.89346117
""
0.59380418
0.63387984
0.30275607
0.28255051
0.76668942
0.60998505
0.96226197
-0.015744898
""
0.52389014
0.83287346
""
""
0.53023314
0.46574476
0.57890648
0.56341445
0.59598327
0.65584642
0.69088924
0.67842996
0.64908093
0.58151448
0.7048313
0.60465491
0.81460315
0.62630665
0.714926
0.63931131
0.67255729
""
0.71389735
0.55420494
0.63348061
""
""
""
0.76294398
0.53239077
0.31012166
0.64660263
0.71562892
0.67679936
0.47279409
0.37060541
0.8093822
0.048932161
0.52116323
0.89908832
0.75200325
0.38122341
0.30727547
0.55893594
0.49334854
0.82279271
""
0.87087667
0.83065784
0.65951377
""
0.45758936
0.87016314
""
0.55058509
0.53237879
0.52880812
0.2704747
""
0.67432857
0.63051528
""
0.51798761
0.58257127
""
0.75554538
""
0.73655093
""
""
0.49563509
0.60259104
""
0.66123617
0.81885624
0.37150705
""
0.76715273
0.569341
0.3614004
0.74832523
0.73870707
0.7757448
0.11098261
0.68692458
0.54289114
0.34664208
0.84443617
0.71833253
0.6658321
0.7016263
0.39489228
0.66684055
0.57942182
""
-0.33836728
0.47057009
""
0.68330646
0.80005437
0.29956645
""
""
1.0262794
0.86693972
0.89524323
0.67917532
0.37309018
0.75033981
0.69140303
1.2206503
0.54276848
0.61293244
0.32119441
0.53997201
0.50230223
0.39581677
0.66067231
0.73868525
0.6217708
""
""
0.66620409
0.6129424
0.92628986
0.71059996
0.44941992
0.64323431
0.52488893
0.7744711
1.0827552
0.74072975
0.6711151
0.86715561
0.58023918
0.63755208
0.77695596
0.5977276
0.72989446
0.58360952
""
0.62682134
""
0.96591955
""
0.62934774
""
0.38835219
-0.061560381
0.68735719
0.87064302
0.58050549
0.98817968
0.82782269
0.50829595
0.55401218
0.66654402
0.68977255
0.72866327
0.63456815
0.2687102
""
0.41094577
0.67706084
0.78485
0.67465717
0.94372559
0.81889361
0.73341721
0.669415
0.71183807
0.55340797
0.74513346
0.69407851
0.67856896
0.66627002
0.70094526
