hours_wk_asian_pooled_p75_se
""
""
""
3.3894658
""
""
3.3760669
""
""
4.0554013
4.253376
1.304049
""
4.5545535
4.5543609
""
""
""
""
""
""
4.6827569
""
""
1.8097612
""
""
3.9439816
1.2884824
""
""
""
1.6464275
2.321871
""
2.9808652
""
""
""
""
4.8942423
""
""
""
""
""
1.7551322
7.6358676
2.6818526
""
5.3065963
6.2312059
""
""
""
4.1901827
""
""
""
""
""
5.1757078
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.1663527
""
""
""
""
2.3819096
""
""
""
3.018723
""
""
""
""
2.3953793
""
""
""
""
1.4713532
2.7230082
3.5867743
1.2240269
2.280648
4.8804774
3.7760501
1.7951413
3.2536588
1.7414238
""
""
4.0149665
""
2.8583703
""
3.3092494
4.215755
2.8180184
""
""
""
""
""
""
""
""
4.6584463
4.5913725
""
""
""
0.99339831
""
5.2615266
""
5.2916756
""
""
4.2380939
""
""
6.0505428
7.5366416
""
""
""
""
4.7155623
""
""
""
""
3.9629419
""
""
2.7442544
4.7398233
""
4.0296164
""
""
""
""
3.471442
0.89925772
""
0.52301913
""
""
""
""
0.83319545
2.8756802
""
4.0898943
""
""
4.0635734
2.2041705
""
""
""
""
2.1232517
""
""
1.8665926
""
""
3.0982692
""
""
""
2.3909369
""
""
""
""
""
3.072957
""
3.2405336
""
""
""
""
2.6148098
1.6216533
""
""
4.977078
""
""
""
""
3.0283563
4.2457871
3.5046108
1.4291741
""
""
""
""
""
""
1.5319388
""
""
""
1.6131459
4.2645078
3.9560068
5.5600071
""
3.3689981
""
""
""
""
""
""
""
""
""
""
""
""
4.6959109
2.1035104
""
5.4483681
1.5534046
4.0660677
""
""
""
""
""
2.1682165
""
2.2063022
""
2.9179752
2.0224991
1.8591106
2.0111597
0.45558032
1.273689
0.46379238
0.81553471
1.947674
4.0701833
""
""
""
""
""
4.151927
""
""
""
2.1770415
""
""
0.7087875
2.0553539
""
3.2373843
1.0877273
""
""
""
""
""
""
""
""
""
""
""
3.0961103
0.86210394
""
""
3.4466438
""
""
""
""
""
""
""
""
""
3.3510659
2.4688199
5.7728291
""
5.2504959
4.8000803
5.0739083
""
2.9242623
""
""
""
""
5.3243914
""
""
4.1770773
""
3.2145157
3.8015046
1.9057688
""
0.45616788
3.1833804
""
""
1.4151207
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
7.3510027
""
""
""
""
2.1404197
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.2607
""
""
2.7595079
""
""
""
""
""
""
2.4021478
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
4.0456862
1.1023655
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.4507186
""
""
""
""
""
""
1.6407139
""
""
""
""
3.5966792
""
""
""
""
""
""
5.3913727
""
""
""
2.8788357
""
""
""
2.8670766
""
""
""
""
""
""
""
""
""
""
3.7379055
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.6934665
""
2.2305045
""
""
""
""
""
""
""
""
""
""
3.966181
4.0473924
""
2.2057703
0.72228146
4.1911535
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.1194191
1.3377639
0.96117753
""
""
""
""
""
""
""
""
""
""
2.0852125
""
""
""
""
""
2.365464
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.50699371
2.5681872
1.8294692
""
""
""
""
""
2.5787346
""
1.2121414
""
2.4683957
""
""
""
""
""
""
1.873258
""
""
3.5866811
""
""
""
""
""
""
""
3.8334243
2.3970234
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.6219764
2.1209843
1.4144348
3.6853113
0.71192616
0.43995628
""
""
""
2.156462
2.4247262
0.34330454
1.2551374
""
""
0.66560537
3.9567466
2.2374914
0.27341461
""
""
""
""
3.8256786
""
4.1341119
1.1950248
""
2.4323156
""
""
4.0359955
""
""
""
""
""
""
""
""
0.63591874
