jail_other_pooled_n
399.0
203.0
36.0
744.0
432.0
83.0
1112.0
53.0
32.0
268.0
358.0
1591.0
43.0
142.0
336.0
20.0
55.0
385.0
44.0
92.0
477.0
1662.0
369.0
182.0
1678.0
58.0
286.0
1014.0
2818.0
96.0
135.0
238.0
1673.0
1634.0
128.0
719.0
52.0
126.0
27.0
27.0
367.0
75.0
24.0
""
46.0
67.0
1786.0
336.0
692.0
238.0
606.0
568.0
196.0
""
""
695.0
62.0
36.0
23.0
144.0
91.0
815.0
30.0
84.0
85.0
84.0
""
38.0
61.0
60.0
61.0
83.0
101.0
188.0
62.0
31.0
110.0
75.0
34.0
1290.0
106.0
171.0
61.0
157.0
1445.0
121.0
149.0
732.0
860.0
301.0
170.0
62.0
68.0
496.0
81.0
26.0
180.0
330.0
3364.0
702.0
840.0
4853.0
1793.0
659.0
1087.0
3079.0
784.0
2219.0
142.0
441.0
364.0
318.0
963.0
46.0
995.0
767.0
1004.0
33.0
28.0
22.0
252.0
104.0
112.0
366.0
83.0
612.0
510.0
68.0
49.0
35.0
4890.0
124.0
221.0
61.0
236.0
120.0
550.0
663.0
52.0
123.0
502.0
487.0
27.0
61.0
170.0
35.0
379.0
119.0
71.0
59.0
90.0
797.0
176.0
33.0
1803.0
510.0
57.0
426.0
53.0
107.0
""
41.0
687.0
4129.0
57.0
11066.0
220.0
93.0
211.0
385.0
7162.0
895.0
171.0
658.0
155.0
67.0
877.0
1897.0
166.0
175.0
115.0
114.0
2002.0
149.0
146.0
2249.0
26.0
106.0
610.0
26.0
94.0
539.0
1250.0
47.0
44.0
175.0
298.0
307.0
1044.0
93.0
990.0
438.0
127.0
244.0
443.0
785.0
1977.0
158.0
252.0
350.0
272.0
405.0
39.0
46.0
767.0
793.0
694.0
3181.0
187.0
260.0
133.0
176.0
255.0
147.0
2584.0
369.0
233.0
276.0
2281.0
808.0
642.0
443.0
28.0
234.0
33.0
149.0
36.0
327.0
""
66.0
239.0
131.0
230.0
562.0
120.0
158.0
366.0
1402.0
143.0
395.0
2533.0
442.0
210.0
27.0
408.0
147.0
97.0
1248.0
111.0
665.0
192.0
748.0
1157.0
1326.0
1307.0
15802.0
1322.0
7354.0
7107.0
866.0
713.0
186.0
44.0
289.0
40.0
83.0
847.0
354.0
116.0
269.0
2950.0
""
""
7029.0
1319.0
132.0
810.0
4457.0
203.0
81.0
50.0
24.0
85.0
104.0
68.0
46.0
32.0
122.0
108.0
295.0
5152.0
67.0
209.0
296.0
74.0
67.0
39.0
106.0
213.0
""
210.0
318.0
125.0
210.0
537.0
409.0
107.0
353.0
261.0
233.0
84.0
760.0
122.0
82.0
73.0
265.0
495.0
174.0
172.0
585.0
62.0
573.0
807.0
2235.0
173.0
9514.0
807.0
296.0
108.0
3216.0
35.0
63.0
310.0
436.0
182.0
64.0
111.0
96.0
48.0
60.0
149.0
79.0
138.0
25.0
127.0
232.0
28.0
147.0
81.0
120.0
156.0
""
461.0
""
21.0
80.0
68.0
28.0
""
""
20.0
22.0
122.0
""
""
""
27.0
""
37.0
166.0
""
""
""
""
""
""
30.0
""
22.0
""
27.0
41.0
46.0
46.0
""
271.0
49.0
""
29.0
""
""
44.0
231.0
25.0
27.0
207.0
234.0
""
49.0
""
106.0
71.0
""
""
""
""
46.0
31.0
""
""
22.0
""
51.0
""
70.0
45.0
43.0
64.0
55.0
35.0
47.0
98.0
705.0
29.0
26.0
32.0
487.0
50.0
""
""
""
81.0
248.0
""
29.0
48.0
48.0
49.0
20.0
71.0
248.0
26.0
483.0
36.0
48.0
1481.0
40.0
""
""
""
""
47.0
2382.0
""
""
277.0
38.0
""
""
""
""
""
""
""
21.0
36.0
32.0
""
98.0
""
44.0
672.0
4548.0
29.0
""
72.0
66.0
143.0
35.0
""
""
21.0
""
""
136.0
38.0
""
535.0
729.0
1236.0
124.0
134.0
84.0
73.0
572.0
292.0
3099.0
226.0
112.0
""
""
450.0
69.0
644.0
173.0
666.0
79.0
146.0
1094.0
1001.0
869.0
313.0
4475.0
317.0
44.0
292.0
1242.0
217.0
""
48.0
""
155.0
""
92.0
320.0
210.0
28.0
318.0
73.0
""
""
""
41.0
77.0
21.0
""
60.0
""
36.0
27.0
128.0
32.0
""
1855.0
44.0
2763.0
42.0
68.0
""
334.0
39.0
""
""
""
""
63.0
339.0
590.0
176.0
356.0
5934.0
498.0
168.0
85.0
210.0
""
""
""
44.0
""
44.0
""
21.0
372.0
""
""
320.0
""
""
35.0
52.0
36.0
275.0
89.0
1604.0
2989.0
4808.0
229.0
427.0
337.0
279.0
1001.0
144.0
22.0
448.0
144.0
291.0
4537.0
365.0
372.0
224.0
255.0
""
2258.0
""
""
""
43.0
26.0
64.0
248.0
93.0
106.0
63.0
21.0
""
589.0
74.0
53.0
319.0
26.0
49.0
""
74.0
81.0
""
""
""
281.0
""
""
112.0
132.0
97.0
""
29.0
303.0
263.0
60.0
26.0
138.0
""
22758.0
1083.0
