grad_white_male_n
1410.0
562.0
142.0
1687.0
990.0
154.0
1933.0
204.0
146.0
675.0
882.0
2723.0
157.0
341.0
834.0
72.0
77.0
820.0
107.0
133.0
967.0
1012.0
638.0
278.0
2279.0
83.0
346.0
974.0
2294.0
188.0
224.0
511.0
1866.0
1192.0
153.0
926.0
179.0
256.0
34.0
40.0
763.0
158.0
97.0
51.0
104.0
126.0
2196.0
595.0
1313.0
357.0
825.0
1018.0
474.0
31.0
56.0
904.0
153.0
72.0
54.0
293.0
199.0
1411.0
98.0
262.0
354.0
309.0
111.0
180.0
265.0
295.0
77.0
172.0
137.0
448.0
221.0
131.0
404.0
318.0
112.0
1865.0
207.0
463.0
288.0
493.0
2823.0
373.0
437.0
624.0
1176.0
860.0
564.0
229.0
259.0
1154.0
246.0
62.0
459.0
877.0
4347.0
1143.0
1535.0
2968.0
2336.0
1248.0
1298.0
2745.0
1085.0
2266.0
282.0
716.0
522.0
386.0
1233.0
80.0
1111.0
1825.0
872.0
79.0
53.0
70.0
407.0
211.0
142.0
208.0
166.0
706.0
671.0
185.0
118.0
131.0
5430.0
271.0
389.0
172.0
597.0
298.0
1011.0
484.0
75.0
196.0
704.0
458.0
57.0
121.0
280.0
96.0
797.0
247.0
140.0
151.0
359.0
1909.0
411.0
64.0
1391.0
1045.0
122.0
712.0
224.0
418.0
76.0
184.0
687.0
4663.0
60.0
7435.0
549.0
585.0
194.0
1431.0
12891.0
1555.0
690.0
2382.0
740.0
294.0
1804.0
4521.0
631.0
449.0
450.0
560.0
3754.0
436.0
433.0
5237.0
171.0
572.0
1343.0
90.0
269.0
640.0
3130.0
182.0
248.0
599.0
1072.0
1203.0
2663.0
459.0
2205.0
1410.0
582.0
728.0
1390.0
1959.0
3786.0
517.0
845.0
1148.0
836.0
1330.0
249.0
201.0
1678.0
2405.0
1425.0
6388.0
670.0
735.0
433.0
641.0
689.0
409.0
4175.0
1224.0
1343.0
1886.0
7755.0
2618.0
2846.0
960.0
186.0
768.0
121.0
330.0
170.0
831.0
73.0
393.0
902.0
451.0
461.0
1263.0
479.0
341.0
557.0
3400.0
631.0
1056.0
6163.0
1421.0
1023.0
189.0
915.0
559.0
380.0
2716.0
865.0
2778.0
1123.0
1714.0
3740.0
3635.0
1954.0
11546.0
2625.0
8684.0
11472.0
1390.0
984.0
373.0
76.0
963.0
157.0
303.0
2008.0
1033.0
406.0
835.0
3287.0
""
""
8914.0
3208.0
372.0
1475.0
6578.0
451.0
336.0
217.0
134.0
306.0
655.0
432.0
580.0
290.0
971.0
654.0
1575.0
9532.0
378.0
897.0
1346.0
462.0
433.0
412.0
502.0
1048.0
183.0
709.0
985.0
652.0
1024.0
2641.0
1350.0
436.0
2525.0
1741.0
1256.0
941.0
2408.0
885.0
402.0
504.0
787.0
1359.0
661.0
608.0
1411.0
353.0
2174.0
1978.0
4962.0
541.0
13634.0
2167.0
323.0
502.0
6201.0
138.0
408.0
1030.0
1366.0
636.0
153.0
311.0
247.0
165.0
196.0
518.0
372.0
463.0
87.0
743.0
895.0
140.0
567.0
233.0
305.0
587.0
145.0
1496.0
""
66.0
272.0
256.0
135.0
79.0
58.0
167.0
119.0
523.0
""
26.0
""
86.0
45.0
23.0
342.0
55.0
""
""
21.0
45.0
""
21.0
21.0
34.0
65.0
127.0
92.0
121.0
183.0
86.0
845.0
239.0
168.0
95.0
""
35.0
242.0
691.0
180.0
287.0
601.0
876.0
96.0
204.0
""
999.0
724.0
76.0
60.0
32.0
66.0
295.0
153.0
109.0
71.0
52.0
37.0
88.0
""
701.0
427.0
389.0
540.0
352.0
407.0
353.0
573.0
2023.0
220.0
220.0
301.0
609.0
""
""
""
""
271.0
338.0
61.0
32.0
304.0
344.0
216.0
139.0
351.0
838.0
130.0
1123.0
229.0
303.0
2969.0
174.0
74.0
""
43.0
71.0
201.0
1796.0
""
21.0
387.0
56.0
46.0
53.0
27.0
61.0
112.0
48.0
22.0
96.0
249.0
231.0
30.0
189.0
""
92.0
1270.0
5467.0
115.0
""
152.0
216.0
377.0
173.0
60.0
42.0
111.0
66.0
61.0
266.0
155.0
121.0
522.0
1026.0
1599.0
336.0
264.0
247.0
197.0
593.0
383.0
4907.0
708.0
392.0
193.0
118.0
915.0
276.0
1435.0
453.0
981.0
236.0
383.0
924.0
328.0
968.0
254.0
2901.0
163.0
109.0
356.0
618.0
159.0
""
61.0
""
213.0
""
192.0
633.0
194.0
61.0
580.0
196.0
27.0
""
""
91.0
164.0
60.0
40.0
98.0
66.0
58.0
74.0
295.0
88.0
23.0
1965.0
100.0
2111.0
44.0
143.0
""
531.0
48.0
""
""
""
""
30.0
257.0
611.0
300.0
648.0
5860.0
888.0
310.0
186.0
226.0
49.0
""
42.0
35.0
""
121.0
60.0
69.0
485.0
26.0
45.0
437.0
71.0
""
67.0
157.0
140.0
616.0
233.0
661.0
3767.0
5526.0
454.0
918.0
629.0
494.0
483.0
153.0
34.0
371.0
195.0
269.0
3132.0
268.0
503.0
479.0
276.0
""
935.0
""
""
""
""
""
29.0
100.0
34.0
53.0
""
""
""
275.0
76.0
56.0
371.0
42.0
153.0
60.0
131.0
140.0
69.0
""
""
541.0
""
39.0
264.0
217.0
193.0
22.0
58.0
371.0
404.0
178.0
53.0
329.0
""
613.0
28.0
72.0
38.0
198.0
22.0
""
98.0
1118.0
21.0
5899.0
67.0
1573.0
548.0
27.0
364.0
607.0
76.0
167.0
98.0
404.0
168.0
1341.0
213.0
""
475.0
227.0
30.0
152.0
""
1757.0
5321.0
868.0
1190.0
43.0
36.0
117.0
154.0
82.0
340.0
399.0
22.0
26.0
606.0
302.0
653.0
109.0
477.0
1335.0
1029.0
1758.0
810.0
4460.0
2816.0
164.0
66.0
46.0
1028.0
1141.0
5217.0
2607.0
""
56.0
3504.0
246.0
1035.0
14399.0
298.0
190.0
182.0
235.0
1647.0
231.0
694.0
4402.0
169.0
2510.0
195.0
547.0
884.0
175.0
22.0
437.0
""
29.0
37.0
410.0
260.0
7838.0
