kir_26_asian_male_p1
0.46459323
0.50521678
""
0.39100829
0.49676636
""
0.36582717
""
""
0.50624043
0.38073599
0.4275102
""
0.39521825
0.41894057
""
""
0.58899885
""
""
0.39036834
0.35834742
0.51774955
0.37051356
0.41111422
""
0.39200327
0.36489746
0.47666124
0.57327235
0.29546216
0.5229463
0.47632489
0.46385199
0.52308679
0.35331082
""
0.27930441
""
""
0.30733687
""
""
""
""
0.34310097
0.38138366
0.42243284
0.42993829
0.55614913
0.47962013
0.46262851
0.37726948
""
""
0.41227585
""
""
""
0.29362366
0.67343336
0.48526663
""
""
""
0.3603974
""
""
""
""
0.27776253
""
0.29175639
0.63666844
""
""
0.4078196
""
""
0.46097443
0.73386782
0.21841995
""
0.35328126
0.42335367
0.36780316
0.30129898
0.45337445
0.50984907
0.54578459
0.61491877
""
0.59850675
0.40606564
""
""
0.46031889
0.48469439
0.41335741
0.48435274
0.49967483
0.44904152
0.4722873
0.45184764
0.46091595
0.4501217
0.48874426
0.40678373
0.3521646
0.44900793
0.45695186
0.26527229
0.35163975
""
0.46596861
0.43869126
0.42955735
""
""
""
0.46152183
0.059816763
0.54191303
0.49523762
0.52919465
0.45655715
0.36735839
0.58794051
0.72190309
""
0.42247602
0.36065331
0.59991109
0.16358659
0.43952897
""
0.47472456
0.49622256
0.57298994
0.35325894
0.48678473
0.45685068
""
""
0.50228834
""
0.41152379
0.3915821
0.84016657
0.20283113
""
0.46182755
0.51009065
""
0.39676943
0.50366706
""
0.35858443
""
0.29368064
""
""
0.38097328
0.44210133
""
0.51057041
0.25250819
0.69620848
""
0.47079164
0.4508239
0.42106727
0.43852028
0.50318217
0.51162612
""
0.44809222
0.45974085
0.6029647
""
""
0.64312816
0.41481102
""
0.25515622
0.48035181
""
0.40918371
0.4746553
""
""
0.53173482
0.42158943
""
""
0.45316675
0.44756916
0.51327264
0.42195934
1.1827288
0.51713723
0.46581978
0.66609591
0.62875646
0.62739199
0.35459575
0.44709209
0.56757116
0.30396491
0.48871469
0.53519082
0.57495576
""
""
0.60515636
0.36258173
0.39573324
0.40119362
0.22236402
0.19421959
0.22161186
0.62293357
0.425226
0.63226771
0.48233604
0.47730964
0.43061152
0.43158093
0.40762368
0.54410142
0.51473337
0.49177718
""
0.60667002
""
0.64861727
""
0.29261097
""
0.62849778
0.46660158
0.62531602
0.31267768
0.56665683
0.53290576
0.61919832
0.43863812
0.46950072
0.63601744
0.42005715
0.44716796
0.45173895
0.3511205
""
0.378512
0.48316678
""
0.50052184
0.52580899
0.56132782
0.74837351
0.46121988
0.53903383
0.51482707
0.44684532
0.46904543
0.48538929
0.52924591
0.46273252
0.56008261
0.40700686
0.35707405
""
0.59861362
""
""
0.44325438
0.48637399
""
0.49676111
0.4751403
""
""
0.49313453
0.44104898
0.2994242
0.44324803
0.50711352
0.39682806
""
""
""
""
""
""
""
""
0.56882066
0.72693491
0.28875571
0.46870837
""
0.65678138
0.45930409
0.29270652
0.31282258
""
0.39878917
0.6026836
""
0.49609664
0.40406469
0.5606606
0.5017885
0.43939546
0.45076174
""
0.47962624
0.37491727
0.43075231
0.13537659
0.45701808
0.49591842
0.3449018
""
0.3209272
0.44981933
0.54330152
0.47799939
0.45146161
""
0.52328539
0.44063768
0.44675454
0.1286746
0.47016263
0.42504293
0.25305691
0.088611864
0.38422164
""
""
0.37219593
0.41437358
0.42282718
""
""
""
""
""
0.78238672
0.50795197
0.37490204
""
0.75251466
0.5027898
""
0.4368991
""
0.25566661
0.73621446
""
0.38096127
""
""
""
""
""
""
""
""
""
0.2007536
""
""
""
""
""
""
0.81491232
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.45800704
""
""
""
""
""
""
""
""
""
0.049489241
0.38964567
""
""
""
0.58188486
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.40116414
""
0.37354323
1.0148492
0.56796598
0.62523496
0.4089191
0.48323742
""
""
""
0.30076006
""
""
""
""
0.33185634
0.47597352
""
""
""
""
""
""
0.45416936
0.47301069
""
0.42421013
""
""
0.45610708
""
""
""
""
""
""
0.39859647
""
""
0.36430001
""
""
""
""
""
""
""
""
""
""
""
""
0.21154766
""
""
0.43769875
0.45201296
""
""
0.085647091
""
""
""
""
""
""
""
""
0.47578672
""
""
0.56463087
0.44523251
0.50619417
0.52644908
0.57147831
""
0.48105425
0.44489992
0.30879167
0.39169618
0.38936073
""
""
""
0.39222297
""
0.35356635
0.58371657
0.54709262
""
0.42303562
0.39215896
0.43651405
0.52291989
0.56380153
0.49356776
""
""
0.60580242
0.4390811
0.25512937
""
""
""
0.33261082
""
""
0.38901117
0.3554714
""
0.32658613
""
""
""
""
""
0.52528042
""
""
0.23434539
""
""
0.26242289
0.47456077
""
""
0.4675723
""
0.48897889
""
""
""
0.50378251
""
""
""
""
""
