hs_pooled_female_p50
0.90141314
0.91177839
0.9173041
0.90154272
0.88074225
0.91701919
0.8858006
0.90216923
0.93558687
0.8740328
0.86416906
0.87965006
0.90210575
0.87963235
0.87530917
0.9123044
0.91711187
0.89884776
0.92706972
0.90620154
0.90317941
0.88199651
0.90193367
0.90031075
0.88352579
0.8757475
0.90102488
0.9022941
0.89715809
0.91151214
0.92908508
0.92397177
0.90009362
0.90387869
0.9119556
0.87537962
0.87922037
0.87817693
0.88862181
0.84274197
0.88565618
0.89695185
0.89664346
0.83418685
0.88078362
0.90030605
0.8985877
0.86436337
0.88744295
0.88131523
0.88922709
0.87874621
0.88382345
0.91369021
0.90100515
0.88220417
0.88167453
0.87961024
0.91085839
0.92061168
0.90307474
0.898013
0.90258557
0.88314062
0.8991648
0.90823966
0.89965558
0.90339977
0.92563462
0.92426544
0.85911918
0.86498123
0.85194504
0.91233778
0.88086569
0.90246755
0.87552518
0.88190079
0.8658247
0.8747021
0.89604402
0.90225697
0.90468985
0.89012462
0.88084924
0.85822636
0.88823509
0.88727331
0.87440729
0.88453102
0.88063782
0.90324497
0.91681409
0.86434186
0.91970515
0.86020583
0.88479906
0.84747165
0.88096994
0.87014955
0.87337768
0.89812094
0.87534904
0.8863349
0.88054299
0.88132
0.88379383
0.86896956
0.87590086
0.88816959
0.90483451
0.89938527
0.90474576
0.83356893
0.88549274
0.87390023
0.87135637
0.86809468
0.87633097
0.88601059
0.86636454
0.85741836
0.84466094
0.87295943
0.88734728
0.88831097
0.86558044
0.8824445
0.83012056
0.84611678
0.87791073
0.85224593
0.846609
0.88311589
0.84972274
0.87853897
0.85654801
0.8816582
0.86753356
0.89028507
0.89694911
0.87643969
0.86018491
0.86771858
0.87963182
0.8946386
0.88008958
0.8953855
0.88105118
0.88124794
0.89609516
0.88220882
0.86750042
0.90063834
0.88734198
0.87224764
0.90198547
0.88044471
0.87350017
0.93864995
0.92143226
0.92736703
0.90904182
0.90087038
0.91693515
0.9088341
0.91728562
0.89617807
0.89367574
0.86878109
0.88779438
0.8879261
0.88455051
0.89000958
0.87966222
0.88527906
0.87676567
0.88285756
0.88907993
0.91039729
0.91111088
0.88043213
0.88695127
0.89044702
0.8637315
0.87963688
0.91789979
0.90174431
0.88072884
0.90052897
0.88730538
0.90257579
0.88112521
0.87712806
0.91080338
0.91698658
0.90187281
0.89776218
0.88278353
0.87308961
0.8758868
0.79995316
0.85306066
0.86421895
0.87940478
0.88244551
0.86941636
0.88516521
0.87767518
0.88717854
0.87077332
0.87781596
0.9217357
0.89316761
0.88640213
0.86782658
0.88736188
0.8925525
0.91722143
0.90874994
0.92539722
0.9207564
0.89338946
0.91194552
0.88217264
0.8845911
0.91918015
0.93279856
0.92955238
0.90456963
0.90156186
0.90426314
0.9606818
0.91233432
0.91672945
0.91774452
0.94158334
0.9091444
0.90132123
0.91910195
0.91232342
0.8860364
0.90334171
0.88646632
0.94144535
0.88769805
0.90424883
0.90486449
0.91050982
0.90454507
0.91226745
0.90545344
0.90907532
0.93858945
0.90623593
0.91731435
0.88863969
0.91080153
0.88437301
0.92342186
0.89984119
0.90670532
0.85039973
0.88448715
0.89209002
0.91034657
0.92114383
0.91661322
0.90873468
0.89308369
0.89672673
0.91573048
0.91918486
0.90358418
0.90952402
0.93034905
0.91781551
0.91235894
0.91024208
0.89454734
0.91573733
0.93337911
0.88788533
0.91702938
0.89162475
0.88129264
0.90251493
0.90992415
0.94023609
0.92882627
0.90277535
0.93026787
0.9172591
0.9069168
0.88843197
0.90621424
0.92067784
0.91900706
0.89123887
0.90753275
0.90083706
0.87523282
0.89349645
0.90239012
0.90032816
0.90594548
0.92371744
0.91414404
0.92083699
0.91187578
0.89434922
0.90007102
0.92279899
0.89937592
0.90592736
0.89943212
0.92191952
0.91152972
0.92218977
0.9118619
0.92031491
0.90117979
0.93082345
0.91337025
0.93616652
0.91147321
0.90445298
0.92245203
0.90236396
0.9083479
0.91939467
0.89510167
0.87727779
0.88787347
0.90250152
0.90669549
0.88894325
0.87974668
0.87596411
0.8881554
0.89332676
0.90708888
0.91151786
0.92062908
0.90600234
0.93751711
0.87532401
0.93102199
0.92575216
0.90557975
0.89134252
0.90778118
0.88397563
0.90835929
0.92044342
0.9151454
0.90098262
0.88727981
