kir_imm_hisp_male_mean_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.043932408
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.06436877
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.033016153
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.023855207
0.061388664
""
""
""
0.05315052
0.006078009
0.035129163
""
0.0093010897
0.030224284
0.018654782
0.040414922
0.010930669
""
""
""
0.033129655
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.059722878
""
""
""
""
""
0.05093284
""
""
""
""
""
0.040331401
""
""
""
0.0086500375
""
""
0.028702106
""
0.055421285
0.010523397
""
0.048081327
0.00820411
0.041289933
""
0.0092237256
""
0.0081341453
0.020131681
""
""
0.0017795669
0.01637139
0.027136503
""
0.056642912
0.012873055
""
""
0.0086366674
0.022901582
""
0.0043310737
0.037170067
""
0.0050032088
0.01204297
0.024139017
0.0048552244
0.004595832
0.011691267
0.010165471
0.023793448
0.0093434965
0.01108953
0.0076637827
0.013695996
0.052546371
""
""
0.014426533
0.016783902
0.01074906
0.021415189
0.03468693
""
0.0094080167
""
0.0074775601
0.018906647
0.038256578
0.017276928
""
0.017844716
""
""
""
0.031275757
""
""
""
""
""
""
""
""
""
0.013214101
""
""
""
""
0.023296678
""
""
""
""
""
""
""
""
0.025486311
""
""
""
""
""
""
""
""
""
""
""
""
""
0.046775363
""
""
""
""
""
""
0.03882473
""
""
""
""
""
""
""
""
""
""
0.025752133
""
0.012224122
0.011912064
0.068635233
0.06093112
0.014876183
0.03686247
0.062526315
0.033945601
0.062978409
0.031362645
""
0.01679723
0.040295705
""
0.036201615
""
0.022796644
0.0065287808
""
0.06308946
""
0.039833542
0.021864828
""
""
""
0.022736816
0.051548518
""
""
""
""
""
""
""
""
0.038856842
0.037851632
0.03705927
0.0090636564
""
0.037075862
""
""
""
0.030259019
0.018740145
0.053135097
""
""
""
0.026843702
0.029053276
0.055101693
0.003295477
0.036924206
""
0.040334925
0.068135425
0.0079635726
0.013396638
0.0096406387
0.025612885
0.019721312
0.015716033
""
0.060876951
0.027325645
0.063323162
0.029660955
0.015713258
""
""
""
""
0.019339912
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.058437634
0.064756088
""
0.047140587
""
""
0.031803858
""
0.023811627
""
""
0.062264241
""
""
""
""
""
""
""
0.027933076
""
""
""
""
""
""
""
""
""
""
""
0.070241913
""
""
""
0.026721088
""
""
""
""
""
""
0.01921856
""
0.030708553
""
""
""
""
""
0.037753619
""
""
""
""
""
""
""
""
""
""
""
""
""
0.047312558
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.037616201
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.053622827
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
