kfr_natam_male_p10
""
0.28814358
""
""
""
""
""
0.31609336
""
""
""
""
""
""
""
0.32800665
""
""
""
""
""
""
""
""
0.3464812
""
0.45349827
""
""
""
""
""
""
""
""
0.33280134
0.30752745
""
""
0.354579
""
0.12438141
""
""
0.38201743
""
""
0.25714844
0.39893493
""
0.35374105
0.27789322
""
""
""
""
""
""
0.32153565
""
""
""
0.37661907
""
0.49503532
""
""
0.16283825
0.36322659
0.23174794
0.19121169
""
""
0.24698243
0.23866621
""
""
0.21215814
0.33043656
0.29432181
0.28966513
0.1892692
0.27442718
0.3618769
0.16738336
0.19104323
0.18025178
""
0.26167068
0.3042545
""
0.35894451
0.35146925
""
""
0.204257
0.28189018
0.26518762
0.29395306
0.24351004
0.22777395
""
0.24647956
0.24256992
0.24024053
0.23846453
0.23697202
0.18270047
""
0.27751708
0.23467463
""
""
""
0.37809283
""
""
""
""
""
""
""
""
""
""
""
""
0.34010473
""
""
""
""
""
""
""
""
0.34919056
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.40864331
""
""
0.29099879
""
""
""
""
""
0.41036958
""
""
""
""
""
0.37753394
""
""
""
0.323906
""
0.40888467
0.33672044
""
""
0.32848227
0.23856114
0.46433368
0.32645693
""
0.27940726
0.2419064
0.33708104
0.33100864
0.3139891
0.36552313
0.31842169
0.32607752
0.29757014
0.21230693
""
0.31769907
0.26131076
""
""
0.37402806
0.27513456
0.20379288
0.28071308
0.38831279
""
0.33804312
0.33195704
""
0.33854589
0.34506714
0.27240252
0.28158396
0.28896996
0.38384271
0.34972337
0.3597565
0.36967692
0.30224755
""
0.32984161
0.30784887
0.3343102
0.24347608
0.27072906
0.38381255
""
0.30906838
""
0.29226395
0.18187094
0.22247221
0.2725012
""
0.29019111
""
""
""
0.26483762
0.1510324
""
""
""
""
""
""
""
""
0.27821058
""
0.087947279
""
""
0.3343524
""
""
""
""
""
""
""
""
0.26024041
""
""
""
0.436874
0.29229119
""
""
""
0.35932201
""
""
0.26713446
""
""
""
""
""
""
""
""
0.26039815
""
""
""
""
""
""
""
""
""
""
0.38634649
""
0.48113611
0.34138399
""
""
0.30607426
0.28806156
""
0.20862731
0.47168332
0.3716099
""
0.24087471
0.24896459
""
0.39989787
""
0.27839243
0.40318421
""
""
0.27361223
0.39449826
0.61545795
""
""
""
0.31267348
0.2336283
""
""
""
""
""
""
""
""
""
0.27179044
0.36492354
0.26651385
""
""
""
""
""
0.27007249
0.38107428
0.43542656
""
""
""
0.32555568
0.29708952
""
0.27822831
""
""
0.30888525
""
0.32638669
0.26402476
0.24545999
0.31474757
0.37812841
0.29941759
""
""
0.36189255
0.22956617
0.17812555
0.31351897
""
""
""
""
0.38112572
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.18207586
""
""
0.24884315
""
""
0.11737879
""
0.33760968
""
""
""
""
""
""
""
""
""
""
0.1977655
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.33804208
""
""
""
""
""
""
0.31376779
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.25481918
""
""
""
""
