jail_natam_male_n
37.0
24.0
""
57.0
45.0
""
148.0
""
""
28.0
41.0
198.0
""
""
""
""
141.0
38.0
""
60.0
84.0
1545.0
98.0
23.0
169.0
31.0
57.0
68.0
169.0
""
""
21.0
119.0
83.0
55.0
80.0
""
""
""
""
67.0
""
""
""
""
""
202.0
313.0
77.0
47.0
72.0
64.0
24.0
""
""
75.0
""
42.0
""
23.0
""
94.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
93.0
""
""
""
25.0
124.0
""
""
39.0
285.0
93.0
26.0
""
""
50.0
""
""
""
29.0
224.0
81.0
64.0
217.0
115.0
69.0
74.0
202.0
58.0
149.0
21.0
39.0
33.0
28.0
79.0
""
98.0
68.0
49.0
""
""
""
24.0
""
""
""
""
28.0
28.0
""
""
""
259.0
""
""
""
20.0
""
39.0
32.0
""
""
52.0
36.0
""
""
""
""
43.0
196.0
""
22.0
""
87.0
21.0
""
190.0
141.0
40.0
40.0
""
""
""
""
51.0
240.0
""
445.0
114.0
46.0
305.0
44.0
596.0
82.0
90.0
92.0
24.0
24.0
89.0
233.0
70.0
106.0
20.0
""
79.0
""
""
110.0
""
""
27.0
""
""
34.0
76.0
""
""
""
""
""
85.0
""
84.0
41.0
20.0
38.0
47.0
54.0
101.0
""
24.0
32.0
23.0
32.0
""
""
56.0
43.0
34.0
139.0
""
""
""
""
27.0
""
123.0
21.0
""
""
76.0
40.0
36.0
25.0
""
""
""
""
""
""
""
""
""
""
""
30.0
""
""
23.0
145.0
""
""
315.0
24.0
79.0
""
46.0
56.0
""
57.0
""
""
""
25.0
46.0
56.0
51.0
464.0
34.0
211.0
249.0
34.0
55.0
""
""
57.0
20.0
22.0
72.0
43.0
""
25.0
131.0
""
""
233.0
78.0
""
28.0
256.0
""
93.0
48.0
""
58.0
90.0
33.0
""
""
23.0
""
87.0
728.0
33.0
145.0
45.0
""
""
""
44.0
""
""
""
""
""
23.0
182.0
224.0
191.0
89.0
80.0
49.0
""
78.0
""
""
""
""
25.0
""
""
31.0
""
46.0
79.0
294.0
""
399.0
53.0
32.0
""
200.0
""
""
28.0
36.0
""
""
23.0
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
256.0
""
""
""
""
""
""
""
""
""
139.0
""
""
""
126.0
""
213.0
52.0
""
""
""
""
""
""
82.0
""
""
""
23.0
42.0
35.0
55.0
""
133.0
27.0
""
93.0
68.0
35.0
68.0
302.0
""
""
76.0
99.0
""
""
""
""
""
""
""
""
21.0
36.0
24.0
""
51.0
57.0
""
76.0
""
28.0
""
""
""
""
""
""
""
52.0
""
""
""
360.0
85.0
""
""
90.0
59.0
36.0
""
154.0
21.0
""
""
""
""
102.0
67.0
84.0
""
""
159.0
""
""
""
""
""
""
163.0
""
""
43.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
108.0
485.0
""
""
""
""
""
""
""
""
""
""
""
""
38.0
""
34.0
194.0
234.0
20.0
56.0
26.0
""
402.0
28.0
342.0
28.0
25.0
""
""
42.0
""
106.0
42.0
333.0
""
49.0
909.0
1323.0
527.0
175.0
3137.0
299.0
22.0
124.0
147.0
80.0
""
""
""
27.0
""
27.0
48.0
""
""
63.0
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
125.0
""
210.0
""
""
""
45.0
""
""
""
""
""
""
46.0
68.0
23.0
61.0
485.0
114.0
21.0
""
21.0
""
""
""
""
""
""
""
""
43.0
""
""
53.0
""
""
""
""
""
32.0
""
66.0
376.0
624.0
63.0
96.0
44.0
39.0
346.0
45.0
""
364.0
106.0
273.0
2119.0
394.0
224.0
38.0
302.0
""
747.0
""
""
118.0
134.0
75.0
36.0
113.0
65.0
83.0
403.0
91.0
""
298.0
145.0
165.0
121.0
""
""
""
118.0
138.0
""
""
57.0
199.0
""
""
40.0
41.0
28.0
""
""
199.0
107.0
29.0
""
25.0
""
79.0
""
""
""
178.0
""
""
""
1211.0
39.0
2071.0
108.0
662.0
39.0
""
1810.0
868.0
166.0
2312.0
""
24.0
""
131.0
21.0
""
85.0
20.0
""
""
""
105.0
431.0
51.0
168.0
""
""
""
44.0
""
32.0
146.0
""
""
157.0
153.0
110.0
71.0
106.0
194.0
205.0
386.0
172.0
616.0
303.0
93.0
""
""
308.0
241.0
497.0
411.0
""
62.0
422.0
91.0
102.0
1654.0
75.0
""
21.0
49.0
283.0
141.0
175.0
547.0
35.0
404.0
59.0
252.0
140.0
""
""
113.0
""
""
""
172.0
101.0
1352.0
