kir_imm_white_male_p10
0.38011765
0.36213881
""
0.42902142
0.46912074
""
0.46054503
""
""
0.45534834
0.40290093
0.5200392
""
0.39069393
0.34927163
""
""
0.43060955
""
""
0.38067952
0.52693969
0.32693344
0.35250995
0.47048411
""
0.55745178
0.47919554
0.48148051
""
0.43217871
0.49021468
0.46778724
0.4432168
""
0.47287735
""
0.53445512
""
""
0.33183765
""
""
""
""
""
0.47887084
0.57812095
0.51389551
0.54459196
0.43313226
0.65325743
0.22687685
""
""
0.52522141
""
""
""
0.55787748
""
0.49654797
""
""
""
""
""
""
""
""
""
""
""
0.47314164
""
""
""
0.42782018
""
0.52927649
""
0.32608387
""
0.3011032
0.42283919
0.41178551
0.65378273
0.29672766
0.43198839
0.39055791
0.67842609
""
""
0.49345854
""
""
""
0.37937808
0.44234908
0.33743107
0.46431148
0.47520611
0.47119224
0.45133513
0.36380833
0.47994769
0.40665445
0.47819763
""
0.33293927
0.44606203
0.53741139
0.53332222
""
0.4192121
0.44541168
0.45896262
""
""
""
0.51536059
""
""
0.54458159
""
0.42428014
0.43401277
""
""
""
0.51343429
0.43414202
0.33517981
""
0.45068255
""
0.53086239
0.44593388
""
0.52088946
0.54619986
0.50431299
""
""
0.35497391
""
0.33115736
0.19526437
""
""
""
0.43630391
0.65613222
""
0.41970173
0.41094512
""
0.29555708
""
""
""
""
0.33481544
0.50931329
""
0.52994007
0.28345439
0.38622284
0.49831361
0.46251157
0.47633725
0.39385444
0.47795045
0.47990021
0.41153067
0.51208317
0.39719021
0.43820855
0.26767591
0.41192272
0.5352422
0.41667745
0.45196369
""
""
0.44433352
""
""
0.47678262
""
""
0.4841724
0.39048022
""
""
""
0.25598401
0.37194467
0.44254085
0.2344203
0.48610115
0.64260632
0.6567713
0.32888055
0.43151519
0.47514412
0.47897792
0.32063228
0.56778568
0.46960688
0.43236944
0.52032232
""
""
0.50697446
0.41344094
0.45584387
0.50713104
0.52267915
0.41067636
0.6338886
0.68146867
0.5060842
0.43000397
0.46552366
0.48597479
0.39214405
0.39795238
0.54492515
0.55198026
0.53213072
0.46663213
""
0.49110761
""
""
""
0.35685718
""
""
0.4176228
0.34376878
0.36810961
0.42379567
0.85862046
""
0.4140169
0.42245653
0.64851236
0.58048165
0.51153439
0.57981533
0.58073837
""
0.49771497
0.48006546
0.47217366
0.5375008
0.47054988
0.47057271
0.45129785
0.46700633
0.45516521
0.49665326
0.46875215
0.56261557
0.53701627
0.54822367
0.55112255
0.42251
0.58581311
0.33853087
""
0.46151298
0.48878643
0.52337831
0.47937497
0.55444503
0.51941341
0.54516047
0.50708765
""
""
0.55518705
0.49449405
0.62565964
0.50329202
0.51932132
0.47924992
""
""
""
0.6679554
0.61538655
0.54570419
""
""
0.46775058
0.23546858
0.45291629
0.49151662
""
0.42261901
0.74107993
""
0.34079701
""
""
0.40248296
""
0.53072542
0.43730935
0.50518441
0.53772366
0.44346976
0.44463176
""
0.51553029
0.62767613
0.41567624
0.51076382
0.46266299
0.54591399
""
""
0.67459065
0.50790906
0.32144481
0.3092339
0.4728784
""
0.42109898
0.4452484
0.50371099
0.65090233
0.53924495
0.49523306
0.17890421
""
0.51184326
""
""
0.44272718
0.49552915
0.17382762
""
0.40897453
""
""
0.66487312
0.42280641
""
0.63588411
""
0.49182531
0.52298295
""
0.34107128
""
""
""
""
0.43506843
""
""
""
""
""
""
""
""
""
0.68997914
""
""
""
""
""
""
0.54329669
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.50001287
""
""
""
""
""
""
0.53496063
0.42366725
""
0.43145707
0.39984828
""
""
""
0.53685445
0.33613294
""
""
""
""
""
""
""
""
""
""
""
""
0.5178678
""
""
""
""
""
0.55428892
0.26970065
0.50703853
""
""
""
0.43065163
""
""
""
""
""
0.37938103
""
""
