wgflx_rk_hisp_pooled_n
23.0
""
""
43.0
69.0
""
114.0
""
""
""
34.0
183.0
""
""
54.0
""
""
44.0
""
""
35.0
157.0
26.0
""
185.0
""
47.0
89.0
212.0
""
""
""
123.0
90.0
""
65.0
""
""
""
""
33.0
""
""
""
""
""
328.0
23.0
60.0
""
49.0
39.0
""
""
""
54.0
""
""
""
""
""
75.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
96.0
""
""
""
22.0
110.0
""
""
63.0
60.0
23.0
""
""
""
28.0
""
""
""
116.0
1033.0
265.0
190.0
5087.0
791.0
327.0
185.0
1193.0
168.0
217.0
""
89.0
59.0
24.0
94.0
""
76.0
85.0
71.0
""
""
""
28.0
""
""
32.0
""
50.0
59.0
""
""
""
623.0
""
26.0
""
74.0
""
50.0
72.0
""
""
70.0
27.0
""
""
""
""
34.0
""
""
""
""
63.0
""
""
112.0
43.0
""
26.0
""
""
""
""
54.0
280.0
""
1685.0
""
""
""
77.0
829.0
135.0
32.0
187.0
""
""
118.0
397.0
20.0
""
""
""
106.0
""
""
136.0
""
""
51.0
""
""
36.0
104.0
""
""
""
76.0
45.0
233.0
51.0
155.0
101.0
39.0
34.0
41.0
106.0
144.0
""
""
67.0
""
30.0
""
""
422.0
30.0
148.0
334.0
""
""
""
""
""
""
131.0
23.0
25.0
""
140.0
87.0
74.0
30.0
""
""
""
""
""
""
""
""
""
25.0
""
39.0
""
""
20.0
121.0
""
32.0
377.0
34.0
21.0
""
38.0
""
20.0
128.0
""
123.0
20.0
284.0
343.0
162.0
321.0
8449.0
328.0
3465.0
1243.0
148.0
67.0
""
""
""
""
""
30.0
20.0
""
""
337.0
""
""
1096.0
126.0
""
222.0
1092.0
""
""
""
""
""
""
""
26.0
""
41.0
22.0
33.0
436.0
""
""
27.0
27.0
26.0
""
28.0
26.0
""
70.0
31.0
""
34.0
82.0
60.0
""
48.0
39.0
28.0
""
89.0
""
""
""
45.0
44.0
24.0
24.0
156.0
""
126.0
175.0
522.0
50.0
5323.0
220.0
29.0
""
226.0
""
""
34.0
42.0
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
27.0
34.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
37.0
""
""
30.0
""
20.0
""
""
98.0
""
""
""
38.0
""
""
""
""
55.0
64.0
""
""
21.0
34.0
""
""
48.0
81.0
""
57.0
""
""
237.0
33.0
""
""
""
""
""
387.0
""
""
380.0
45.0
""
""
""
""
""
""
""
""
""
50.0
""
28.0
""
""
392.0
1719.0
""
""
42.0
29.0
35.0
""
""
""
""
""
""
""
""
""
37.0
110.0
233.0
36.0
24.0
""
39.0
29.0
27.0
454.0
39.0
""
""
""
20.0
""
46.0
24.0
50.0
""
21.0
70.0
30.0
112.0
""
277.0
""
""
24.0
2933.0
116.0
""
160.0
""
237.0
""
191.0
463.0
133.0
74.0
328.0
53.0
""
""
""
188.0
92.0
25.0
""
53.0
32.0
36.0
60.0
288.0
30.0
34.0
1218.0
35.0
3820.0
93.0
57.0
""
514.0
146.0
54.0
65.0
88.0
52.0
944.0
3143.0
1311.0
168.0
388.0
4469.0
168.0
83.0
27.0
192.0
43.0
""
99.0
180.0
192.0
109.0
30.0
54.0
214.0
""
""
113.0
""
""
36.0
51.0
50.0
259.0
46.0
283.0
1366.0
2766.0
52.0
188.0
96.0
65.0
90.0
55.0
""
48.0
24.0
30.0
430.0
""
59.0
20.0
21.0
""
92.0
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
21.0
""
""
""
""
""
""
""
""
40.0
""
""
""
""
""
""
""
22.0
""
""
""
31.0
""
413.0
27.0
62.0
126.0
432.0
21.0
""
78.0
1291.0
23.0
2701.0
60.0
1430.0
106.0
""
150.0
128.0
""
94.0
56.0
78.0
50.0
188.0
68.0
""
26.0
26.0
""
""
""
136.0
593.0
51.0
111.0
""
""
""
""
""
41.0
63.0
""
""
101.0
36.0
84.0
""
33.0
1080.0
1117.0
2625.0
308.0
2069.0
2827.0
41.0
23.0
""
283.0
352.0
3107.0
1211.0
""
""
3054.0
867.0
661.0
24776.0
20.0
""
97.0
68.0
128.0
24.0
43.0
480.0
38.0
359.0
21.0
348.0
277.0
""
""
36.0
""
""
""
42.0
""
907.0
