somecoll_pooled_pooled_p100
1.0259836
0.98422188
1.0060271
1.0033524
0.99635774
0.9860701
0.98937041
1.0023011
0.98880655
0.96271229
0.9587304
0.97651118
0.98348629
1.0195599
0.98951167
0.93865186
1.0804503
0.99416065
0.94005352
1.0114285
0.99133778
1.0020394
0.9867391
1.0078833
0.97141373
0.92767239
1.0131855
1.0092629
0.96000189
0.98695493
1.0340335
0.97184873
0.95387638
0.96442729
1.0073763
1.0195038
1.0422864
1.0419941
1.2743336
0.92363304
1.034591
0.99898964
0.92100799
0.92793435
0.99871373
1.028039
0.99219918
0.92610735
0.98738778
0.9597435
0.95150137
0.96471566
0.94417048
1.1840906
1.064039
0.98093045
1.0196134
0.90287578
0.87634069
1.0126097
0.96096885
0.95608079
0.97660106
0.92721987
1.0114305
0.99623656
0.94998962
0.99471045
1.0178339
1.0186476
1.0625962
1.0478948
1.0231683
0.95352215
0.95356596
1.0054514
1.0435542
1.0292206
1.0156223
0.9615587
0.9601357
1.0226166
1.0464399
0.87409043
0.94749326
0.98671299
0.91467452
0.95976943
0.99490458
1.0141793
0.98416287
0.99906814
0.95244747
0.97461194
0.95994455
0.95141238
0.99721265
0.95980501
0.94996327
0.94075811
0.94763476
0.94077325
0.92890519
0.91416913
0.95667988
0.9275412
0.94282931
0.9493947
0.92945504
0.919011
0.99275273
0.96544629
1.0191226
0.98762488
0.97826779
0.9976815
0.96115953
0.99863935
0.97604465
1.0323291
1.0019865
0.97615331
0.94409931
0.9765597
0.98078948
0.93238372
0.99433023
1.0251834
0.89031297
0.96079451
0.96145177
0.92015088
0.99702942
1.001722
0.94876218
1.0498785
0.97162539
1.0076903
0.9820233
1.0332637
0.97706389
1.0400901
0.97487855
1.0236441
0.95991337
1.0842654
0.99731368
1.0670518
1.0343778
1.0817263
1.0228539
0.97308397
0.94369668
1.0720489
0.98929942
0.97275448
0.97806317
1.0149131
1.0308508
0.98335999
1.043038
0.96439809
0.93797499
0.94993222
0.88531166
0.95311719
0.99187475
1.0568173
0.99232411
0.93837386
0.92858046
0.97276199
0.97351891
0.94031322
0.94800752
1.0166099
0.96047056
0.93918806
0.99454689
0.93122
1.0048869
0.98922151
0.96714145
0.98069948
0.96042538
0.98672026
0.93658757
0.89110601
0.98770481
1.0138272
0.98759675
0.95843774
0.97132355
0.97146147
0.99768734
0.99649346
0.99779826
1.0179505
0.9715839
0.93156624
0.97539246
0.94225615
0.89915258
0.91867703
0.9086473
0.97567046
0.96014017
0.97736359
0.98227501
0.99007612
0.96129876
1.0047133
