staytract_hisp_male_p50
0.11358308
0.22142196
""
""
0.50924885
""
""
0.25433797
""
""
0.28975967
""
""
""
""
0.14976998
0.16575442
""
""
""
""
0.38125187
0.15492906
0.22593664
0.31734437
0.36746478
""
0.41832268
""
0.11124587
0.30550846
""
""
""
0.25645706
0.061333373
0.26107025
""
0.054300621
0.34489664
0.25825152
0.24725249
""
""
0.26398957
""
""
0.38554287
0.21960078
""
0.15078151
0.39664462
""
""
""
""
0.11656342
0.29923823
0.22496104
""
-0.0071991747
0.098984994
0.17457245
-0.040691335
""
""
""
""
""
0.22037445
""
""
""
""
0.22778861
""
""
0.20615257
0.355075
0.15329659
0.12526782
""
""
0.1409099
""
""
""
""
""
""
""
""
""
""
""
""
0.11864983
0.26864091
0.3079713
0.22789547
0.38299763
0.22162737
0.21765809
0.25019696
0.25084704
0.35923794
0.2759234
0.27965936
0.29205114
0.26541156
0.26661733
""
0.58909297
0.10651366
0.3799243
0.25964874
0.32378152
""
0.5918138
""
0.18533304
""
""
""
""
0.63293099
0.26647049
0.22273365
0.32692841
""
""
0.3548134
""
0.27791131
0.18251556
""
0.38048354
""
0.29661146
0.29377225
0.33231708
0.32848328
0.52307886
""
""
0.12298687
0.44652647
""
""
""
""
""
-0.04765885
0.29379314
""
""
0.30428106
0.25287843
""
""
""
""
""
""
0.10181207
""
0.16829306
0.12953351
0.33505982
""
0.23353183
""
0.15017734
0.35678947
""
""
0.26285151
0.41792229
""
""
0.26631516
0.06532871
0.29488143
0.16173524
""
0.32852021
0.28961891
""
0.2358523
0.2780731
0.16915222
0.41096732
0.29611698
0.33886206
0.2311713
0.30852488
0.49077773
0.17691475
0.31846458
0.34817693
0.30405527
0.33921054
0.26349139
0.1837135
0.34407488
0.3122243
0.21605748
0.31757778
0.34459031
0.32925835
0.35598722
0.3805449
0.31241927
0.30097008
0.17928104
0.33697438
0.25350672
0.36714441
0.29510841
0.24322717
0.3447305
0.2872574
0.29575643
0.3495014
0.26427069
0.33000892
0.32146266
0.33816403
0.28686893
0.34074774
0.22749928
""
0.20536555
0.25575912
0.31805828
0.30729011
0.29986018
0.31343526
""
0.31454286
0.27028704
0.35588872
0.31273726
0.24712077
0.26453975
0.28910294
0.19492856
0.27497959
""
0.29275894
0.26847398
0.18787141
0.29660589
""
0.075809665
0.33741558
0.32326317
0.1640334
""
0.23887429
0.27290025
""
0.16913211
0.38606733
0.13613573
0.20387088
0.20969909
0.35146412
""
""
0.08515355
""
0.35214958
""
0.20578822
""
0.46961743
0.37885571
0.35093075
0.2067544
0.40640268
""
0.415066
0.26209429
""
0.42184538
0.34051949
0.28897443
0.37163052
0.31897447
""
0.12765574
0.20093027
""
0.30401984
0.28618947
0.33498621
0.36455733
""
0.2800329
""
""
0.48234123
""
0.13201289
0.1745456
0.30089152
0.26428351
0.24619962
0.24778827
0.14496543
0.22567317
0.24149126
0.26032099
0.30363074
0.35464212
0.19283374
0.28271332
0.22909352
0.31267133
0.30873477
""
0.23207909
0.1957846
0.21118292
0.22900708
""
0.23026158
0.18255275
0.19443616
0.29128927
0.1747072
0.37936231
""
0.2089849
0.21081151
0.14696501
""
0.27205515
""
0.31750482
""
""
0.40960857
0.41468993
0.20103987
0.26029998
0.24795946
""
0.35206348
0.087402768
""
""
0.26847923
0.19143254
0.14059368
0.16777746
""
""
0.27039859
0.19041534
0.22289023
0.27748889
0.26066035
0.16435973
0.16250168
0.37419599
0.24343786
0.25298452
0.25645608
0.21532002
0.19509596
0.2607325
0.19276722
0.26716498
0.29335946
0.17202467
0.20832969
0.23917283
0.27334976
0.13986541
0.13184568
""
0.20176385
0.27885476
0.34269285
0.16312392
""
""
""
""
0.21041141
0.55523729
0.15001871
0.21737836
0.23461571
""
0.12351651
""
""
""
0.3029485
0.16404629
0.16356583
0.081271797
""
0.26209435
0.62590563
0.25892007
0.26374263
""
0.179157
0.12875681
0.68770593
0.22019461
0.24573423
""
0.23326293
""
0.25043562
0.20667505
0.30379429
0.29994994
""
0.33164015
""
""
""
""
0.30556977
0.21874276
""
""
0.12578316
0.17424947
""
""
