hs_black_male_p25_se
0.050732832
0.086584322
""
0.030465851
0.022265054
0.046052724
0.013630914
0.12020303
""
0.024114743
0.027084913
0.011613387
""
0.088039249
0.032971747
""
""
0.047451712
""
0.034698267
0.013748325
0.013915231
0.024050476
0.022379646
0.012645668
0.037573226
0.022324001
0.017382281
0.010738572
0.033440717
0.026775904
0.032955691
0.012322014
0.014711448
0.022650132
0.020629166
0.029096842
0.027239237
0.037323009
0.038122784
0.012343324
0.026917245
0.043012425
0.093944512
0.03393345
0.02666134
0.0084791267
0.027705347
0.01266801
0.02487205
0.021600876
0.017171148
0.019191995
0.067521602
0.048035104
0.013464408
0.039193556
0.094809406
0.066691078
0.02105275
0.033707473
0.015740473
0.051676329
0.076412976
""
""
""
""
""
""
0.027245238
0.022591339
0.017664472
0.026218597
0.034718394
0.10741776
0.029263146
0.053196099
0.05802026
0.0091021294
0.022953592
0.063084088
""
0.051027589
0.015357787
0.072222844
0.0601019
0.026679015
0.023200402
0.043276031
0.049392354
0.13063936
""
0.026148811
""
""
0.10530037
0.037703574
0.013401778
0.0212689
0.030400215
0.0073581552
0.013550858
0.030612728
0.029970134
0.013460576
0.027743144
0.013614928
0.041192334
0.03699068
0.029877471
0.019207539
0.012368945
0.032901425
0.014616987
0.016976928
0.01465468
0.04359578
0.062605478
0.047371436
0.023418944
0.04355422
0.044536311
0.030788338
0.035381794
0.017789813
0.016911888
0.037036203
0.035478909
0.033548523
0.0068371748
0.033015575
0.032627471
0.05161579
0.052178565
0.029455142
0.018750977
0.016582292
0.038250417
0.028352367
0.020046065
0.040120568
0.048681203
0.044325437
0.02146025
0.036802299
0.023333462
0.025292154
0.026149251
0.027062407
0.058833335
0.011878328
0.020850627
0.030088808
0.021363843
0.014643021
0.041059088
0.015792688
0.042676419
0.051984161
""
""
0.032682378
0.0086015416
0.057231776
0.0070054182
""
""
""
0.060803074
0.0074009853
0.037210651
""
0.030691953
0.10991673
""
0.032094739
0.022563845
""
""
""
""
0.017877787
""
0.099853769
0.014430529
0.11956973
""
0.029135486
""
0.09753947
0.04478468
0.016160753
""
0.10371555
0.05100067
0.080865599
0.051077019
0.022336252
0.18130225
0.021965014
0.05564886
""
0.085730329
0.047367223
0.029197391
0.01483718
0.07607729
0.094711408
0.056909312
0.11263824
0.048494216
""
""
0.019028943
0.034364197
0.034932636
0.0100248
0.14204624
0.088504277
0.068640724
0.082213834
0.089824505
0.064492591
0.015047067
0.050434634
0.081086196
0.066268459
0.015530583
0.024423936
0.041442338
0.034124639
""
0.069501899
""
0.048646372
""
0.05474681
""
""
0.081190355
0.11721097
0.056243073
0.047766231
0.065126404
0.10021076
0.031857837
0.028770624
""
0.082087338
0.014738899
0.07039807
0.12584041
""
0.043215845
""
""
0.030813279
""
0.051052015
0.076305941
0.054819606
0.036478598
0.024579089
0.03153697
0.0046671503
0.027783409
0.0083744321
0.0064415419
0.023746047
0.019691249
0.036375836
0.064010106
""
""
""
0.10552679
0.12980406
""
""
0.030409293
""
""
0.013871677
0.06719844
""
0.037463371
0.013669915
0.13572083
""
""
""
""
""
""
""
""
0.11974123
""
0.13267782
0.015517255
""
""
0.075385034
""
""
""
""
0.050152339
""
0.092374362
0.055984177
""
""
0.10397992
0.1237327
""
""
""
0.080804855
""
0.044819821
""
""
""
0.084560119
0.03008507
""
0.076389052
0.0418524
""
0.032784779
0.033069424
0.013330152
0.041898571
0.0055719372
0.031203022
0.086412959
""
0.0094459523
""
""
0.048011351
0.039117642
0.086316511
""
""
""
""
""
0.061827496
0.060189471
0.0662774
""
0.047113352
0.046256732
""
0.046269152
""
0.033737153
0.068463087
""
0.06509833
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.07328932
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.12450992
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.04059409
""
""
""
0.14675525
""
""
""
""
""
0.071022011
""
""
""
""
""
""
""
0.14619207
""
0.047337797
""
""
0.024163296
""
""
""
""
""
""
0.032604668
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.080657132
0.020061258
""
""
""
""
0.074456036
""
""
""
""
""
""
""
""
""
0.051097989
0.043739557
0.031392161
""
""
""
""
0.083404295
0.06577979
0.013747437
0.089422956
0.10779268
""
""
0.046282798
""
0.064560816
""
0.1280569
""
0.085670061
0.038545258
0.049092196
0.11460668
0.055558242
0.020446733
0.056557622
""
0.10762493
0.034992062
0.063335083
""
""
""
""
""
0.10893965
0.036810804
0.08614108
""
0.051976137
""
""
""
""
0.092670918
""
""
""
""
""
""
""
0.061354272
0.068610556
""
0.020171367
""
0.019204333
""
""
""
0.042447716
""
""
""
""
""
""
0.10997261
0.042593963
0.038074914
0.036396228
0.0077110948
0.019389516
0.034069803
0.041429937
0.076919027
""
""
""
""
""
""
""
""
0.056774624
""
""
0.038119018
""
""
""
""
