kfr_imm_asian_female_n
""
""
""
47.0
31.0
""
106.0
""
""
41.0
23.0
191.0
""
29.0
45.0
""
""
22.0
""
""
""
53.0
""
""
219.0
""
""
33.0
360.0
""
""
""
159.0
99.0
""
54.0
""
""
""
""
32.0
""
""
""
""
""
281.0
31.0
82.0
""
21.0
43.0
""
""
""
21.0
""
""
""
""
""
35.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
108.0
""
""
""
""
137.0
""
""
21.0
65.0
""
""
""
""
50.0
""
""
""
21.0
336.0
46.0
38.0
516.0
184.0
32.0
81.0
388.0
39.0
205.0
""
27.0
39.0
""
50.0
""
55.0
39.0
64.0
""
""
""
""
""
""
""
""
50.0
26.0
""
""
""
836.0
""
26.0
""
27.0
""
""
27.0
""
""
29.0
28.0
""
""
""
""
""
""
""
""
""
34.0
""
""
121.0
51.0
""
22.0
""
""
""
""
36.0
483.0
""
2457.0
""
""
""
""
903.0
63.0
""
34.0
""
""
32.0
94.0
""
""
""
""
118.0
""
""
155.0
""
""
43.0
""
""
22.0
70.0
""
""
""
""
""
61.0
""
53.0
22.0
""
""
""
43.0
121.0
""
""
""
""
""
""
""
36.0
30.0
""
274.0
""
""
""
""
""
""
188.0
""
20.0
""
156.0
20.0
27.0
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
95.0
""
36.0
235.0
25.0
""
""
""
""
""
111.0
""
51.0
""
93.0
119.0
89.0
135.0
6531.0
288.0
3379.0
1395.0
98.0
51.0
""
""
""
""
""
32.0
24.0
""
""
224.0
""
""
1159.0
76.0
""
57.0
583.0
""
""
""
""
""
""
""
""
""
""
""
""
827.0
""
""
36.0
""
""
""
""
""
""
30.0
""
""
58.0
81.0
43.0
""
76.0
43.0
27.0
""
61.0
""
""
""
""
42.0
""
""
26.0
""
34.0
45.0
236.0
""
3033.0
64.0
""
""
212.0
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
84.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
71.0
""
""
58.0
""
""
""
""
""
""
88.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
413.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
105.0
""
""
""
""
""
""
235.0
""
""
""
""
28.0
""
20.0
""
""
""
""
60.0
""
42.0
""
88.0
""
""
""
76.0
""
""
""
""
""
""
""
""
""
""
39.0
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
218.0
""
147.0
""
""
""
25.0
""
""
""
""
""
""
47.0
44.0
21.0
61.0
1825.0
89.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
67.0
414.0
983.0
""
""
""
""
32.0
""
""
""
""
""
230.0
""
""
""
""
""
118.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1634.0
74.0
187.0
""
""
""
""
""
80.0
""
402.0
""
123.0
""
""
""
""
""
""
86.0
""
""
34.0
""
""
""
""
""
""
""
22.0
186.0
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
330.0
225.0
596.0
162.0
1581.0
3239.0
""
""
""
127.0
108.0
5657.0
552.0
""
""
2045.0
26.0
143.0
12652.0
""
""
""
""
48.0
""
31.0
547.0
""
90.0
""
""
39.0
""
""
""
""
""
""
""
""
1829.0
