staycz_white_pooled_p1
0.72406214
0.65791327
0.63795102
0.68684918
0.57674563
0.67126942
0.71392459
0.72230434
0.66401678
0.70881081
0.68973911
0.74005675
0.78798503
0.74594307
0.73800284
0.74497056
0.64410168
0.71623164
0.7232973
0.66264361
0.62685293
0.59433937
0.66179937
0.75076985
0.72225076
0.7081989
0.72076732
0.7692067
0.70917046
0.77482164
0.62373006
0.59636551
0.74128842
0.73576689
0.66683072
0.52471721
0.67456889
0.62099373
0.61728364
0.74321562
0.6701805
0.68849087
0.5507136
0.4953478
0.50631452
0.35544324
0.51350641
0.55181319
0.58215225
0.50375265
0.43438447
0.5215742
0.75990468
0.68725818
0.65768009
0.74250948
0.77276355
0.73996884
0.77439469
0.67340887
0.71525729
0.79278111
0.79900777
0.77115691
0.76227719
""
0.4771539
0.49188542
0.52047098
0.56015009
0.57137001
0.70790446
0.71879131
0.6202172
0.63808024
0.66041195
0.60246021
0.56176025
0.75173795
0.6646834
0.67586267
0.897937
0.6136654
0.62130219
0.50078607
0.52766454
0.57334298
0.64972454
0.66503787
0.71842104
0.69767767
0.68324876
0.67529941
0.59519356
0.6153723
0.74583787
0.71878374
0.38566324
0.60176557
0.69921088
0.71169728
0.66479838
0.66651058
0.60084409
0.71566665
""
0.65665114
0.61534053
0.62131363
0.61761749
0.62492079
0.59490865
0.67353982
0.65693641
0.59720862
0.7251941
0.73459512
0.59590596
0.62044537
0.69543499
0.71468234
0.78490084
0.76150054
0.79476476
0.74849075
0.80243325
0.7694968
0.78134924
0.79154956
0.77748829
0.52333838
0.61557823
0.59447736
0.48714778
0.75959706
0.60736209
0.65432429
0.72471696
0.81199139
0.79497701
0.75825292
0.66116017
0.78785884
0.66148859
0.58357269
0.69957513
0.69130868
0.75632894
0.72768754
0.72461081
0.8328864
0.65521795
0.61911505
0.68056184
0.61345714
0.62022579
0.58056086
0.65275389
0.67479682
0.56917292
0.61710405
0.56387961
0.51826215
0.4786852
0.50159031
0.74022537
0.78922486
0.76588249
0.69337273
0.79766792
0.62801284
0.72486681
0.64770222
0.73453176
0.73367161
0.75738585
0.76167512
0.74930984
0.76728386
0.6468662
0.63628215
0.56855536
0.63524812
0.45700803
0.64509213
0.61347383
0.51057029
0.67508191
0.64610749
0.67878944
0.59620488
0.57045585
0.65845126
0.64576191
0.59526467
0.56743449
0.60050684
0.56964481
0.56319952
0.60005945
0.5697574
0.68680173
0.62158465
0.62244231
0.69553751
0.62970805
0.6775533
0.67448825
0.7472223
0.6920886
0.75656748
0.76840842
0.78194487
