kfr_stycz_natam_female_p100
0.56384492
""
""
0.80380714
0.73827529
""
0.60183352
""
""
""
0.63836503
0.55502766
""
""
0.63622856
""
0.80890119
0.55752581
""
0.60439748
0.63352913
0.5790509
0.75383741
""
0.65155125
0.99693364
0.61212969
0.75528127
0.63295788
""
""
""
0.52563494
0.43926817
0.51438612
0.57490534
""
""
""
""
0.77392477
""
""
""
""
""
0.51240736
0.69180292
0.60695374
0.65900958
0.90462238
0.37404534
""
""
""
0.61658198
""
0.9808414
""
""
""
0.64524907
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.63886601
""
""
""
""
0.62121242
""
""
0.18825363
0.82902265
0.40197325
""
""
""
0.64413863
""
""
""
0.90555662
0.66557944
0.49601042
0.38649216
0.70222586
0.61032915
0.77083248
0.5355944
0.59966588
0.58537418
0.35018179
""
0.6795972
""
""
0.45995858
""
0.63401783
0.69317466
0.28890038
""
""
""
""
""
""
""
""
0.59230232
0.7157746
""
""
""
0.59556019
""
""
""
""
""
0.93431413
0.30174163
""
""
0.58258891
0.6077705
""
""
""
""
0.77582914
0.47168845
""
""
""
0.71268582
""
""
0.55463177
0.58911443
0.44450155
0.40434203
""
""
""
""
0.19319421
0.69227254
""
0.63850355
0.70933431
0.43113449
0.66334695
0.47562262
0.55383027
0.76591307
0.97734338
0.46630305
""
""
0.86996603
0.7299614
0.39533305
0.45256436
""
""
0.78884357
""
""
0.74676239
""
""
""
""
""
""
0.46942773
""
""
""
""
""
0.51877427
""
0.4830589
0.59666026
""
""
""
0.70461398
0.60574925
""
""
0.43746197
""
""
""
""
0.60208029
0.64312667
0.66779649
0.70556241
""
""
""
""
0.77204114
""
0.55868924
""
""
""
0.73464441
0.8865847
0.83793634
""
""
""
""
""
""
""
""
""
""
""
""
0.30710235
""
""
""
0.59628081
""
""
0.58391798
""
0.74077928
""
0.51065904
0.47741133
""
0.61464405
""
0.70347613
""
0.42332166
0.65878415
0.62720859
0.60456699
0.63105494
0.63353038
0.49977461
0.55955631
0.70456791
0.62201142
""
""
0.25220346
0.42742473
0.46434501
0.70259237
0.26656458
""
""
0.50410521
""
""
0.70119298
0.71891183
""
""
0.49984998
""
0.50284994
0.6173721
""
0.68100131
0.50059998
0.4551121
""
""
""
""
0.61780643
0.72740543
0.53364712
0.3327159
0.80610621
""
""
""
0.38880146
""
""
""
""
""
0.66776353
0.44526336
0.52215332
0.58372855
0.56030309
0.63510162
0.57134539
""
0.6119296
""
""
""
""
0.68741858
""
""
0.71066922
""
0.58592534
0.66272306
0.59057766
""
0.67103988
0.16574243
""
""
0.61540025
""
""
""
0.75378847
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.59020853
""
""
""
""
""
""
""
""
""
0.48351687
""
""
""
0.61195219
""
0.4191328
0.38745666
""
""
""
""
""
""
0.55170935
""
""
""
""
0.48556542
""
0.32016534
""
0.48636913
""
""
0.45583662
0.49852106
""
0.53300691
0.56562853
""
""
0.46689796
0.77101123
""
""
""
1.1254563
""
""
""
""
0.61970985
0.58874774
""
""
0.60307789
0.68830389
""
0.54041266
""
""
""
""
""
""
""
""
""
0.66979885
""
""
""
0.60754669
0.65850872
""
""
0.46386951
0.61237478
0.97394401
""
0.39181861
""
""
""
""
""
0.13326912
0.25339991
0.68163359
""
""
0.64515352
""
""
""
""
""
""
0.57499552
""
""
0.45302695
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.6803937
0.5930472
""
""
""
""
""
""
""
""
""
""
""
""
1.078409
""
0.55974871
0.60226935
0.69079959
""
0.78178585
""
""
0.76149184
""
0.74165827
""
""
""
""
0.49228507
""
0.64970481
""
0.81408542
""
0.80601066
0.71612561
0.70824432
0.75213891
0.59629506
0.73177618
0.5195688
""
0.70697153
0.54600352
0.49247506
""
""
""
1.1204759
""
""
0.94503152
""
""
0.8250894
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.579979
""
0.54086399
""
""
""
0.83358318
""
""
""
""
""
""
""
0.59401584
""
0.734927
0.71571273
0.66923028
""
""
""
""
""
""
""
""
""
""
""
0.90044737
""
""
0.40329725
""
""
""
""
""
0.62502986
""
0.60479832
0.59876108
0.70798039
0.57724184
0.56781101
0.11052854
0.31668094
0.64336789
0.81295514
""
0.85247636
0.71326029
0.62552768
0.73837882
0.94348752
0.87700725
0.65103912
0.49883354
""
0.54470754
""
""
0.25019619
0.50989097
0.26328945
0.54895431
0.5532068
0.56023598
0.49650154
0.30886653
0.46338117
""
0.3874574
0.57052565
0.45519176
0.7701968
""
""
""
0.26751903
0.61960983
""
""
0.8359201
0.4755902
""
""
0.91428226
0.34594116
""
""
""
0.54834777
0.44596937
""
""
""
""
0.45265126
""
""
""
0.38693041
""
""
""
0.5078882
0.015317548
0.52025461
0.54497689
0.49932459
0.89774758
""
0.56070864
0.578789
0.55999559
0.48398897
""
""
""
0.6526612
""
""
0.49294651
""
""
""
""
0.65683526
0.61193991
0.78360015
0.42822474
""
""
""
0.73150665
""
""
0.54099202
""
""
0.65167242
0.50512731
0.4975926
0.79706353
0.58077514
0.88175797
0.67620981
0.67119032
0.61572421
0.70987326
0.5651654
0.60078418
""
""
0.42872393
0.50255549
0.66414046
0.67195421
""
0.51188964
0.77983224
0.71603715
0.23004915
0.60591596
0.49422497
""
""
0.86352521
0.57267886
0.47813201
0.50481457
0.63090456
0.52542728
0.60372591
0.4552896
0.627581
0.47001377
""
""
0.32766065
""
""
""
0.37320077
0.49217865
0.61459422
