kid_white_pooled_n
9620.0
28007.0
3101.0
3835.0
11551.0
397.0
2786.0
19029.0
4666.0
4810.0
8323.0
1948.0
3750.0
2610.0
3175.0
7443.0
9876.0
1593.0
1664.0
7176.0
2318.0
17724.0
8362.0
3356.0
13870.0
12542.0
5357.0
18606.0
3694.0
6302.0
5029.0
326.0
1581.0
2208.0
14878.0
11551.0
79473.0
3086.0
17030.0
6408.0
17430.0
13110.0
709.0
611.0
46566.0
2389.0
6561.0
17846.0
59232.0
3397.0
21856.0
21942.0
674.0
2547.0
3594.0
3880.0
6342.0
14577.0
32677.0
661.0
12059.0
6499.0
22746.0
14838.0
2974.0
723.0
5652.0
50.0
339.0
46260.0
376.0
154.0
365.0
201.0
17291.0
461.0
266.0
5368.0
12068.0
2557.0
2352.0
""
81.0
15582.0
358.0
224.0
128.0
844.0
795.0
1406.0
153.0
1488.0
2017.0
449.0
""
385.0
3355.0
14506.0
13969.0
7061.0
4773.0
1295.0
1524.0
440655.0
26663.0
11189.0
95084.0
18841.0
1180.0
27417.0
11158.0
3387.0
3975.0
6948.0
33039.0
7791.0
1596.0
964.0
4991.0
1174.0
3301.0
3936.0
4918.0
1758.0
3340.0
4071.0
16442.0
13099.0
6153.0
3609.0
1135.0
1681.0
3010.0
18632.0
4336.0
2565.0
15137.0
4025.0
9017.0
3190.0
6246.0
2453.0
7718.0
2631.0
3085.0
8210.0
4967.0
1119.0
4122.0
907.0
1935.0
2336.0
5511.0
13344.0
3553.0
3439.0
7052.0
7955.0
1317.0
1989.0
1509.0
2052.0
3770.0
2424.0
2180.0
2462.0
5750.0
4652.0
12544.0
1779.0
46302.0
4276.0
2851.0
19736.0
2561.0
1779.0
21599.0
2739.0
3551.0
2434.0
6671.0
3276.0
31117.0
14757.0
1320.0
4235.0
107494.0
150.0
5747.0
33512.0
7512.0
2133.0
120661.0
4517.0
32248.0
69509.0
4036.0
21300.0
5697.0
2670.0
81587.0
12384.0
9884.0
5678.0
528357.0
12454.0
36127.0
2946.0
13745.0
21247.0
1705.0
1910.0
30330.0
16829.0
18190.0
306982.0
51500.0
3868.0
177889.0
155311.0
6550.0
183513.0
299203.0
25966.0
63068.0
35963.0
63729.0
40848.0
142514.0
31373.0
33937.0
696.0
7899.0
45127.0
71563.0
63358.0
11578.0
10372.0
2372.0
36770.0
9370.0
100273.0
20762.0
9969.0
52139.0
1777.0
86873.0
1825.0
951.0
797.0
46337.0
9506.0
2805.0
539.0
1920.0
1006.0
194.0
689.0
720.0
5400.0
35989.0
364.0
48699.0
6432.0
5470.0
98960.0
8106.0
8831.0
897.0
2469.0
2197.0
