staytract_other_female_p25
0.28288308
0.28084147
""
""
""
""
""
0.17620693
""
""
""
""
""
""
""
0.20766993
0.34847736
""
""
""
""
0.26368731
0.081924617
0.24847443
0.34268695
0.01357754
0.4096581
0.12219807
""
""
""
""
""
""
0.26183033
0.4160051
0.23647371
""
0.082200564
0.38668329
0.12796803
0.307706
""
""
0.23492347
""
""
0.11276565
0.22453968
""
0.17207177
0.19780323
""
""
""
""
0.22481178
0.35591596
0.23745763
""
0.38331363
0.30078694
0.16057763
0.53746355
""
""
""
""
""
0.19671331
0.25708082
""
""
""
0.21143559
""
""
0.23698238
0.12699191
0.43039212
0.19644189
""
""
0.18884571
0.35479477
""
""
""
0.26091284
0.08670786
""
""
""
""
""
0.31938723
0.28271863
0.13547157
0.11453734
0.19894376
""
""
0.48656788
0.14017195
0.099268928
0.33409625
0.13238887
0.16626565
""
0.16045973
0.10879362
""
""
0.095282473
0.132319
""
""
""
0.1474483
""
""
""
""
""
""
""
0.26247582
0.22034775
0.22796237
""
""
""
""
0.15630323
""
""
0.24122648
""
""
""
0.40679666
""
""
""
""
0.17654699
""
""
""
""
""
""
""
0.26536673
""
""
0.2583515
0.27604496
""
""
""
""
0.3251549
""
""
""
""
""
0.30152142
""
0.18749423
""
""
0.087616697
""
""
0.15693122
""
""
""
0.11490767
""
0.15997398
0.39145017
""
""
0.17048942
""
0.020686489
0.2026796
0.21211819
""
0.19706239
0.34087449
0.17096011
0.18758343
0.089755259
0.22347732
0.2273484
0.40385628
0.1627468
0.19333456
0.1847267
0.18884239
0.2035052
0.14315076
0.12985019
0.061626937
0.17815673
0.14659494
""
""
0.19768171
0.21258004
0.17482637
0.17943551
0.14566925
""
0.17064288
0.15272886
0.18363732
0.15740982
0.16705979
0.22638838
0.17284413
0.15215334
0.2461205
0.21543419
0.18634404
0.18851721
0.17698149
""
0.18910833
0.14764746
0.154864
0.13900298
0.16828695
0.26266053
""
0.20134616
0.20234762
0.16579308
0.22445731
0.22884694
0.15960878
""
0.13260327
""
""
""
0.13304433
0.12184103
""
""
""
""
""
""
""
0.19217195
0.14323695
""
0.20216319
""
0.053233467
0.19799222
0.24130395
0.0310631
""
""
""
""
""
""
0.11607794
""
""
""
0.27843079
0.12055125
""
""
""
0.05619365
""
""
0.11312659
0.22116627
0.15666552
