spouse_rk_pooled_male_mean
0.49230582
0.46957561
0.49120995
0.49832165
0.53708977
0.52726835
0.53215748
0.52002025
0.50316477
0.50140417
0.50775719
0.53294945
0.49218178
0.50432968
0.5049786
0.48848405
0.49318129
0.50388426
0.48486656
0.48571336
0.50979102
0.49937981
0.51928133
0.54173714
0.56082827
0.52000725
0.52348924
0.51595128
0.53330493
0.54390937
0.52753049
0.53700525
0.57666242
0.53444707
0.55108321
0.47540575
0.4582029
0.47989526
0.49654755
0.54222298
0.53865927
0.46533737
0.44960141
0.45546883
0.52716029
0.50737888
0.5512253
0.48424596
0.53204733
0.49390614
0.46874654
0.50596434
0.50503379
0.44554582
0.51530564
0.51711798
0.50038904
0.42787984
0.45894134
0.50414658
0.51305974
0.52992815
0.50638735
0.48439994
0.47843215
0.49218366
0.47075182
0.45644733
0.49118695
0.46344897
0.53692925
0.53748393
0.53363907
0.50392658
0.48848829
0.50015622
0.49186838
0.48461375
0.49326441
0.52522945
0.50574845
0.50934547
0.49354687
0.49181485
0.53231019
0.48868152
0.48892662
0.48715314
0.49034232
0.46911258
0.47349092
0.46716687
0.48462033
0.49524531
0.46357578
0.48069251
0.47231275
0.48088548
0.52931023
0.49694854
0.52804995
0.54711056
0.54112166
0.5331946
0.50155652
0.51624233
0.50164568
0.51546347
0.47053075
0.48776621
0.53106797
0.49971995
0.52700531
0.48208067
0.51629901
0.4977015
0.51351428
0.52965438
0.48583239
0.5182668
0.49491248
0.4677496
0.50457466
0.4699353
0.49291497
0.5197019
0.52036601
0.4797717
0.51929086
0.51464796
0.53497982
0.46874917
0.52771223
0.49569947
0.49532852
0.4887372
0.48579258
0.50532806
0.50291449
0.52833629
0.52951556
0.49121982
0.48151752
0.53194129
0.50601661
0.46175501
0.48114595
0.50129342
0.48887506
0.50336266
0.46719393
0.51872277
0.50257879
0.48850775
0.48323834
0.49550334
0.48106846
0.51425678
0.48543102
0.48974559
0.45140645
0.45766094
0.54866898
0.5981496
0.54405528
0.60483694
0.52246213
0.53146154
0.51038027
0.51473123
0.53840882
0.5490464
0.50094348
0.52961469
0.49539632
0.50164574
0.52540821
0.51144308
0.52163744
0.52022946
0.50811464
0.49630073
