hs_natam_male_n
""
""
""
""
""
""
38.0
""
""
""
""
55.0
""
""
""
""
29.0
""
""
""
""
340.0
37.0
""
43.0
""
""
""
41.0
""
""
""
35.0
20.0
""
""
""
""
""
""
""
""
""
""
""
""
43.0
85.0
""
""
""
""
""
""
""
24.0
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
36.0
""
""
""
70.0
27.0
""
""
""
""
""
""
""
""
31.0
""
""
54.0
24.0
""
""
47.0
""
29.0
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
57.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
47.0
""
""
""
""
""
""
40.0
31.0
""
""
""
""
""
""
""
53.0
""
97.0
46.0
28.0
143.0
""
154.0
28.0
43.0
30.0
""
""
34.0
73.0
24.0
41.0
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
36.0
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
42.0
""
""
105.0
""
38.0
""
""
""
""
""
""
""
""
""
""
""
""
101.0
""
59.0
60.0
""
""
""
""
20.0
""
""
""
""
""
""
36.0
""
""
60.0
""
""
""
69.0
""
48.0
31.0
""
25.0
46.0
""
""
""
""
""
36.0
214.0
20.0
58.0
""
""
""
""
24.0
""
""
""
""
""
""
50.0
62.0
68.0
36.0
21.0
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
74.0
""
84.0
""
""
""
48.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
86.0
""
""
""
""
""
""
""
""
""
41.0
""
""
""
57.0
""
67.0
""
""
""
""
""
""
""
32.0
""
""
""
""
""
""
24.0
""
35.0
""
""
42.0
36.0
""
21.0
155.0
""
""
29.0
27.0
""
""
""
""
""
""
""
""
""
""
""
""
23.0
29.0
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
94.0
36.0
""
""
33.0
""
""
""
49.0
""
""
""
""
""
23.0
27.0
21.0
""
""
44.0
""
""
""
""
""
""
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
120.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
65.0
68.0
""
""
""
""
115.0
""
79.0
""
""
""
""
""
""
31.0
""
128.0
""
""
321.0
424.0
177.0
55.0
961.0
111.0
""
45.0
29.0
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
46.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
118.0
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
80.0
163.0
""
22.0
""
""
107.0
""
""
119.0
31.0
74.0
589.0
138.0
71.0
""
111.0
""
237.0
""
""
92.0
97.0
44.0
""
32.0
22.0
34.0
280.0
67.0
""
114.0
65.0
58.0
33.0
""
""
""
52.0
57.0
""
""
""
54.0
""
""
""
""
""
""
""
64.0
34.0
""
""
""
""
""
""
""
""
73.0
""
""
""
394.0
""
481.0
37.0
196.0
""
""
479.0
233.0
52.0
627.0
""
""
""
28.0
""
""
""
""
""
""
""
25.0
96.0
""
49.0
""
""
""
""
""
""
42.0
""
""
37.0
43.0
25.0
""
27.0
44.0
45.0
109.0
49.0
141.0
71.0
34.0
""
""
101.0
61.0
119.0
105.0
""
21.0
115.0
31.0
22.0
416.0
""
""
""
""
76.0
53.0
48.0
120.0
""
98.0
""
62.0
46.0
""
""
23.0
""
""
""
59.0
39.0
382.0
