kid_hisp_male_n
884
864
66
1452
4958
427
7328
468
389
1577
1878
11129
140
902
2402
203
132
2029
69
200
1396
6767
1509
1696
13577
420
3615
3909
5932
574
324
329
3774
2818
265
1536
199
299
83
67
1086
134
50
41
86
143
7881
718
1921
405
1194
1191
491
52
53
1432
110
90
145
627
180
2396
59
263
158
160
40
108
129
178
144
222
297
596
251
75
495
244
179
4568
309
482
150
644
6540
750
262
2126
2093
2048
798
436
381
1183
261
343
669
6735
39252
12679
8872
182379
30203
15741
4752
43678
5956
7356
864
3111
1686
622
2543
165
2092
3525
2104
126
175
191
2272
1055
394
1686
477
2416
1290
928
175
132
40500
310
1574
181
6458
197
1310
1884
342
302
1825
613
261
355
505
127
895
249
173
177
282
3152
446
98
2973
1245
92
689
130
161
33
87
1411
8199
219
66061
161
188
126
2203
27469
4087
706
4600
287
333
3668
15859
559
173
132
192
2256
138
186
3902
69
168
1825
72
171
773
3072
139
143
274
1811
873
6903
914
4945
4841
909
1112
1125
3476
7103
509
430
2691
606
735
87
85
12487
1049
4712
11981
179
182
139
149
245
159
4744
548
312
401
2984
2219
2831
813
41
306
35
166
45
331
18
192
342
1284
370
1206
128
524
786
4548
482
893
16631
782
347
43
949
276
923
4789
402
3974
267
10399
15082
5876
13581
406913
10866
142084
59359
5263
2460
450
462
339
48
95
1076
482
139
404
21946
19
24
59921
3914
196
16415
59210
468
90
65
54
132
192
119
577
257
1099
1031
649
18795
78
225
824
741
425
116
1110
636
247
2013
603
330
1078
2199
1891
167
878
530
498
166
2826
383
151
159
884
1080
401
521
4296
173
2625
7796
20089
1294
261527
8117
549
174
6156
48
313
478
898
209
109
209
594
112
171
262
348
223
80
278
657
90
333
142
488
578
18
519
11
24
102
236
33
43
115
68
59
153
8
12
5
37
5
44
232
11
14
2
5
13
7
44
8
29
18
58
79
37
73
22
711
77
25
27
44
8
56
207
261
103
700
885
30
50
3
294
192
24
40
12
25
111
38
32
47
16
7
44
0
962
274
245
613
97
320
601
440
4074
115
51
341
827
19
6
0
39
1679
1750
327
41
757
1036
352
87
1640
3322
194
1795
151
186
8162
916
177
9
29
28
412
11632
57
71
11803
1280
248
12
11
14
69
151
29
119
485
1395
130
4012
92
370
15424
77473
85
6
2853
763
893
141
18
23
26
23
9
712
75
21
1085
3072
8323
673
327
206
1299
801
521
17013
499
426
32
34
763
142
1257
874
1458
117
1090
2914
968
6057
259
8166
198
227
815
114032
4834
629
6029
416
9037
646
7215
15988
4980
2796
10853
1567
288
358
42
4851
4576
1014
200
2324
1120
1615
2549
9992
1295
1418
58742
1170
148026
3658
2254
152
19021
3196
2077
1782
3397
2733
36471
162019
48543
6118
15290
241989
6463
4060
1875
6379
1221
303
3860
6519
8469
3533
969
1249
5996
322
552
3057
540
69
891
1952
1821
9694
2595
9632
61466
150722
2465
8634
4249
3196
2378
1344
354
967
846
665
15092
304
1977
1236
1130
12
3564
59
0
16
24
39
171
218
93
97
33
39
46
730
75
73
435
20
340
218
316
268
43
1
55
1167
9
46
305
234
218
70
58
391
440
262
337
777
10
11714
1040
1978
5363
17168
670
234
3689
51530
1577
163985
2281
58156
3917
114
4415
5521
609
4063
3204
3095
2003
9521
2642
48
1361
839
73
147
9
5442
30235
2074
4868
76
357
363
330
91
1012
2621
79
81
3849
1640
3376
716
1162
50938
53145
131548
13400
90621
124005
2360
906
285
13724
19406
139570
61235
91
881
140756
35351
32764
1253256
335
267
6730
4505
3025
1436
2334
25686
1901
17798
714
18530
14401
198
33
1854
32
29
67
1797
564
37488
