kfr_other_male_p100
0.82805699
0.98335862
""
""
0.73788959
""
""
0.56374484
""
""
""
""
""
""
""
0.88288945
0.65139145
""
""
""
""
0.91252148
0.33311093
0.51972646
0.77474314
0.74799901
0.41862136
0.55975169
""
""
""
""
""
""
0.75183916
0.91930091
0.66925877
""
0.60678679
0.90553981
0.66344023
0.72386831
""
""
0.64450586
""
""
0.62875152
0.80859256
""
0.699211
0.54909366
""
""
""
""
0.6989612
0.5580042
0.70706606
""
1.0503472
""
0.60200876
0.98780537
""
""
""
""
""
0.5718286
0.12119735
""
""
""
0.63899702
""
""
0.58197796
0.53971815
0.5107609
0.51679599
""
""
0.64398736
0.44808057
""
""
""
0.38239899
0.45492446
""
""
""
""
""
""
0.58038479
0.65554488
0.48410159
0.56171238
""
""
""
0.65614569
0.53280997
0.46178162
0.67464876
0.63981384
""
0.57186753
0.73399329
""
""
0.77090961
0.72696918
0.77613503
""
""
""
""
""
""
""
""
""
""
0.58836734
0.78573656
1.230213
""
""
""
""
0.55751508
""
""
0.65165496
""
""
0.64191276
0.58128977
""
1.3354806
""
""
0.85622138
""
""
""
""
""
""
""
0.51377863
""
""
0.55056769
0.41376242
""
""
""
""
""
""
""
""
""
0.71687269
0.68811625
""
0.66207105
""
""
0.77922487
""
""
0.561463
""
""
""
0.98107153
""
0.74571079
0.53641284
""
""
0.69390935
""
0.40545708
0.64105344
0.55222678
0.77166367
0.68040973
1.0270072
0.66469556
0.72857171
0.42824686
0.54639977
0.68859929
0.35469571
0.66658407
0.69316292
0.51787877
0.70592237
0.63540614
0.69267255
0.64749444
0.48227116
0.69905889
0.57998639
""
""
0.63772595
0.6272074
0.64091009
0.63861871
0.67252058
""
0.60362506
0.65497559
0.53993177
0.62920308
0.63652486
0.67896831
0.65971518
0.64548379
0.70160031
0.6571368
0.67236763
0.65446752
0.61111367
""
0.75790405
0.66597909
0.67366648
0.63738048
0.56101042
0.50963581
""
0.66703188
0.59384352
0.67983496
0.74357706
0.73220891
0.58606237
""
0.69451511
""
""
""
0.7122286
0.69767946
""
""
""
""
""
""
""
0.27059728
0.64301151
""
0.64722109
""
""
0.6240167
0.55656642
0.32219666
""
""
""
""
""
""
0.63237083
""
""
""
0.47849545
0.63649523
""
""
""
0.70239413
""
""
0.41358709
0.83711916
0.73217636
""
""
0.79435372
""
""
""
0.78523803
""
""
""
""
""
""
""
""
0.40698057
""
0.67139184
""
0.6612767
0.66455936
0.68464434
0.63839757
0.70405549
