kir_top20_pooled_male_p25_se
0.0030829017
0.0040623085
0.007237033
0.0027515637
0.0035730032
0.0072831009
0.002309375
0.007269233
0.0087868664
0.0037395838
0.0036188595
0.0019722886
0.0089779729
0.0054795467
0.0037910261
0.011528241
0.009720454
0.0038599605
0.0089937905
0.0059999255
0.002670303
0.0023646159
0.0039976044
0.0043865917
0.0023775881
0.0070154695
0.0042242534
0.0029379241
0.0021993737
0.0067393137
0.0052103517
0.0055459891
0.0026756825
0.003356742
0.0048138932
0.0033705938
0.0063213054
0.0058961445
0.0098690242
0.0083284844
0.0028071916
0.0070804972
0.011818822
0.017569823
0.0082911281
0.0065327096
0.0021317003
0.0061015687
0.0032014137
0.0057043298
0.0050604315
0.0041040084
0.0042920294
0.016474245
0.013902903
0.0031380702
0.0097655524
0.021410437
0.01664426
0.0046222168
0.0073328163
0.002786658
0.010050504
0.0079313945
0.0049312296
0.0061394782
0.0089679435
0.0080946637
0.0062095434
0.0051760357
0.0060984814
0.0045096115
0.0038935666
0.0043973462
0.0055460618
0.0093510402
0.0045394329
0.0055306647
0.0083771357
0.001779674
0.0048387228
0.0053585228
0.005970764
0.0053121638
0.0023281989
0.0061392481
0.0057572378
0.0042132521
0.0037062527
0.0040831622
0.0051563117
0.0067903562
0.006387488
0.0033001171
0.0058216406
0.010004266
0.0046138833
0.0034435273
0.0015932483
0.0027590555
0.0029159444
0.0012362615
0.0020768074
0.0031227141
0.0032526078
0.001807554
0.0030535939
0.0020579672
0.0046748552
0.0035343515
0.0042496892
0.0042029331
0.0026623316
0.0065801879
0.0029506327
0.0024718356
0.0030105461
0.0099433092
0.011321463
0.0083135804
0.0035422931
0.0059725456
0.0076407571
0.0055572717
0.0063806865
0.0036440054
0.003572908
0.0062714089
0.0068927561
0.0068892147
0.0014101013
0.0050609778
0.0053385831
0.0065985168
0.0043596257
0.0053414549
0.0031403664
0.0032233915
0.0071462146
0.0064681456
0.0032005312
0.0047481311
0.0098749036
0.0068759378
0.0039522285
0.0083858576
0.0046724705
0.005007958
0.0062662452
0.0061439872
0.0065134619
0.0024616465
0.0044393358
0.0099285152
0.0028088577
0.0032955061
0.0084982757
0.0033470446
0.007952285
0.006132321
0.018256616
0.0094120577
0.0061839023
0.0019317198
0.012005868
0.0016617614
0.0086291917
0.0083087916
0.010886599
0.0048534577
0.0014359353
0.0045434278
0.006548895
0.0036167023
0.0065674256
0.0104878
0.0036587007
0.0024387727
0.0067248279
0.0083273603
0.0085452301
0.007350828
0.002270818
0.0057925899
0.0067151221
0.0019146302
0.0094186375
0.0075257048
0.0032712126
0.0098763248
0.0074895984
0.004898956
0.0025059637
0.011903775
0.008242853
0.0064902143
0.0052655688
0.0052730511
0.0032197169
0.0085765189
0.0031680623
0.0046562394
0.0078040422
0.0062257731
0.0036993735
0.0035573572
0.0022039546
0.0061831879
0.0050760261
0.0050403113
0.0050361794
0.0047435621
0.012046487
0.012599505
0.0039577093
0.003134686
0.003986137
0.0018313238
0.0059079146
0.0053815977
0.0080749709
0.0072349273
0.0046226839
0.0061962316
0.0020219511
0.0041637677
0.0057848226
0.0043871133
0.0021520788
0.0030355065
0.0034326995
0.0038138407
0.010459321
0.0062693777
0.014407982
0.0069127907
0.012328019
0.00503285
0.014545177
0.0065536727
0.0043182061
0.0063980576
0.0060178861
0.0043274048
0.0067646978
0.0080415849
0.0054848744
0.0028826534
0.0066956123
0.0053067682
0.0021749418
0.0047269519
0.0057285232
0.014506332
0.0055022738
0.0071468414
0.0080700377
0.0035756982
0.0067481883
0.0035071108
0.006101334
0.0041911211
0.0029251154
0.003046833
0.0041110022
0.0010281833
0.0039423918
0.0015997353
0.0014079954
0.0040014768
0.0037212898
0.0071581621
0.011285575
0.0050837672
0.013808264
0.0091932118
0.0035709054
0.0058070398
0.0086919898
0.0059967055
0.0028382393
0.052957963
0.042307962
0.0019267494
0.0032492715
0.0087484494
0.0040744771
0.0021554835
0.0077797566
0.013418175
0.015468813
0.016925257
0.011389925
0.008364399
0.012801545
0.011990327
0.017246941
0.0080047166
0.010343958
0.0062833051
0.0024533761
0.01214266
0.0081880754
0.0072469129
0.0102931
0.010025442
0.010409604
0.0084235026
0.0060481601
0.015134015
0.0074296449
