marr_29_hisp_male_p100
0.40514904
0.51849443
""
""
0.37361714
""
""
0.43648869
""
""
0.85680193
""
""
""
""
0.54567069
0.47552592
""
""
""
""
0.56357586
0.54047912
0.33098385
0.58925927
0.41402698
0.79316705
0.43576115
""
0.25114763
0.76380277
""
""
""
0.45410526
0.56046087
0.34458408
""
0.37197706
0.28737402
0.47128838
0.54659599
""
""
0.31061798
""
""
0.55358893
0.28503805
""
0.46209085
0.37083071
""
""
""
""
0.56038386
0.41375062
0.36035508
""
0.54009396
0.48309126
0.28267205
0.87427533
""
""
""
""
""
0.36450729
""
""
""
""
0.31390515
""
""
0.31471404
0.47762439
0.26434708
0.26182401
""
""
0.11961596
""
""
""
""
""
""
""
""
""
""
""
""
0.30597231
0.40279996
0.44131508
0.3893874
0.39892706
0.49468598
0.4297958
0.31226206
0.3569012
0.42588973
0.31062922
0.37370026
0.34499374
0.41364607
0.39676663
""
0.23239611
0.43984801
0.45728108
0.042999938
0.96426523
""
0.55174631
""
0.69309819
""
""
""
""
0.92537719
0.53227925
0.43845141
0.46742231
""
""
0.63694048
""
0.404057
0.10433649
""
0.43233854
""
0.65183306
0.81591564
0.70540529
0.54583758
0.36680239
""
""
0.25979614
0.6653375
""
""
""
""
""
0.83968902
0.46398026
""
""
0.42822608
0.69334555
""
""
""
""
""
""
0.42728546
""
0.19479823
0.50661218
0.40619284
""
0.4258948
""
-0.10157101
0.63819557
""
""
0.45743224
0.29335102
""
""
0.3654846
0.61153722
0.40024289
0.35029787
""
0.2592333
0.28601754
""
0.475104
0.34468034
0.38366884
0.29512987
0.27170539
0.34588701
0.34273496
0.34446344
0.32254371
0.34076893
0.36510858
0.36373714
0.37618226
0.34800953
0.31047237
0.49291342
0.26014942
0.38192731
0.23829876
0.28429294
0.34116518
0.36751771
0.60088617
0.37095717
0.31161597
0.35510167
0.38003966
0.29356423
0.34070039
0.33484304
0.33238238
0.30308062
0.30449751
0.32627678
0.32840011
0.2080815
0.32435533
0.30493736
0.25608188
0.32321158
0.26928753
0.2992503
0.41285279
""
0.47270918
0.32201034
0.29773837
0.3331643
0.36907142
0.40998819
""
0.35268685
0.3843877
0.29071027
0.32905358
0.3906163
0.3547146
0.31722927
0.35408068
0.39403319
""
0.23634952
0.33934733
0.32731161
0.37438464
""
0.1540226
0.58189285
0.47385466
0.51410097
""
0.47053111
0.32428256
""
0.37486047
0.51764601
0.48121223
0.36608258
0.52745712
0.34008655
""
""
0.45924124
""
0.49986127
""
0.3167806
""
0.30416089
0.46836844
0.30932283
0.36205357
0.40108934
""
0.54310703
0.3299031
""
0.37380266
0.41548193
0.40659475
0.38924962
0.37260345
""
0.50339866
0.65467483
""
0.50147408
0.36825585
0.72311622
0.40283003
""
0.35276139
""
""
0.60577345
""
0.65283048
0.42121065
0.38824359
0.61622053
0.2914224
0.26505548
0.29527402
0.22143945
0.25664634
0.32312167
0.30348375
0.21391745
0.34592634
0.30812755
0.25963911
0.18867132
0.35959756
""
0.352465
0.10173664
0.36207116
0.31174007
""
0.37931073
0.35213336
