kfr_top20_pooled_female_mean
0.17241853
0.2093738
0.13042308
0.14810954
0.16435175
0.046095658
0.11464936
0.13931713
0.097124107
0.12894706
0.16015622
0.16722284
0.1661509
0.10769168
0.16697484
0.1869445
0.17418681
0.12144452
0.092095591
0.17725128
0.13524418
0.16382392
0.14375651
0.1001412
0.1387669
0.17067951
0.14645606
0.15053691
0.18593282
0.17161126
0.14805809
0.045928411
0.087897718
0.12450606
0.16150668
0.15203542
0.1750572
0.17902303
0.19956906
0.15949188
0.19554441
0.17467661
0.057736825
0.063955359
0.20861031
0.12721713
0.16417202
0.15904003
0.15677956
0.15103473
0.14594109
0.1952448
0.059558004
0.1082186
0.13622515
0.12592524
0.085975185
0.15420017
0.3005248
0.047885548
0.11765367
0.13310602
0.17454581
0.16914345
0.15780644
0.092021339
0.17080165
0.088408448
0.14888416
0.20565167
0.048146304
0.030457092
0.49368218
0.14345095
0.18635184
0.22249667
0.1736775
0.20378059
0.20504215
0.16879958
0.15501545
0.022624092
0.084098838
0.17737952
0.073441617
0.093387559
0.060611539
0.15055822
0.13925488
0.16611858
""
0.17053136
0.16425259
0.16458648
""
0.062204693
0.07109914
0.16129437
0.18832824
0.16861615
0.15939848
0.24192117
0.12234113
0.20514201
0.1607926
0.149395
0.17227311
0.12343704
0.1075481
0.19239479
0.1328419
0.14098637
0.16585755
0.15914698
0.21907149
0.17283085
0.14839591
0.14728609
0.14500584
0.090298839
0.1549817
0.13242815
0.16733713
0.22749394
0.19956115
0.18866068
0.20289671
0.15272413
0.12331709
0.14739497
0.14050542
0.1367206
0.16386643
0.20670263
0.18038031
0.089850038
0.16828692
0.2250119
0.15227389
0.13299686
0.1580323
0.11167027
0.17112766
0.10570476
0.13544975
0.11417814
0.13200119
0.15852305
0.11920069
0.10913788
0.13007458
0.12960964
0.17583565
0.17548685
0.17434359
0.11551297
0.13468662
0.12728472
0.109129
0.12502834
0.12235975
0.12539072
0.14572556
0.15199248
0.072393782
0.1392749
0.11313843
0.1199251
0.1889976
0.14497709
0.16808365
0.15167686
0.10244664
0.17824742
0.1100975
0.14990063
0.18456915
0.14020476
0.10809752
0.15848023
0.17577021
0.13784441
0.20881248
0.19848736
0.12013856
0.10985842
0.29330668
0.11860728
0.23516284
0.21205002
0.21510778
0.23951994
0.3195391
0.17289664
0.29714304
0.16689397
0.17145482
0.20341456
0.12908636
