married_other_pooled_n
95.0
171.0
25.0
""
43.0
""
""
271.0
24.0
22.0
24.0
""
26.0
""
""
131.0
69.0
""
""
29.0
""
64.0
183.0
48.0
89.0
101.0
50.0
109.0
""
""
28.0
""
""
25.0
133.0
95.0
694.0
""
79.0
111.0
117.0
81.0
""
26.0
707.0
""
""
86.0
444.0
""
327.0
129.0
""
""
31.0
""
86.0
53.0
149.0
""
86.0
43.0
154.0
53.0
""
""
""
""
""
2336.0
51.0
""
""
21.0
632.0
""
""
284.0
186.0
100.0
74.0
29.0
""
255.0
50.0
30.0
21.0
""
41.0
97.0
""
""
24.0
""
""
38.0
71.0
499.0
297.0
70.0
24.0
""
36.0
6540.0
346.0
180.0
1913.0
276.0
27.0
264.0
250.0
""
25.0
56.0
355.0
51.0
""
""
35.0
""
""
21.0
21.0
""
""
26.0
89.0
142.0
59.0
""
""
""
""
107.0
24.0
""
143.0
""
35.0
39.0
44.0
21.0
44.0
""
""
104.0
27.0
""
""
""
""
20.0
32.0
112.0
25.0
""
76.0
77.0
""
""
""
20.0
38.0
""
21.0
""
25.0
38.0
77.0
""
678.0
22.0
29.0
109.0
""
""
393.0
27.0
21.0
""
55.0
""
418.0
81.0
""
25.0
7937.0
""
88.0
682.0
89.0
33.0
4938.0
94.0
545.0
2070.0
69.0
448.0
170.0
42.0
1998.0
451.0
134.0
79.0
25045.0
292.0
911.0
60.0
265.0
770.0
21.0
""
1733.0
404.0
285.0
8537.0
1059.0
36.0
5300.0
7240.0
164.0
6162.0
11144.0
3223.0
2747.0
719.0
4398.0
1167.0
7225.0
731.0
590.0
""
176.0
3360.0
1652.0
1840.0
411.0
182.0
23.0
809.0
157.0
2622.0
666.0
396.0
1054.0
25.0
1970.0
""
""
""
546.0
154.0
21.0
""
""
""
""
""
""
45.0
1400.0
""
410.0
""
38.0
2709.0
98.0
69.0
""
""
""
""
""
""
1311.0
""
""
""
77.0
458.0
35.0
""
36.0
228.0
""
21.0
61.0
68.0
45.0
35.0
""
39.0
""
""
""
267.0
""
23.0
""
""
""
""
""
""
67.0
""
338.0
""
1388.0
1425.0
234.0
255.0
1330.0
801.0
193.0
195.0
394.0
914.0
263.0
1034.0
362.0
23.0
557.0
25.0
1158.0
3534.0
22.0
221.0
167.0
478.0
266.0
79.0
21.0
""
1968.0
928.0
122.0
""
53.0
""
""
""
""
30.0
32.0
223.0
104.0
2068.0
30.0
142.0
64.0
21.0
""
347.0
600.0
364.0
47.0
""
22.0
380.0
377.0
142.0
3089.0
150.0
84.0
896.0
51.0
2312.0
562.0
1753.0
565.0
1493.0
743.0
85.0
178.0
387.0
422.0
447.0
938.0
47.0
48.0
20.0
""
771.0
43.0
92.0
33.0
""
""
""
""
30.0
""
73.0
92.0
""
""
164.0
""
""
""
53.0
51.0
32.0
26.0
""
149.0
""
110.0
56.0
""
447.0
150.0
34.0
233.0
135.0
""
693.0
""
1069.0
40.0
26.0
317.0
""
143.0
22.0
20.0
""
21.0
22.0
1537.0
""
""
137.0
179.0
""
""
60.0
20.0
""
""
""
240.0
84.0
104.0
""
1189.0
""
""
117.0
47.0
24.0
""
1248.0
29.0
179.0
""
""
30.0
""
""
257.0
342.0
""
42.0
""
""
""
""
""
32.0
23.0
""
27.0
42.0
382.0
""
20.0
190.0
31.0
27.0
""
""
21.0
""
21.0
""
20.0
21.0
""
22.0
27.0
576.0
98.0
32.0
""
125.0
35.0
25.0
25.0
""
34.0
""
""
""
""
""
703.0
98.0
""
""
""
66.0
26.0
""
29.0
""
""
""
""
""
""
53.0
42.0
31.0
""
""
80.0
""
""
""
29.0
94.0
59.0
49.0
""
""
28.0
""
""
23.0
88.0
""
""
""
20.0
4050.0
26978.0
1340.0
3489.0
734.0
""
198.0
""
""
85.0
""
21.0
80.0
179.0
""
""
""
331.0
""
45.0
""
""
""
153.0
""
""
42.0
""
25.0
28.0
38.0
261.0
67.0
""
""
""
32.0
49.0
104.0
""
""
63.0
24.0
31.0
""
123.0
""
34.0
108.0
""
""
59.0
""
40.0
""
22.0
""
340.0
23.0
""
""
45.0
59.0
7373.0
27.0
""
126.0
23.0
23.0
1768.0
23.0
""
27.0
""
""
28.0
37.0
""
""
45.0
""
""
""
""
71.0
25.0
84.0
""
49.0
38.0
21.0
""
743.0
184.0
114.0
92.0
1331.0
133.0
""
57.0
31.0
28.0
43.0
335.0
257.0
184.0
47.0
417.0
40.0
""
""
31.0
""
27.0
25.0
21.0
52.0
""
81.0
360.0
27.0
22.0
""
""
""
""
33.0
""
270.0
628.0
27.0
288.0
""
""
""
""
92.0
155.0
""
113.0
22.0
33.0
""
""
""
74.0
881.0
72.0
535.0
34.0
22.0
723.0
117.0
""
""
56.0
23.0
20.0
38.0
180.0
28.0
35.0
""
21.0
56.0
""
34.0
151.0
34.0
287.0
26.0
114.0
""
""
22.0
37.0
104.0
28.0
290.0
79.0
34.0
145.0
54.0
152.0
37.0
42.0
""
""
36.0
32.0
154.0
39.0
78.0
29.0
731.0
184.0
43.0
183.0
1710.0
58.0
""
78.0
169.0
38.0
68.0
""
48.0
""
28.0
26.0
""
""
""
209.0
27.0
""
39.0
36.0
""
20.0
494.0
""
44.0
""
36.0
35.0
""
""
176.0
""
""
264.0
""
155.0
50.0
""
78.0
22.0
142.0
32.0
34.0
38.0
""
""
""
""
""
29.0
180.0
24.0
""
29.0
31.0
""
""
""
""
20.0
51.0
21.0
""
""
21.0
""
61.0
""
62.0
""
""
""
77.0
22.0
95.0
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
35.0
25.0
161.0
""
""
""
72.0
322.0
""
""
""
""
26.0
24.0
52.0
23.0
""
""
""
""
41.0
""
""
21.0
""
""
""
592.0
140.0
""
""
""
380.0
""
25.0
109.0
32.0
""
""
""
43.0
55.0
""
""
59.0
""
""
229.0
""
""
33.0
""
40.0
""
46.0
30.0
36.0
151.0
""
""
65.0
""
""
23.0
""
""
""
125.0
76.0
""
48.0
""
282.0
""
""
32.0
""
79.0
68.0
44.0
322.0
""
""
""
""
""
""
""
""
80.0
""
""
33.0
31.0
""
928.0
""
""
""
73.0
""
300.0
""
""
""
72.0
39.0
25.0
""
""
71.0
""
172.0
""
""
""
31.0
""
""
24.0
""
""
""
""
45.0
""
""
140.0
""
23.0
238.0
""
""
""
145.0
""
1251.0
64.0
502.0
""
""
""
""
""
""
66.0
""
""
""
""
""
""
22.0
""
492.0
""
""
21.0
""
37.0
""
21.0
144.0
25.0
49.0
51.0
""
""
""
85.0
""
""
31.0
105.0
""
""
""
""
162.0
46.0
""
""
""
""
120.0
""
""
""
462.0
""
""
76.0
""
""
""
32.0
26.0
21.0
""
32.0
""
519.0
""
""
""
64.0
21.0
""
62.0
""
1093.0
54.0
""
227.0
""
24.0
""
55.0
""
""
""
""
""
20.0
""
32.0
""
97.0
""
""
88.0
""
""
22.0
""
""
97.0
""
28.0
""
""
24.0
""
30.0
31.0
""
21.0
54.0
""
""
""
""
27.0
""
42.0
""
""
""
""
32.0
47.0
""
""
30.0
""
""
""
""
124.0
""
""
""
33.0
""
38.0
48.0
20.0
86.0
""
41.0
62.0
""
310.0
404.0
294.0
""
""
""
""
""
33.0
526.0
""
25.0
25.0
""
30.0
116.0
34.0
""
793.0
32.0
283.0
128.0
""
35.0
83.0
""
27.0
62.0
846.0
170.0
57.0
25.0
218.0
""
""
55.0
113.0
62.0
""
""
92.0
89.0
78.0
89.0
385.0
98.0
""
209.0
""
61.0
327.0
43.0
48.0
34.0
""
""
""
188.0
92.0
403.0
37.0
45.0
188.0
40.0
37.0
77.0
205.0
26.0
84.0
82.0
34.0
44.0
231.0
84.0
1395.0
1462.0
176.0
43.0
234.0
153.0
461.0
45.0
437.0
30.0
559.0
807.0
25.0
2883.0
2695.0
77.0
278.0
27.0
38.0
264.0
157.0
50.0
1227.0
528.0
207.0
1389.0
""
980.0
129.0
679.0
229.0
2390.0
""
1090.0
1591.0
2016.0
1181.0
21.0
25.0
185.0
42.0
28.0
24.0
22.0
103.0
153.0
""
314.0
54.0
312.0
152.0
51.0
76.0
170.0
43.0
128.0
26.0
87.0
33.0
267.0
75.0
943.0
38.0
""
125.0
54.0
67.0
35.0
47.0
822.0
79.0
57.0
""
108.0
267.0
511.0
""
1196.0
""
23.0
135.0
34.0
144.0
211.0
""
67.0
1296.0
28.0
133.0
45.0
63.0
31.0
125.0
""
230.0
97.0
""
375.0
89.0
2282.0
42.0
40.0
""
39.0
""
41.0
367.0
""
""
352.0
240.0
121.0
49.0
23.0
89.0
82.0
182.0
766.0
3865.0
52.0
24.0
678.0
87.0
107.0
69.0
""
53.0
25.0
88.0
