work_26_natam_male_n
""
27.0
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
39.0
""
""
""
""
""
""
""
""
44.0
55.0
""
""
107.0
""
22.0
""
""
133.0
""
""
24.0
131.0
""
34.0
40.0
""
""
""
""
""
""
21.0
""
""
""
""
""
30.0
""
""
24.0
""
690.0
265.0
""
""
55.0
222.0
""
""
114.0
94.0
48.0
42.0
154.0
26.0
70.0
145.0
95.0
131.0
""
58.0
58.0
""
""
""
""
""
113.0
871.0
34.0
971.0
182.0
153.0
""
66.0
2062.0
115.0
1059.0
729.0
253.0
""
68.0
66.0
""
""
""
160.0
""
""
""
""
""
""
""
""
""
""
""
""
56.0
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
57.0
""
""
""
""
""
114.0
""
""
""
""
""
109.0
""
""
""
202.0
""
20.0
115.0
""
""
151.0
63.0
57.0
221.0
""
162.0
41.0
55.0
237.0
46.0
30.0
20.0
817.0
44.0
21.0
""
104.0
61.0
""
""
63.0
26.0
27.0
278.0
87.0
""
393.0
352.0
""
378.0
484.0
53.0
147.0
70.0
52.0
73.0
223.0
52.0
150.0
""
49.0
109.0
129.0
133.0
44.0
44.0
""
143.0
""
124.0
46.0
47.0
129.0
""
116.0
""
""
""
53.0
""
""
""
""
""
""
""
""
""
199.0
""
20.0
""
""
172.0
""
""
""
""
""
""
""
""
148.0
""
""
""
41.0
66.0
""
""
""
40.0
""
""
81.0
""
""
""
""
""
""
""
""
42.0
""
""
""
""
""
""
""
""
""
""
57.0
""
27.0
48.0
""
""
72.0
97.0
""
20.0
35.0
30.0
""
47.0
28.0
""
38.0
""
82.0
142.0
""
""
""
36.0
25.0
""
""
""
105.0
114.0
""
""
""
""
""
""
""
""
""
22.0
""
104.0
""
""
""
""
""
33.0
60.0
26.0
""
""
""
28.0
28.0
""
98.0
""
""
54.0
""
130.0
28.0
85.0
48.0
89.0
73.0
""
""
20.0
40.0
40.0
62.0
""
""
""
""
50.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
21.0
""
""
25.0
""
53.0
""
""
""
""
""
""
""
""
""
""
52.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
46.0
""
""
""
""
""
""
49.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
86.0
""
""
96.0
""
94.0
""
23.0
70.0
""
""
""
34.0
""
""
""
49.0
""
""
""
""
""
""
""
""
""
""
""
""
""
54.0
""
""
""
""
""
""
58.0
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
271.0
""
""
""
""
""
43.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
""
58.0
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
38.0
""
25.0
""
""
44.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
42.0
""
""
""
64.0
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
38.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
42.0
""
""
""
""
20.0
""
""
""
48.0
""
""
""
""
""
""
""
""
""
""
85.0
""
""
""
""
""
""
""
""
39.0
31.0
""
""
38.0
""
""
""
""
""
""
46.0
""
""
""
""
83.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
37.0
""
""
86.0
""
""
""
24.0
""
20.0
""
""
""
""
""
""
""
""
""
""
64.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
221.0
""
86.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
60.0
""
""
""
""
""
""
""
""
""
""
""
