kfr_native_pooled_female_mean
0.50095069
0.52334642
0.47958004
0.50236791
0.49929163
0.40299082
0.46038559
0.46001363
0.44852713
0.47660723
0.49567667
0.52357179
0.45712635
0.52625644
0.52501726
0.51410109
0.50470996
0.45735657
0.39107543
0.47392368
0.5012241
0.51369774
0.4790175
0.42925403
0.49639645
0.49868897
0.4681513
0.50124794
0.48225063
0.53485626
0.44738278
0.35291034
0.44053715
0.45733562
0.4926222
0.4960337
0.50313419
0.51403171
0.52089936
0.47374898
0.52217191
0.52376556
0.39137375
0.38726711
0.52761406
0.51940882
0.4943625
0.50730056
0.473921
0.47429144
0.47172424
0.52258712
0.36569697
0.49716923
0.47282115
0.4735173
0.42350709
0.50774336
0.59882027
0.36032599
0.47171175
0.47213778
0.50772876
0.47475374
0.49646926
0.39509118
0.45977509
0.34669399
0.53104389
0.50814986
0.28388911
""
0.63020045
0.35904497
0.49941206
""
0.41466731
0.5067994
0.48605606
0.41976294
0.39009777
0.22760198
0.3122963
0.47068775
0.32263005
0.40321496
0.27316117
0.48422474
0.41253629
0.47965708
""
0.47591299
0.42880437
0.434329
""
0.33730587
0.43328899
0.50320339
0.51515085
0.4892537
0.51763844
0.58070302
0.47687045
0.54348963
0.48100498
0.47898957
0.51659161
0.46891838
0.50487196
0.53413159
0.51158118
0.46696782
0.47390652
0.47743487
0.54877472
0.50193077
0.51200753
0.47461915
0.46979383
0.41875237
0.45895606
0.4822098
0.50419796
0.51248091
0.462237
0.52661407
0.50548297
0.49767596
0.44860291
0.49380851
0.49536729
0.4531838
0.44941396
0.53684205
0.52160597
0.4455483
0.48292696
0.56734616
0.49732772
0.46447366
0.50839502
0.51050293
0.49567631
0.48753935
0.4787969
0.46204218
0.4634856
0.45416322
0.46529722
0.46411198
0.45973822
0.48869932
0.49921894
0.51543331
0.52576506
0.44845742
0.48159027
0.45746416
0.43892059
0.50664914
0.46030548
0.48579615
0.48861298
0.47022372
0.42836136
0.52605271
0.45857635
0.47613236
0.5151583
0.47908938
0.48751545
0.47845414
0.42327163
0.49625725
0.4915629
0.49617934
0.50011325
0.50004852
0.42416912
0.48378223
0.50564009
0.51657838
0.5278427
0.51205516
0.49338758
