kfr_black_male_p25_se
0.010722122
0.0089211268
0.010246105
0.019480785
0.047145713
0.013574209
0.010099036
0.0065812184
0.0085587036
0.039118674
0.018979957
0.016119456
0.011653514
0.032668848
0.046807505
0.011277976
0.012571352
0.013762451
0.018631738
0.015305371
0.021852376
0.0479577
0.0096672298
0.0064055291
0.037786487
0.0097100008
0.010838295
0.0090011526
0.02445706
0.044933829
0.020506132
0.013299734
0.012637784
0.013264594
0.0065474426
0.033088248
0.0022972305
0.034945473
0.014061691
0.020378092
0.0081186369
0.012931426
0.010462663
0.0085451137
0.0052924729
0.011708726
0.052322209
0.028495418
0.0029295331
0.015597533
0.0031833216
0.010222212
0.012186268
0.012459412
0.010271826
0.015891206
0.0073861275
0.018395992
0.016209785
0.012228116
0.0078020729
0.010607936
0.0048821396
0.019360857
0.022047333
0.01323995
""
""
""
0.012261448
""
""
""
""
0.015803592
""
""
""
""
""
""
""
""
0.066430449
""
""
""
""
""
""
""
""
""
""
""
""
""
0.016478349
0.034342263
""
""
""
""
0.0039429683
0.028934414
0.064675406
0.0080786459
0.018653648
""
0.049437519
0.024460381
0.013373411
0.014751946
""
0.045317754
""
0.018684471
0.036545526
""
0.011269795
0.016970444
""
""
0.04323639
0.01254399
0.024150627
0.01391417
0.041871782
0.0058192695
0.016404917
0.020626891
0.01175469
0.015369458
0.015907696
""
""
0.012279043
0.066614062
""
0.01384189
0.015962427
0.019296281
0.029283622
""
0.021969037
0.0051997798
""
0.021945558
""
0.013600952
0.023471558
0.027161809
""
0.01484408
""
""
0.010016371
0.0071321288
0.019421265
""
0.024695372
""
0.01071211
""
0.0084160604
""
0.023110704
""
0.028460296
0.03241967
0.0030841555
""
0.0087957801
0.023093173
""
""
0.010682971
0.049155217
""
""
0.0083011761
""
0.025802104
0.025692632
0.019801045
""
0.0034258345
""
""
0.030103268
""
""
0.0051251696
""
0.052780073
0.0060823029
""
0.067304015
0.028459916
""
0.0072693699
0.017523792
0.057489358
""
0.0014982146
0.023698967
0.020429345
""
0.041778293
0.013503945
""
""
0.01409299
0.043207746
""
0.0075560575
0.042301502
""
0.0044272365
0.0038375454
0.083665796
0.0035471208
0.0037180865
0.0063313534
0.0065946248
0.025433931
0.0097064404
0.016613975
0.0080349892
0.036638677
0.051832743
""
0.058061924
0.0066591757
0.021329561
0.012182927
0.028817562
0.05162847
""
0.017434005
0.080039382
0.014159677
0.024323978
0.018802183
0.0098178172
""
0.0070254076
""
""
""
0.034246147
0.066202082
""
""
""
""
""
""
""
""
0.0049126321
""
0.041677468
""
""
0.006538949
""
""
""
""
""
""
""
""
0.020180652
""
""
""
""
0.036231894
""
""
""
0.053061441
""
