jail_asian_female_n
""
24.0
""
""
""
""
""
49.0
""
""
""
""
""
""
""
33.0
""
""
""
""
""
""
39.0
""
""
""
""
27.0
""
""
""
""
""
""
33.0
""
220.0
""
""
""
66.0
""
""
""
234.0
""
""
""
241.0
""
112.0
31.0
""
""
""
""
""
""
75.0
""
""
""
46.0
""
""
""
""
""
""
556.0
""
""
""
""
74.0
""
""
48.0
""
21.0
71.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
78.0
34.0
""
""
""
""
2228.0
52.0
""
530.0
59.0
""
40.0
78.0
""
""
""
76.0
""
""
""
""
""
""
""
""
""
""
""
""
38.0
""
""
""
""
""
20.0
""
""
30.0
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
205.0
""
""
31.0
""
""
245.0
""
""
""
""
""
120.0
22.0
""
""
9006.0
""
""
181.0
""
""
4248.0
25.0
137.0
2227.0
35.0
88.0
91.0
""
1033.0
220.0
23.0
""
36569.0
90.0
333.0
""
33.0
611.0
""
""
856.0
209.0
30.0
13127.0
359.0
""
2859.0
4563.0
52.0
3824.0
8497.0
7529.0
2439.0
200.0
5250.0
537.0
12506.0
238.0
127.0
""
20.0
2442.0
517.0
901.0
378.0
35.0
""
456.0
23.0
1762.0
387.0
160.0
515.0
""
882.0
""
""
""
271.0
81.0
""
""
""
""
""
""
""
""
553.0
""
194.0
""
""
487.0
""
""
""
""
""
""
""
""
583.0
""
""
""
""
134.0
""
""
""
49.0
""
""
""
""
""
""
""
""
""
""
""
37.0
""
""
""
""
""
""
""
""
""
""
73.0
""
1030.0
775.0
94.0
111.0
598.0
265.0
101.0
35.0
87.0
513.0
64.0
394.0
184.0
""
149.0
""
346.0
1494.0
""
63.0
44.0
174.0
70.0
""
""
""
943.0
334.0
40.0
""
""
""
""
""
""
""
""
55.0
59.0
887.0
""
47.0
""
""
""
114.0
189.0
131.0
""
""
""
112.0
112.0
60.0
1206.0
40.0
""
196.0
""
1305.0
199.0
740.0
219.0
805.0
235.0
""
53.0
114.0
84.0
142.0
435.0
""
""
""
""
209.0
""
""
""
""
""
""
""
""
""
59.0
27.0
""
""
65.0
""
""
""
""
""
""
""
""
29.0
""
34.0
""
""
164.0
23.0
""
60.0
56.0
""
557.0
""
658.0
""
""
217.0
""
33.0
""
""
""
""
""
1102.0
""
""
27.0
51.0
""
""
""
""
""
""
""
110.0
28.0
53.0
""
764.0
""
""
25.0
22.0
""
""
1754.0
31.0
81.0
""
""
""
""
""
134.0
93.0
""
26.0
""
""
""
""
""
""
""
""
""
""
55.0
""
""
52.0
""
""
""
""
""
""
""
""
""
""
""
""
""
160.0
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
123.0
55.0
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
36.0
""
""
""
""
650.0
9265.0
344.0
1013.0
215.0
""
29.0
""
""
""
""
""
""
34.0
""
""
""
49.0
""
""
""
""
""
22.0
""
""
""
""
""
""
""
23.0
20.0
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
21.0
""
""
""
""
""
""
""
""
185.0
""
""
""
""
""
8839.0
""
""
49.0
""
""
3238.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
467.0
42.0
42.0
""
1202.0
41.0
""
""
""
""
""
180.0
69.0
20.0
""
63.0
20.0
""
""
""
""
""
""
""
""
""
""
121.0
""
""
""
""
""
""
""
""
74.0
144.0
""
96.0
""
""
""
""
22.0
39.0
""
38.0
""
""
""
""
""
27.0
656.0
""
243.0
""
""
200.0
43.0
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
26.0
""
86.0
""
26.0
""
""
""
""
25.0
""
204.0
""
""
48.0
""
26.0
""
""
""
""
""
""
48.0
""
32.0
""
233.0
34.0
""
33.0
471.0
""
""
""
48.0
""
""
""
""
""
""
""
""
""
""
73.0
""
""
""
""
""
""
135.0
""
""
""
""
""
""
""
89.0
""
""
71.0
""
52.0
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
63.0
""
""
""
58.0
""
""
""
""
""
29.0
""
""
""
""
""
""
""
24.0
""
""
""
22.0
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
120.0
""
""
""
""
108.0
""
""
""
""
""
25.0
24.0
""
""
""
""
""
30.0
""
""
""
""
""
""
436.0
29.0
""
""
""
113.0
""
""
83.0
""
""
""
""
""
""
""
""
""
""
""
125.0
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
43.0
""
""
""
""
73.0
""
""
""
""
81.0
45.0
""
38.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
506.0
""
""
""
""
""
49.0
""
""
""
31.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
48.0
""
""
""
60.0
""
551.0
45.0
76.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
150.0
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
26.0
""
""
""
""
""
35.0
""
""
""
158.0
""
""
24.0
""
""
""
""
""
""
""
""
""
102.0
""
""
""
""
""
""
""
""
336.0
""
""
39.0
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
43.0
""
""
""
""
""
""
""
""
28.0
""
""
""
""
60.0
85.0
70.0
""
""
""
""
""
""
384.0
""
""
""
""
""
102.0
""
""
807.0
""
102.0
35.0
""
""
""
""
""
""
609.0
40.0
24.0
""
61.0
""
""
""
49.0
25.0
""
""
""
""
""
55.0
86.0
29.0
""
69.0
""
73.0
44.0
""
""
""
""
""
""
27.0
""
139.0
""
""
37.0
""
""
""
29.0
""
""
""
""
""
79.0
27.0
567.0
1047.0
36.0
""
91.0
45.0
122.0
""
157.0
""
213.0
885.0
""
3669.0
1426.0
""
77.0
""
""
74.0
96.0
29.0
334.0
78.0
66.0
295.0
""
686.0
35.0
241.0
92.0
2532.0
""
1176.0
220.0
1300.0
720.0
""
""
43.0
""
""
""
""
""
41.0
""
