par_rank_hisp_pooled_mean
0.49530959
0.45964608
""
0.46127713
0.31527776
""
0.33840844
0.47194907
0.3602134
0.29619977
0.2981503
""
""
""
""
0.51119387
0.36463186
""
""
0.35705134
""
0.32797781
0.43271682
0.28224841
0.30293289
0.45530975
0.36754662
0.33644328
""
0.22793142
0.38091779
""
""
0.32405019
0.41450408
0.31985697
0.45802236
""
0.40559611
0.35739565
0.53262389
0.40523219
""
0.2817651
0.56299931
""
0.30497971
0.31873319
0.44961026
""
0.4911671
0.42878616
""
""
0.2874606
""
0.37345001
0.43617958
0.58185828
""
0.35769731
0.35047668
0.42518726
0.35367963
""
""
0.38139379
""
""
0.49232146
""
""
""
""
0.53261244
""
""
0.58320892
0.5136736
0.54914641
0.51422858
""
""
0.44995081
""
""
""
""
""
0.57112288
""
0.45241654
0.31173685
""
""
""
0.37874135
0.35989329
0.45683712
0.46190315
0.41518575
0.5505805
0.37838891
0.41244021
0.34987834
0.42494622
0.40405995
0.39590248
0.3201257
0.42074353
0.33385912
0.37951562
0.36932045
0.40682006
0.31203982
0.37440243
0.34345466
""
0.27832764
0.29027674
0.3394933
""
0.42105454
""
0.45226732
0.36457792
0.38631022
0.33896065
0.36309189
0.28765237
""
0.32976002
0.40751445
0.39585164
0.40342718
""
0.34221599
0.25730914
0.31562787
0.23882496
0.38149068
0.3223843
0.35063386
""
0.23648073
0.36414143
0.24046867
""
""
""
0.32248828
0.32786763
0.35146484
0.44227189
0.39514911
""
0.38360488
0.3416338
""
""
0.27061397
""
0.31567195
""
0.28365257
""
0.25654721
0.35429481
0.36255527
""
0.41453075
0.29759404
0.37212583
0.45595324
0.2085658
""
0.30049321
0.23477225
0.33025476
""
0.38571393
0.33154523
0.29712257
0.36929622
""
0.28154582
0.51303464
""
0.52884221
0.38631567
0.51300913
0.37471658
0.53567213
0.43687731
0.57802606
0.33503938
0.34597537
0.43099707
0.32550052
0.42990223
0.34318069
0.35083213
0.4388096
0.49820063
0.36821428
0.33319703
0.50774008
0.46885777
0.40123919
0.36299443
0.35133022
0.43106991
0.38255778
0.4390313
0.53117865
0.43234718
0.57883728
0.52535087
0.41104829
0.46263
0.45818496
0.43299237
0.38907069
0.43461746
0.42105123
0.44583485
0.50505966
0.40306064
0.51810986
0.38029107
0.43065438
0.58431494
0.41043612
0.52218318
0.4637984
0.39699861
0.34646377
0.33780974
0.50806242
0.31525382
0.49949673
0.42542222
0.42349005
0.34686002
0.44469312
0.36477205
0.51119649
0.32568347
0.42766571
0.37180594
0.46373335
0.56476933
0.46804938
""
0.54292619
0.31783676
0.24677747
0.31763116
""
0.36929408
0.37000588
""
0.6946131
0.45835444
0.61423755
0.47970948
0.47152704
0.41137871
0.64637917
""
0.39774266
""
0.34088984
""
0.55507284
""
0.31446245
0.46415269
0.46991625
0.48745313
0.38827929
0.36829114
0.37647787
0.41746664
""
0.48130572
0.40669936
0.37859562
0.34164372
0.32922372
0.57780749
0.57780582
0.32122305
0.4669528
0.32791871
0.4023875
0.46682641
0.35069814
0.54064518
0.31269553
""
""
0.3378422
0.54245001
0.55569559
0.3404429
0.37327436
0.34971297
0.44620433
0.40371719
0.56579298
0.55247706
0.4276436
0.45431936
0.60407555
0.39246845
0.43857944
0.45514062
0.35250685
0.34523091
0.50046235
0.53060025
0.4273192
0.32985917
0.47534189
0.44339222
0.35589963
0.43609667
0.40203324
0.48773465
0.31588811
0.47073397
0.26702935
0.28364873
0.45281026
0.42777094
0.4276551
""
0.28909618
0.45317218
0.29631957
0.35864812
0.27446553
0.29869616
0.29234216
0.37942472
0.32018447
0.39612168
0.37567082
0.40478152
0.4003838
0.32054371
0.26618898
0.41105413
0.3578777
0.54072118
0.32976231
""
0.41438329
0.35450479
0.36465779
0.42356822
0.36873612
0.40027058
0.52635807
0.48377514
0.25492814
0.36025462
0.33017278
0.40572077
0.41361928
0.42431676
0.34298605
0.29720098
0.56146866
0.38215661
0.497659
0.44246131
0.45604497
0.33416107
0.30040562
0.42262042
0.36716712
0.37862322
0.48902166
0.40708378
0.40937024
0.26535738
0.28084776
0.27623135
""
0.4780831
0.34215808
0.41184548
0.42844114
0.26775858
0.27849895
0.47787628
""
""
0.19308145
0.57824045
0.49335727
0.34662426
0.44405064
""
0.49930406
0.30074963
0.37651026
0.38539284
""
0.48130918
0.45322153
0.32853109
0.46394569
0.36199391
""
0.38668048
""
0.47842765
0.29233134
0.29149494
0.58812499
0.31216007
0.51264632
0.37586549
0.36164543
""
0.42257288
0.2016249
0.39644426
0.31231871
0.26114398
0.42317829
0.46757731
""
0.15433435
0.54218113
0.42712519
0.28130868
0.2387825
0.28830323
0.67785591
0.37268931
0.4538824
0.35362259
0.45386237
0.33649305
""
0.50169086
0.3029018
0.2846418
0.34466708
0.40103203
0.30298817
0.30055684
""
0.34835497
0.59842408
0.4453457
0.43891287
0.50698435
0.54321295
0.25640577
0.41810223
0.35866797
