kir_imm_hisp_pooled_p75
0.54718316
""
""
0.6217891
0.70102537
""
0.53713793
""
""
0.51227587
0.47835726
0.60736173
""
""
0.29489231
""
""
0.53177804
""
""
0.5795089
0.45478439
0.45289919
0.50575775
0.5950799
""
0.71653336
0.58300978
0.54940665
""
""
""
0.56834161
0.51566875
""
0.57883358
""
""
""
""
0.50011742
""
""
""
""
""
0.55646074
0.61458415
0.63894379
""
0.61192131
0.55132794
""
""
""
0.68782288
""
""
""
0.47058862
""
0.59350497
""
""
""
""
""
""
""
""
""
""
""
0.62860745
""
""
""
""
""
0.55427992
""
""
""
0.56904995
0.54267073
""
""
0.60384828
0.63161421
0.35143599
""
""
""
0.47287586
""
""
""
0.52512282
0.56285352
0.57070374
0.55936396
0.60411155
0.58416063
0.60855669
0.56914246
0.55167741
0.51283938
0.54969823
0.5551635
0.51943332
0.55398512
""
0.5684613
""
0.56852579
0.64037728
0.5527395
""
""
""
0.4579967
0.56752497
""
0.57014912
""
0.52018321
0.59144258
""
""
""
0.57415569
""
0.64732647
""
0.61242944
""
0.470085
0.51438105
""
""
0.55226773
0.51801842
""
""
""
""
0.48607469
""
""
""
""
0.53997588
""
""
0.58118016
0.62688279
""
0.52101588
""
""
""
""
0.64115447
0.601206
""
0.61760014
""
""
""
0.44111195
0.56154025
0.61044002
""
0.53607088
""
""
0.61262298
0.47296053
""
""
""
""
0.59929109
""
""
0.55417758
""
""
0.59976643
""
""
0.62025762
0.56951314
""
""
""
0.67648339
""
0.57816976
0.44391346
0.57661301
0.60605794
0.61705011
0.68764031
""
0.49830779
0.50744611
""
""
0.57140291
0.57274902
0.48284876
""
""
0.54040331
0.42408177
0.5341419
0.58663273
""
""
""
""
""
""
0.57252312
""
""
""
0.65605092
0.44083816
0.66029078
0.5828889
""
""
""
""
""
""
""
""
""
0.49182951
""
0.65115607
""
""
0.38067952
0.4843353
""
0.57081276
0.51302129
0.5500266
""
""
0.73807847
""
0.67518228
0.52856249
""
0.55063248
""
0.5721066
0.60182494
0.55890906
0.57194531
0.59220439
0.60933614
0.61100066
0.57126731
0.53984255
0.65040499
""
""
""
""
""
0.56490034
""
""
""
0.5771147
""
""
0.59010535
0.56154209
""
0.52750158
0.57930785
0.58972096
""
""
""
""
""
""
0.55230212
""
0.53323638
0.57100648
0.50846559
0.58062398
""
""
0.38585776
0.7642957
""
""
0.61484063
""
""
0.55592006
""
0.44013941
0.48927289
0.58361864
0.52465987
""
0.6267423
0.5800786
""
""
0.58420241
""
""
""
0.72897077
0.59580344
""
""
0.54502147
""
0.64463854
0.5739547
0.55256611
0.65671498
0.58639711
0.54666114
0.58546972
""
0.57720613
""
""
0.56894922
0.62801862
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.60410988
""
""
""
""
""
""
""
""
""
0.65859127
0.49845916
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.36102837
""
""
0.69689971
""
0.63985366
0.48525789
""
0.59471315
""
""
""
""
""
""
""
""
0.40004888
0.3804445
""
""
0.23687971
0.73073649
""
""
0.62051558
