comcoll_pooled_male_mean
0.31621164
0.41303584
0.3968465
0.20174274
0.35871723
0.2206938
0.28101978
0.3294557
0.2923207
0.27141982
0.30571613
0.24329229
0.36858749
0.26437616
0.32515007
0.3876763
0.37342602
0.3119261
0.15064646
0.2782554
0.17926119
0.32592791
0.3306514
0.27232116
0.32941231
0.35406777
0.29927355
0.33318993
0.34818524
0.3364982
0.36181787
0.22552249
0.26234633
0.37278652
0.31793249
0.28709939
0.38129401
0.26628229
0.38839632
0.28877965
0.4438388
0.31376901
0.21859618
0.25158674
0.43044785
0.34719357
0.26924199
0.34263337
0.32429114
0.27768815
0.36263892
0.36150002
0.28341869
0.315992
0.29003263
0.31620073
0.2507349
0.28274769
0.49586594
0.37729824
0.32627803
0.37716132
0.33305612
0.3493441
0.3408033
0.26649365
0.37756637
""
""
0.38675866
0.062124398
""
""
0.03389556
0.3651163
""
""
0.48231742
0.39700529
0.36944878
0.24203826
0.038860362
""
0.31116259
0.029277761
0.039801132
7.6935765e-05
""
0.22614484
0.29615566
""
0.31964734
0.27876621
""
""
0.053724799
0.15943259
0.38344854
0.39065835
0.32519561
0.35122573
0.33583578
0.23323822
0.38062534
0.25604653
0.2831746
0.34396353
0.26405418
0.30540547
0.38699961
0.30529565
0.35728344
0.27836907
0.3474434
0.31632069
0.34253842
0.30979666
""
0.21337844
0.24719357
0.43615064
0.29931018
0.28400105
0.32546344
0.51923102
0.24025168
0.30456191
0.30265424
0.25134501
0.27985448
0.28114861
0.27687821
0.39599702
0.32366323
0.25245565
0.32994854
0.36021999
0.22409156
0.28452834
0.33996871
0.33277366
0.30620247
0.32306138
0.24864694
0.30805168
0.28415474
0.26498732
0.15473445
0.21582246
0.045353413
0.27618927
0.22309503
0.28597924
0.34010109
0.10932098
0.2241386
0.23886847
0.29611903
0.21264191
0.35755333
0.21899354
0.18010125
0.32688475
0.23663424
0.27096584
0.3007203
0.17000625
0.24899955
0.3167794
0.3421683
0.39310166
0.25957021
0.1768409
0.29239711
0.18480721
0.35235599
0.34031904
0.3215068
0.20204361
0.26404747
0.34094581
0.33672217
0.33943918
0.28158298
0.17406365
0.27361253
0.47288355
""
0.38401297
0.35299325
0.27890393
0.28951514
0.50443453
0.26139969
0.42359558
0.34115598
0.27194774
0.35995489
0.3015047
0.43175071
0.28409642
0.27429926
0.31857571
0.37383687
0.37673381
0.23346603
0.66821635
0.35282138
0.36322036
0.27563679
0.21527949
0.33532766
0.36450753
0.42288426
0.5042066
0.47788945
0.44273701
0.26485687
0.29300502
0.37158954
0.32891026
0.33315605
0.41042447
0.55101711
0.32452258
0.40431315
0.54245669
0.41994372
0.52372426
0.40187991
0.3812432
""
0.39793274
0.3858189
0.42617846
0.29687381
0.36569971
0.29779586
0.22151718
0.29692912
0.35420644
0.43412054
0.45013541
0.24223992
0.29497737
0.46980634
0.50820965
0.34746376
0.59138983
0.26307768
0.58168638
0.49172848
0.44305393
""
0.28958571
0.31162271
""
0.39232838
""
0.32093096
0.33225298
""
0.57573539
0.67586881
0.45439732
