comcoll_hisp_male_mean_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.068830371
""
""
""
""
""
""
""
0.081907146
""
""
""
0.087769069
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.048026778
""
""
""
""
0.096466199
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.034268126
0.07264822
0.051288318
0.070183925
0.093490623
""
0.0075845732
0.041321963
0.077283666
0.012060623
0.023408778
0.03729685
0.050113939
0.023685258
""
""
""
0.039861262
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.060857654
""
""
""
""
""
0.063952044
""
""
""
""
""
0.054745216
""
""
""
0.012825521
""
""
0.039414957
""
0.078987524
0.016762361
""
0.056459043
0.010106973
0.038959339
0.088750392
0.017960481
""
0.011138001
0.023782693
0.086798124
""
0.0031745071
0.021786038
0.051101394
""
0.059642095
0.019557618
""
""
0.014120691
0.033428214
0.098757178
0.0075422418
0.038747482
""
0.007509815
0.014536448
0.032895777
0.007356754
0.007754243
0.020001097
0.013530893
0.029841723
0.017528448
0.017264834
0.010724473
0.021566106
0.043368641
""
""
0.023827977
0.024709012
0.013460765
0.036780272
0.064297013
""
0.013246334
0.10075453
0.012389223
0.030036839
0.052686587
0.016529992
0.088518672
0.026965609
""
""
""
0.037819564
0.085977934
""
""
""
""
""
""
""
0.059608433
0.012604876
""
0.051806971
""
""
0.022638598
0.082885429
""
""
""
""
""
""
""
0.021374797
""
""
""
0.081145667
0.040559754
0.070481256
""
""
0.060074732
""
""
""
0.069950394
0.041414239
0.031930704
""
""
""
""
""
0.02408356
""
0.077153116
""
""
""
""
""
""
""
""
0.023993384
""
0.024308397
0.023069063
0.082174711
0.091863804
0.02725262
0.0630797
""
0.078663588
0.064940043
0.038360007
0.07647524
0.032585394
0.083437584
""
0.093347199
""
0.038154922
0.014234063
""
0.078716144
0.095858671
0.065701284
0.036381423
""
""
""
0.035872106
0.073556557
""
""
""
""
""
""
""
""
0.054608632
0.057618394
0.075612083
0.016480768
""
0.086922228
""
""
""
0.045549195
0.03385416
0.076342367
""
""
""
0.043680582
0.039175291
0.071468525
0.0074654329
0.06894666
""
0.057216644
0.056786846
0.016384734
0.024769872
0.019765122
0.040593639
0.032881103
0.025629271
""
0.098016724
0.040691804
0.10096607
0.056645606
0.03131263
""
""
""
""
0.035589628
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.079710163
""
""
0.080024093
0.087583587
""
0.0561129
""
0.038502075
""
""
0.11416272
""
""
""
""
""
""
""
0.040688615
""
""
""
""
""
""
""
""
""
""
""
0.12151748
""
""
""
0.042146388
""
""
""
""
""
""
0.035091911
""
0.034423798
""
""
""
""
""
""
0.072676651
""
""
""
""
""
""
""
""
""
""
""
""
0.097224079
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.062483799
""
""
