kfr_hisp_male_p1
0.25105783
0.32630363
0.3657364
0.2991184
0.27821514
0.3322525
0.27374876
0.20967147
0.1961997
0.29608595
0.31406602
0.31418473
0.19289885
0.27560788
0.32541642
0.2897746
0.38865012
0.30636954
0.34023616
0.3374204
0.27284464
0.29338524
0.33693558
0.31496522
0.32554445
0.17023167
0.30881006
0.27574021
0.31713903
0.25624523
0.22621478
0.31386527
0.31256384
0.30917689
0.2805478
0.35145083
0.30654174
0.36537948
0.34739542
""
0.2276136
0.31039128
0.21763168
""
0.41867253
0.22827218
0.35930866
0.35620168
0.35233194
0.32680699
0.28180811
0.35528359
0.27666688
0.32362819
0.22336799
0.3122479
0.30693072
0.34962246
0.30318049
0.31770325
0.38571629
0.30253375
0.19465064
0.34051147
0.32370099
0.35458559
""
""
0.20235325
0.2818566
0.22415759
0.26652026
0.2426157
0.20238905
0.30871925
0.22493844
0.286015
0.27133003
0.28685513
0.28095636
0.27222592
0.30740857
0.36030975
0.25847417
0.31115857
0.32311216
0.25897437
0.29038137
0.30060926
0.35334787
0.28737822
0.29354861
0.21348146
0.30035254
0.32160321
0.27851042
0.26547995
0.33671224
0.30873439
0.3263413
0.29049096
0.36187354
0.32899204
0.30040687
0.30505952
0.33169541
0.32414407
0.32148927
0.34592792
0.28999272
0.36327785
0.28007728
0.28588647
0.27899703
0.28207684
0.29418495
0.3237837
0.29321554
0.29915324
0.4408147
0.3012802
0.2867156
0.26327252
0.33573094
0.17735255
0.32556671
0.25624555
0.30066758
0.26236761
0.14472865
0.3119849
0.28905696
0.30133429
0.33004802
0.35707155
0.25262964
0.31930307
0.28064615
0.12544098
0.18505625
0.31667373
0.35508853
0.21830219
0.1571402
0.25510576
0.27196637
0.34954646
0.19344674
0.33364239
0.37313735
0.30942091
0.29462087
0.25268996
0.44016534
0.29483247
0.34143838
0.012079123
0.3130326
0.27439317
0.23451284
""
""
0.35399663
0.31406492
0.46780914
0.41056859
0.27218425
0.42795262
0.3174513
0.28981906
0.29491928
0.26050976
0.29740649
0.27402386
0.21155353
0.27787498
0.29215455
0.31551379
0.34976181
0.18100557
0.22706854
0.3030439
0.24939184
0.11797225
0.20608874
0.28320253
0.27870917
0.29324064
0.29764888
""
0.11679645
0.39162207
0.3325873
0.35621169
0.3200441
0.21256199
0.31746286
0.25191903
0.30067185
0.39893478
0.3235873
0.35600311
0.33002391
0.37680832
0.24080573
0.31881335
0.29948682
0.22131534
0.243231
0.34478086
0.32802072
0.31671748
0.29961568
0.25037473
0.35922429
0.29270607
0.27366507
0.28280559
0.21478857
0.2986033
0.36142671
0.33525333
0.30059454
0.20111074
0.29666197
0.31531242
0.34923211
0.3421059
0.33731243
0.29296842
0.26183176
0.26320735
""
0.30734268
""
0.29228514
""
0.22368516
""
0.1715534
0.26066175
0.32209304
0.31029329
0.30623558
0.42176256
0.21951202
0.30377012
0.28004375
0.32883838
0.24498701
0.28853497
0.30143261
0.25939444
""
0.24631689
0.29970637
0.29594761
0.30618146
0.32142308
0.34207049
0.28783634
0.27755868
0.28267327
0.24177994
0.3445183
0.3560532
0.33786374
0.36554846
0.27138075
0.30443868
0.27932644
0.36519104
0.29271376
0.36050496
""
0.13214906
0.30178642
0.21136841
0.40411681
0.40309501
0.30631649
""
""
0.3374621
0.3318615
0.25088921
0.26801443
0.29981685
0.20491618
0.36333981
0.3729746
""
0.36551619
0.44123754
0.54621696
0.28947049
0.29032123
0.34829113
0.31542817
0.3814303
0.34272492
0.1419677
0.44986376
0.33615705
0.37992945
0.3577615
0.34800109
0.34247807
0.30096582
0.28585473
0.38137671
0.25604108
0.33646432
0.37413663
0.34700993
0.3398931
0.18602674
0.29493803
0.36186212
0.2510457
0.51087809
0.32487667
0.45006043
0.28806111
0.38724178
0.38167083
0.34129655
0.28876713
0.2542021
0.41533035
0.36334527
0.33270487
0.30822995
0.3180058
0.27947447
0.35231006
0.3351247
0.41891229
0.20358562
0.30540067
""
0.26972273
0.38961706
0.30576327
0.33425701
0.32635739
0.34051278
0.48796654
0.24086635
0.23699309
0.26013225
0.40590304
0.29738772
0.55096036
0.28211209
0.39732119
0.27953374
0.38133192
0.18683746
0.32828823
0.35573879
""
0.35527584
""
""
0.23753175
0.33893046
""
""
0.48965794
0.42017114
0.70465189
0.39907992
""
""
""
""
""
""
0.44782659
""
""
""
""
""
""
""
""
""
""
""
0.68956
0.015497847
""
""
0.3553561
0.32422844
""
""
""
""
0.46568343
0.28474611
0.35853302
0.40820414
0.31823802
0.30083936
""
0.27424181
""
0.48902026
0.48160136
""
""
""
""
0.11813015
""
""
""
""
""
""
""
0.2555255
0.29199097
0.41863647
0.38791841
0.54277313
0.37009338
0.37565431
0.33012131
0.33681089
0.34640899
0.27393645
0.27218655
0.26491576
""
""
""
""
0.34633982
0.33319938
0.29376045
""
0.38069299
0.39739323
0.35376063
0.21789117
0.36078346
0.32404238
0.29094747
0.36805281
0.22426224
0.3487784
0.33341363
0.25141358
0.31792489
""
