kfr_29_other_male_p25
0.33791491
0.35299805
0.43431178
0.36730957
0.37107655
0.30545354
0.34515718
0.27295539
""
0.34592995
0.37622043
0.36175555
0.37198374
0.35653251
0.35570666
""
0.45842013
0.36079481
0.3330861
0.36225462
0.39610651
0.36323991
0.29649907
0.40480903
0.37744921
0.32001349
0.44108012
0.41057804
0.42538255
0.41850302
0.36532617
0.36478904
0.42492354
0.41320932
0.37706444
0.37450141
0.38642517
0.33096802
""
0.38099292
0.38028377
0.40114459
""
""
0.41549402
0.30828366
0.39181653
0.46415472
0.41328725
0.40925175
0.46047595
0.44715166
0.35353348
""
""
0.40227586
0.28200296
0.46648321
""
0.32650605
0.33587217
0.40189812
0.29769906
0.28847218
0.34315616
0.46903273
""
0.41701519
0.30807269
0.3079426
0.44849372
0.37013197
0.37259635
0.36177078
0.30828294
""
0.38642251
0.2927523
""
0.35400614
0.33786386
0.33072329
0.38442066
0.32453144
0.38321656
0.41838914
0.36046335
0.3904185
0.38321206
0.39407343
0.39156523
0.3672806
0.45315656
0.39534128
0.43544367
""
0.37984419
0.42044073
0.38126266
0.37379515
0.38151985
0.3897568
0.39009467
0.35698867
0.40048721
0.39427125
0.39423084
0.40014678
0.35835075
0.35909143
0.36433613
0.36998361
0.38751656
0.39155677
0.41100782
0.37343422
0.36906415
""
0.35209581
""
0.40616891
0.33312324
0.43288654
0.42400286
0.38068968
0.35956052
0.37528872
0.31438875
0.30676216
""
0.39332142
0.34072736
0.34656054
0.37406945
0.37848735
0.39608234
0.37681928
0.40288109
0.29379511
0.34742016
0.38942298
0.36749142
""
0.36655271
0.41838837
0.27996868
0.36407071
0.34388533
0.31740403
0.43486109
0.40945849
0.36122993
0.3671729
""
0.39987424
0.3680689
0.40974033
0.34054732
0.3693403
0.47952566
""
0.34337971
0.46985877
0.41580564
0.36197373
0.46397871
0.39252964
0.32449907
0.36998487
0.36692798
0.34616962
0.38590753
0.35912982
0.35804537
0.2978622
0.40835363
0.35900024
0.35681036
0.35752892
0.39758742
0.38645941
0.4146536
0.35076568
0.35700628
0.34367427
0.34572443
""
0.42807689
0.34873956
""
0.3970823
0.42727202
0.38765416
0.41254705
0.3348251
0.4413017
0.32274929
0.35991916
0.3693724
0.41082808
0.34337726
0.41692087
0.37676102
0.34661523
0.36656466
