stayhome_hisp_female_p75_se
0.03770097
0.057943128
""
0.022782136
0.03481948
0.13213965
0.021898285
0.073915444
0.051831372
0.034333598
0.043094389
0.019200435
0.033447642
0.034934927
0.037013955
0.10630825
0.10598234
0.03210381
0.26737824
0.15752649
0.038053777
0.021870334
0.034127764
0.025565969
0.013799663
0.047973465
0.071455725
0.026515841
0.012138103
0.098076843
0.047293246
0.036679171
0.012939508
0.014020371
0.077672355
0.022353642
0.086361632
0.10771591
""
""
0.05413086
0.16956605
""
""
0.22495507
0.16350378
0.015485554
0.042499237
0.024846068
0.02013221
0.015561441
0.026408095
0.045728534
""
""
0.02474091
0.049355552
""
0.081211619
0.02497007
0.090294108
0.034445781
""
0.065240189
0.19615957
0.082108907
""
""
0.18116315
0.22618644
0.29055014
0.13707907
0.039821014
0.058795802
0.13931808
0.043059815
0.098091096
0.072078072
0.049489014
0.019930389
0.044687655
0.059961904
0.17401671
0.030522611
0.01734158
0.051959515
0.02280649
0.033951785
0.021501919
0.068812437
0.053008437
0.15253043
0.10512866
0.03284141
0.14775711
0.086333923
0.048746951
0.038018208
0.0085039679
0.023588233
0.019309543
0.0042793411
0.010032317
0.016819738
0.012699282
0.007689314
0.019787496
0.011306149
0.046457224
0.018801549
0.018581375
0.033839688
0.023299726
0.057722442
0.023837676
0.020732025
0.021107452
""
0.36814606
""
0.047324151
0.086486295
0.042574432
0.020121945
0.038118575
0.025277507
0.022695798
0.16654971
0.1069001
0.07443019
0.0082342019
0.10290683
0.037159674
0.067664318
0.057882089
0.067615613
0.029709173
0.030697001
0.12587298
0.063807175
0.025114266
0.029457012
0.2150351
0.18239374
0.031743757
""
0.029717835
0.039180394
0.095137753
0.044554155
0.053071473
0.024129508
0.078128517
""
0.015176401
0.042528223
0.047837324
0.026074473
0.056661177
0.041178904
""
""
0.018069478
0.0096728988
0.11131158
0.0071066273
0.064154275
0.027945163
0.065503865
0.01815466
0.0058587412
0.014237252
0.034690205
0.012277692
0.025604356
0.037022911
0.016607562
0.010625592
0.054143421
0.036645867
0.062592328
0.073266834
0.013658852
0.061343677
0.1394143
0.014110519
""
0.016489426
0.044383161
""
0.16215111
0.028276537
0.019973733
0.044817727
0.048836086
0.022045013
0.021181921
0.029740341
0.010616521
0.024754168
0.015456715
0.020131946
0.024005335
0.033049963
0.022951776
0.015162936
0.011178803
0.046105858
0.023028005
0.027584281
0.033288144
0.035749119
0.40553406
0.058512907
0.0085029118
0.024654422
0.012533072
0.011381048
0.041456081
0.031425145
0.043436836
0.031365681
0.067536838
0.12813361
0.012041196
0.037147023
0.040642817
0.047046419
0.013154032
0.020622209
0.029013032
0.027117299
""
0.048129421
""
0.033087231
""
0.038669895
""
0.16793764
0.054828931
0.063252561
0.081922993
0.029068012
0.054244492
0.053101338
0.033158198
0.018004181
0.021391908
0.02651342
0.0096057309
0.032963399
0.060581014
""
0.030943785
0.020275291
0.038755778
0.01516972
0.033980388
0.018336002
0.029468374
0.01785773
0.016109657
0.014483494
0.010487191
0.0039128433
0.010449303
0.0061131986
0.0074171447
0.018368736
0.022200253
0.042744953
0.10099334
0.033362493
""
0.027522741
0.015706606
0.031846207
0.072204567
0.038258288
0.017641582
""
""
0.0088802865
0.01341483
0.076087587
0.020246217
0.0063700392
0.051396627
0.025296651
0.076816045
""
0.10506009
0.078903146
0.07562165
0.06550049
0.097952008
0.038445227
0.017353905
0.024545634
0.0081749605
0.079600163
0.060552444
0.033225473
0.09272252
0.10127272
0.048504643
0.085543588
0.015864154
0.34797359
0.010749489
0.035971954
0.035242304
0.01864391
0.012396852
0.033439826
0.020480344
0.029996993
0.018002313
0.033511389
0.050315797
0.016754448
0.033870358
0.030381992
0.074019156
0.02685287
0.028721156
0.043492083
0.038892247
0.014946309
0.080151178
0.016351175
0.012979451
0.0080657769
0.047186743
0.003999447
0.011130068
0.023929061
0.082113631
0.0091769779
""
0.10321636
0.028864531
0.022614248
0.043415185
0.075463913
0.03829122
0.063476577
0.072350964
0.040959194
0.031356972
0.026546977
0.0292638
""
0.054282773
0.039268527
0.1124264
0.061567012
0.051031571
0.049588725
0.084979229
""
