two_par_pooled_male_mean_se
0.0081221843
0.0051465509
0.013722586
0.015670221
0.0080278078
0.02003119
0.013861736
0.005796589
0.011197396
0.013421774
0.010121814
0.018614708
0.013091475
0.018262725
0.015891956
0.008506177
0.0085001355
0.019132618
0.024747068
0.01101826
0.019978998
0.0067612538
0.0079849325
0.0097697694
0.0084334211
0.0073311673
0.011286308
0.0065749176
0.014694517
0.010995698
0.012674349
0.019876853
0.017531501
0.015851563
0.0065439469
0.0083152093
0.0027075838
0.016445011
0.0067815264
0.010254288
0.0069624605
0.007622927
0.016832102
0.014261661
0.0038135662
0.014910311
0.010992339
0.006794692
0.003452003
0.015041506
0.0043765726
0.0056647472
0.019179711
0.016055513
0.013516434
0.014906698
0.0091354223
0.0075361892
0.0041183843
0.019110231
0.0076518785
0.01065242
0.0055332375
0.0079836594
0.017903585
0.020517092
0.012296788
0.056532949
0.05600312
0.0033410136
0.019414091
0.090482973
0.046427734
0.033235315
0.0054765795
0.080841929
0.040933385
0.0098841051
0.0090391347
0.015915729
0.015606916
0.029039035
0.06937483
0.0076569421
0.027884221
0.033552222
0.032732215
0.052274454
0.027292058
0.017119268
""
0.029190984
0.02368148
0.034006342
""
0.033318844
0.012209239
0.0052843001
0.0058262693
0.0097190216
0.010065027
0.016791534
0.019886762
0.0012260013
0.0052414965
0.0073606148
0.0023232638
0.0053876075
0.0092888661
0.0049992166
0.005031236
0.014983897
0.013857162
0.0095195826
0.0046500615
0.0085520167
0.019267691
0.028185373
0.012697398
0.017547444
0.014009003
0.012860086
0.011669958
0.019396665
0.013894674
0.013606571
0.0069409707
0.0075141029
0.0089810956
0.014906263
0.023428466
0.016168907
0.014695898
0.0063125892
0.013482627
0.01612705
0.0069033294
0.014386583
0.0091402223
0.014040177
0.010691171
0.018476881
0.0085573271
0.019946858
0.016981138
0.0072527449
0.012522733
0.028563023
0.01395226
0.021836959
0.021101125
0.019544261
0.012322816
0.007195503
0.014299432
0.017056055
0.0098799719
0.0092409765
0.021153787
0.020805286
0.021452002
0.016751375
0.012228669
0.01979599
0.013887276
0.018264284
0.012548191
0.013024539
0.0079449927
0.023611672
0.003427214
0.012701978
0.013341546
0.0059316154
0.018516004
0.02003948
0.0054791961
0.017103214
0.015170299
0.017548241
0.009111465
0.0137218
0.0051405681
0.0066486006
0.026202282
0.015061234
0.0018373682
0.065454058
0.010567104
0.0045091114
0.010350339
0.015956737
0.002010802
0.011609522
0.0042026178
0.0023722325
0.011804999
0.0059479796
0.0041681365
0.015175267
0.0024310567
0.0055235694
0.009728753
0.010892593
0.00076468603
0.0055740755
0.0045861215
0.013658303
0.0071832864
0.0041275527
0.020401096
0.027613705
0.0032907175
0.0056082471
0.0059008151
0.0012933702
0.0033923849
0.015874373
0.0015816668
0.0018880778
0.0074403533
0.0014672767
0.0012909987
0.0028910148
0.0025789642
0.0040078131
0.0024788713
0.0033679341
0.0016304066
0.0042224354
0.004544768
0.032778539
0.0087970579
0.0028496729
0.0030826391
0.0027816372
0.0062399977
0.007838794
0.026617594
0.0033139205
0.0085940426
0.0021847722
0.0050240234
0.0073102941
0.0031371608
0.015254018
0.0023796854
0.021135567
0.025640549
0.025314668
0.0038233134
0.0069637978
0.014381607
0.066108353
0.023128904
0.02421804
0.051022332
0.034461431
0.025422284
0.010319786
0.003065964
0.055289038
0.0033214521
0.017361755
0.0089407573
0.0022666322
0.0081898216
0.0085839164
0.029250206
0.034791972
0.018879991
""
0.024186034
0.071869351
0.0023232973
0.021944361
0.019355096
0.021981319
0.008549707
0.0033888433
0.015656268
0.026938107
0.011619111
0.0050149299
""
0.012016147
0.011850076
0.0090411147
0.01075892
0.012624728
0.02497796
0.013127014
0.020064106
0.023552231
0.015342632
0.0052424595
0.016158296
0.015531631
0.020027759
0.030790396
""
0.045868464
0.029902739
0.0249337
0.010345826
0.018894475
0.0043825451
0.013784788
0.0023097584
0.0023131266
0.0041209282
0.0048441128
0.0023716912
0.0037026021
0.0045843665
0.0058081732
0.0054715862
0.0029833398
0.0055629415
0.0030607819
0.0049324925
0.012507147
0.0046796668
0.01301917
0.0028094635
0.0017863788
0.019427627
0.0054999753
0.0060269111
0.003922448
0.0048870137
0.0092679318
0.014454607
0.02174202
0.0023360439
0.0036922006
0.0077712368
0.024760021
0.0099852746
0.015750717
0.025603317
0.018873025
0.021396384
0.014894748
0.011876912
0.0053283963
0.0076172627
0.0021354677
0.014958836
0.006336133
0.010102276
0.019232733
0.026834225
0.00446301
0.0032709658
0.0046913731
0.011903323
0.029272921
0.017396322
0.0042166482
0.0042755073
0.0057435394
0.0015559068
0.0074665276
0.0072759902
0.0039510448
0.010360355
0.0022009627
0.0042860787
0.00219247
0.0034170425
0.002457679
0.0030346757
0.00887575
0.0049067605
0.0045331409
0.0047446983
0.0038115156
0.0028603512
0.011033561
0.010490594
0.016379872
0.020122707
0.0031796054
0.012580089
0.0099748103
0.013715137
0.016170351
0.030623266
0.021284346
0.050522458
0.011189111
0.015825834
0.0093860058
0.0069060554
0.015490725
0.015864704
0.0055876584
0.020815149
0.017864369
0.016728695
0.01013203
0.0099535882
0.014297163
0.014625457
0.052098155
0.0077016815
0.024018288
0.0065252553
0.0080180373
0.024206299
0.0043960134
0.0099760154
0.014271195
0.0045164065
0.0076803067
0.043418661
0.0038831839
0.028522732
0.0025926591
0.011742792
0.011246249
0.0046657356
0.017616482
0.0062836478
0.01961299
0.014561753
0.015320913
0.013489228
0.014488389
0.0026193524
0.016860116
0.022215206
0.0066208849
0.005558114
