kfr_29_other_male_p75_se
0.033711366
0.043419942
0.15824339
0.022901161
0.027563179
0.079148769
0.019285971
0.095008858
""
0.037880141
0.033974931
0.015756672
0.087388784
0.050733965
0.03885331
""
0.082375132
0.031595558
0.099354692
0.071213096
0.032007955
0.015391976
0.030948443
0.047361441
0.012456136
0.12066542
0.038163487
0.020060258
0.01069081
0.072200716
0.061167799
0.04116559
0.013276375
0.01372921
0.06116936
0.024092814
0.09007372
0.054781791
""
0.25695878
0.035759274
0.074662194
""
""
0.14756465
0.079813659
0.014896126
0.035479035
0.021805987
0.044508912
0.025909493
0.027720045
0.042989053
""
""
0.023683934
0.094721928
0.098263487
""
0.042607978
0.11485041
0.020006701
0.19932123
0.070511989
0.075416081
0.072257183
""
0.091629125
0.1373467
0.092759691
0.099030823
0.079910353
0.062103704
0.043619372
0.07448566
""
0.060202107
0.079764113
""
0.016326264
0.061234646
0.046954993
0.083595626
0.048561409
0.014862891
0.051928129
0.050306715
0.026079839
0.017420441
0.034507412
0.051326241
0.064691722
0.069200791
0.028547285
0.071916461
""
0.049699817
0.035102777
0.011225986
0.022845086
0.021891974
0.009210648
0.014553968
0.023935545
0.016592611
0.010827379
0.022593552
0.011659366
0.052033734
0.031324971
0.034070659
0.040772788
0.020891707
0.11288266
0.018381873
0.021091102
0.018090442
""
0.12573922
""
0.041279171
0.082483821
0.063348986
0.030038191
0.063472994
0.023700718
0.026839659
0.074656829
0.082997605
""
0.007859257
0.055449717
0.044372588
0.083402768
0.036872298
0.060754325
0.028505489
0.027956359
0.082104571
0.053572718
0.027161082
0.027548371
""
0.077926494
0.048238263
0.099322826
0.027908465
0.052181687
0.080617867
0.078686327
0.066006504
0.020185107
0.046881348
""
0.015032853
0.027051564
0.10709696
0.027055051
0.092230648
0.053640142
""
0.10706678
0.019095115
0.008161719
0.074793011
0.0046350476
0.037759859
0.053985674
0.043589257
0.030012997
0.0059880428
0.018622188
0.047125805
0.020300725
0.062352557
0.11001462
0.017515581
0.012867793
0.050709553
0.049940061
0.058730237
0.050489537
0.013170174
0.055352867
0.051376808
0.011483612
""
0.046016555
0.024916217
""
0.069530047
0.027862556
0.016069589
0.083251432
0.09062276
0.059568793
0.032821994
0.032586444
0.01584796
0.058534835
0.017433908
0.025076734
0.048965175
0.036529083
0.027540788
0.019533949
0.011796442
0.048779696
0.0320962
0.030934734
0.035783067
0.031551022
0.096240416
0.079204716
0.018819515
0.021336196
0.020391207
0.01007904
0.040556353
0.041944113
0.043403145
0.051857479
0.043117579
0.044113643
0.011474458
0.027703358
0.034835763
0.037160389
0.011741843
0.024036186
0.025496041
0.026657179
0.11907783
0.044829588
""
0.045925524
0.086554684
0.031953041
""
0.067363836
0.036630508
0.055861641
0.044531345
0.025063343
0.05366724
0.044215154
0.031417746
0.015568695
0.056081843
0.028171176
0.011098458
0.027071906
0.040521745
""
0.030071996
0.057313208
0.064599723
0.015138671
0.065259494
