work_29_pooled_male_p75_se
0.010123761
0.0071562608
0.020627832
0.017167341
0.013161396
0.042111106
0.021202274
0.008119856
0.01593498
0.022864591
0.016574007
0.027661668
0.017024906
0.027056906
0.030992564
0.011415048
0.010880618
0.02177193
0.038414314
0.016033778
0.021475708
0.01168136
0.011087136
0.01547507
0.01458668
0.010355958
0.016568156
0.010349168
0.023289168
0.017127223
0.019170532
0.043970983
0.030473065
0.022682449
0.008672161
0.012142302
0.0035282467
0.02767048
0.0095071429
0.014076978
0.0088724978
0.010658731
0.046569508
0.030124314
0.0047121639
0.021074254
0.021395165
0.010651278
0.004796274
0.020100057
0.0059056301
0.0077729132
0.04796971
0.022295881
0.019109769
0.023678191
0.01410073
0.010879021
0.0055819261
0.050454553
0.011217203
0.014848785
0.0073269582
0.01428467
0.023258775
0.032921959
0.021972345
0.08881864
0.081398748
0.0041497978
0.046229791
0.097991861
0.051383298
0.064862341
0.0073553533
0.095010027
0.082067788
0.012057507
0.012473377
0.020559652
0.024696402
0.072176933
0.1249545
0.011078067
0.048387118
0.046566226
0.057876263
0.093816832
0.052069236
0.027181843
""
0.042137399
0.036654722
0.086580962
""
0.04986462
0.021230532
0.0078103039
0.0076880874
0.01372229
0.017048825
0.022938317
0.034671236
0.0016099053
0.0078928648
0.0114695
0.0031207372
0.0077282637
0.016793199
0.0074792192
0.0077981059
0.019645557
0.018257657
0.015459543
0.0068243551
0.015927114
0.028406335
0.044563465
0.025005592
0.02840662
0.020539586
0.026601771
0.021092551
0.034697626
0.01726914
0.017970359
0.010868488
0.012283834
0.013240906
0.023696996
0.027237253
0.028296676
0.022650307
0.0093670432
0.023920318
0.039219044
0.010521014
0.019925052
0.016156523
0.022165123
0.015701935
0.030171243
0.013318476
0.033685282
0.02716668
0.010354162
0.019404227
0.052535087
0.026279282
0.043106195
0.034225944
0.025520872
0.020659896
0.010542794
0.027901266
0.034194533
0.012614944
0.013416358
0.035674032
0.038679961
0.030361621
0.041425601
0.018746421
0.031183094
0.025228946
0.034752384
0.021102853
0.026870163
0.011218279
0.043383345
0.0044771153
0.022970743
0.02325874
0.0087787732
0.046828531
0.064322717
0.0078998422
0.025452774
0.030512471
0.041837174
0.013045334
0.025369413
0.0071684043
0.011816003
0.045817815
0.025254313
0.0025390435
0.095191851
0.015113201
0.0074651847
0.016557785
0.026898265
0.002526409
0.019651333
0.0059393081
0.0036533636
0.020914532
0.0097960997
0.0078113405
0.023487011
0.0034973631
0.0090797804
0.015984628
0.014473976
0.0012296466
0.008441207
0.0061484859
0.022197001
0.011394315
0.0070198542
0.036425475
0.033318598
0.0052857613
0.0072716079
0.0093504405
0.001772569
0.0045548622
0.025617152
0.0024905384
0.0028627596
0.010394724
0.0021038956
0.0018186739
0.0045677107
0.0036264064
0.0056887083
0.0031384288
0.0052927933
0.0022685479
0.0063101952
0.0069266278
0.064209826
0.013365072
0.0036332689
0.0039628465
0.0045289337
0.010004362
0.012802383
0.041487616
0.0053784149
0.011760612
0.0030090308
0.0069570676
0.012097332
0.0038062835
0.023370765
0.0027865008
0.031886876
0.053947512
0.042947806
0.0046973643
0.0082559492
0.022462979
0.10281925
0.027021686
0.050521623
0.079975352
0.069461517
0.05084255
0.015192924
0.0043250737
0.10841729
0.0043336572
0.02058137
0.013015298
0.0029765053
0.012149013
0.01116584
0.029368201
0.043091562
0.029182648
""
0.030127343
0.082325906
0.0027581197
0.06271337
0.033757273
0.033837538
0.012861204
0.0043641813
0.023397509
0.050733268
0.016933387
0.0070214965
""
0.014090604
0.016437003
0.014234728
0.014552683
0.018097335
0.035865203
0.017361134
0.046261571
0.029012637
0.024322493
