kir_stycz_asian_female_p1
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51369011
""
0.42736784
""
""
""
0.32557169
""
""
""
0.37863007
""
""
""
0.41247386
""
0.38671833
""
""
""
""
""
""
""
0.55149877
""
""
""
""
""
""
""
""
""
""
0.50146294
""
""
""
""
0.4886179
""
""
0.44647938
""
""
0.54212791
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.34573945
""
""
""
""
""
0.51592124
0.4731437
""
0.41386098
0.49743801
""
0.4520694
0.23727565
""
""
""
0.52543467
""
""
""
""
""
""
""
""
""
""
""
""
-0.026096782
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41195756
""
""
0.38018614
""
""
0.53590292
""
""
""
""
""
0.43292281
""
""
""
0.59322053
""
""
0.39272502
""
""
0.55322134
""
0.53828126
0.45093051
""
0.50901145
0.3128638
""
0.47699431
0.4501043
""
""
0.56058049
0.44027591
0.51576042
""
""
0.51245975
""
""
0.50961721
0.54539937
""
0.55961508
0.54713982
""
0.53180021
0.52966249
0.16853513
0.51836252
0.51191425
0.61065835
0.47845292
0.38798967
0.58313173
0.42611963
0.600757
0.5644694
0.38961822
""
""
0.56003094
0.59885985
0.46567315
0.45824441
""
""
0.43786144
""
0.55765176
0.49862334
0.34945631
0.50490999
""
0.51292092
""
""
""
0.44098249
0.62857848
""
""
""
""
""
""
""
""
0.51753014
""
0.51026469
""
""
0.42675415
""
""
""
""
""
""
""
""
0.57125974
""
""
""
""
0.60348833
""
""
""
0.31730875
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.41165617
""
0.52971882
0.50203472
0.53101289
0.65568632
0.49653134
0.43568835
0.47946334
0.49596262
0.4617753
0.53126454
0.39376518
0.47241673
0.47541738
""
0.35017034
""
0.35937762
0.46161956
""
0.34176406
0.47841683
0.6582064
0.45168924
""
""
""
0.41600654
0.36827683
0.49574813
""
""
""
""
""
""
""
""
0.29544586
0.51465935
0.42821673
""
0.36185899
""
""
""
0.30590853
0.42968443
0.46871731
""
""
""
0.28880242
0.4857358
0.47777092
0.46446759
0.53849006
""
0.35008451
""
0.45498061
0.40075979
0.44071865
0.47975942
0.44872522
0.39806989
""
0.32641581
0.43877196
0.44649366
0.49175087
0.42303124
""
""
""
""
0.39232996
""
""
""
""
""
""
""
""
""
0.33047992
""
""
""
0.304791
""
""
""
""
""
""
""
""
0.35508114
""
0.25844449
""
""
0.48838025
""
""
0.60792845
0.18937422
""
0.38734087
""
0.44004649
""
""
0.55399817
""
""
""
""
""
""
""
0.44230905
""
""
""
0.46040809
""
""
""
""
""
""
""
0.51993805
""
0.41946292
""
0.44292495
""
""
""
""
""
""
0.4737922
0.44487077
0.37098494
""
""
""
""
""
0.39151636
0.25671077
""
""
""
""
""
""
""
""
""
""
""
""
0.26055899
""
""
0.41754773
""
""
""
""
""
""
""
""
""
""
""
""
""
0.49160188
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.44096321
