kir_imm_asian_pooled_mean
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.64844048
""
""
""
0.76843113
""
""
""
0.68098712
""
""
""
0.49327424
""
0.67826301
""
""
""
""
""
""
""
0.68018168
""
""
""
""
""
""
""
""
""
""
0.57595456
""
""
""
""
0.63131934
""
""
0.56163603
""
0.60150933
0.53548014
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.57520503
""
""
""
""
""
0.64316642
""
""
0.57864869
0.56968004
""
""
0.76279849
""
""
""
0.5376066
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.5862577
""
""
""
""
""
0.61035949
""
""
""
""
""
0.49086538
""
""
""
0.66630542
""
""
0.61425579
""
""
0.65630329
""
0.49953872
0.53656828
0.47662717
0.55214894
0.54965311
""
0.60603279
0.62081403
""
""
0.62738049
0.50472981
0.68037468
""
""
0.56784165
""
""
0.56905144
0.58274943
""
0.6241166
0.65393871
""
0.60873932
0.59147471
0.68217623
0.60532641
0.60397696
0.66128796
0.56523281
0.74332738
0.6768592
0.61590046
0.67874795
0.62081772
0.56066018
""
""
0.63565999
0.62670654
0.60021651
0.5474118
""
""
0.57201153
""
0.63603175
0.64637595
0.50004786
0.58613151
""
0.63743794
""
""
""
0.68400776
0.59872597
""
""
""
""
""
""
""
""
0.5528357
""
0.67457598
""
""
0.61220402
""
""
""
""
""
""
""
""
0.63888425
""
""
""
""
0.62325972
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.67813808
0.68311691
0.71231741
0.60638756
0.65521443
0.58599079
0.61268371
""
0.72620177
0.75653619
0.58264911
0.57299596
0.7092185
""
0.49991733
""
0.6174469
0.64684343
""
""
0.64790297
0.54805052
""
""
""
""
0.57908082
0.51731288
""
""
""
""
""
""
""
""
""
""
""
0.6061675
""
""
""
""
""
0.74015683
0.77093291
0.60014683
""
""
""
0.61125761
0.5707736
""
0.58907712
""
""
0.54754597
""
0.58657467
0.57777673
0.61858618
0.59070468
0.56645685
0.59573603
""
""
0.58166206
0.53439075
0.58829921
0.62055969
""
""
""
""
0.60868847
""
""
""
""
""
""
""
""
""
0.47440231
""
""
""
0.74399626
""
""
""
""
""
""
""
""
""
""
""
""
""
0.60522228
""
""
0.67545611
0.65868253
""
0.50402403
""
0.6460374
""
""
0.71173495
""
""
""
""
""
""
""
0.58088243
""
""
""
""
""
""
""
""
""
""
""
0.68308508
""
0.60951257
""
0.64391047
""
""
""
""
""
""
0.59340322
""
0.50636578
""
""
""
""
""
0.56189758
0.5291785
""
""
""
""
""
""
""
""
""
""
""
""
0.49002644
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51775736
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.61266041
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
