kir_24_hisp_pooled_p50
0.47285759
0.4610056
""
0.48063371
0.49520636
0.50528157
0.51003438
0.48378301
0.48204949
0.485064
0.49501166
0.51725036
0.53463739
0.47119394
0.47893849
0.48230469
0.42574114
0.47298422
0.58674484
0.48700571
0.49200031
0.48580807
0.47901729
0.49469751
0.50601608
0.46546611
0.49937916
0.49836576
0.51483345
0.43979773
0.47305894
0.51486707
0.52587265
0.51037788
0.49732965
0.47925884
0.50440043
0.40560538
0.40612379
0.43800876
0.44225359
0.47197875
0.59061128
""
0.51914191
0.46660301
0.48432508
0.49852017
0.50445676
0.45300874
0.46154076
0.48914942
0.42245099
0.50565428
0.34897795
0.46068051
0.45455849
0.27467024
0.50798106
0.46409735
0.44148484
0.46926758
0.57071078
0.44811103
0.47695211
0.49156916
""
0.52810544
0.30459851
0.51691014
0.41528505
0.48941898
0.46037641
0.48130888
0.37964752
0.38897157
0.48696831
0.42338121
0.48738265
0.48361421
0.49552619
0.4278037
0.51876611
0.49459702
0.49749631
0.45879856
0.42479703
0.47722355
0.47708771
0.46699545
0.48146367
0.39739215
0.50145209
0.44826359
0.4085322
0.41176194
0.48598731
0.55763894
0.51995611
0.50701153
0.51663673
0.53910589
0.5292511
0.55248308
0.51208603
0.52641797
0.51491213
0.521209
0.48470449
0.5068785
0.47676983
0.47438866
0.49083805
0.39977995
0.53200024
0.48578691
0.47658351
0.41468072
0.49807993
0.50152206
0.46557936
0.55840743
0.43558416
0.50511676
0.52787602
0.49664205
0.44790891
0.47251469
0.44239298
0.50089937
0.50762916
0.51538622
0.46718088
0.39687714
0.54059523
0.4889161
0.48496225
0.485248
0.52616173
0.48536152
0.49673849
0.5213871
0.35922006
0.46277037
0.47255909
0.42904529
0.48245001
0.47258198
0.45907533
0.41798756
0.44957075
0.47602764
0.47755128
0.37148041
0.51361322
0.46397859
0.46011525
0.48300654
0.50113493
0.4075214
""
""
0.54711211
0.53250033
0.52386773
0.58150464
0.48783919
0.45675316
0.40005499
0.47982985
0.46775255
0.45683107
0.43674177
0.43005702
0.42011169
0.45813134
0.48929167
0.47403812
0.46166861
0.45554844
0.41606933
0.50978321
0.48072031
0.49937597
0.51016957
0.49458465
0.582865
0.51096165
0.47967952
0.53316993
0.42860973
0.47060525
0.45783857
0.4910765
0.4893955
0.4718959
0.46441129
0.50605345
0.4720096
0.4484967
0.482963
0.53969836
0.48709777
0.50675881
0.43086725
0.48005137
0.50043219
0.480138
0.45212236
0.51809567
0.45302957
0.46749088
0.43473485
0.34979245
0.49396315
0.48373657
0.49119872
0.48458916
0.52984488
0.43544441
0.47827345
0.35965335
0.42790428
0.44646186
0.481778
0.47973928
0.44359723
0.46265951
0.47374022
0.45531899
0.46103975
0.50900787
""
0.41798881
0.35959652
0.50090873
""
0.4799532
""
0.34838703
0.40190405
0.57023001
0.56025344
0.50445521
0.48426268
0.51739204
0.50084156
0.4882594
0.4537445
0.47249794
0.47653711
0.45840812
0.48980981
""
0.4944461
0.50006181
0.482775
0.49417996
0.49193186
0.49826026
0.47047508
0.50953269
0.504816
0.50952929
0.5285275
0.51915836
0.54130089
0.55734295
0.50268966
0.53606117
0.53611135
0.5204801
0.46264672
0.45923802
""
0.49049959
0.50758374
0.48120067
0.54466748
0.51978844
0.51743561
""
""
0.53871298
0.53436559
0.48709285
0.4921591
0.53616375
0.54033327
0.41497496
0.5275237
0.47745308
0.53193116
0.42506602
0.45437732
0.57031846
0.53858083
0.52318293
0.47020179
0.56196511
0.51754189
0.42110124
0.54974633
0.49340165
0.48813424
0.48152098
0.48662159
0.56047738
0.50055379
0.65130866
0.5226354
0.47627947
0.51140499
0.47590145
0.5162766
0.52152354
0.48086715
0.46395802
0.45484766
0.43207687
0.5018996
0.50457507
0.50930119
0.47698599
0.44107994
0.49859601
0.49483851
0.53417945
0.44275203
0.49364763
0.47609493
0.5147078
0.51515853
0.5198338
0.50373083
0.54025179
0.50528014
0.48357412
0.41984665
0.50206566
""
0.47803679
0.47052178
0.46476564
0.49295378
0.45393553
0.42961645
0.42948303
0.3264764
0.45286202
0.45600495
0.46077329
0.38712752
0.40493485
0.46626478
0.4269945
0.30640081
0.44845125
0.49774623
0.46498615
