staytract_hisp_female_p25
0.064360723
0.23022333
""
""
0.43927112
""
""
0.18192987
""
""
0.30455181
""
""
""
""
0.19193166
0.31834942
""
""
""
""
0.17669538
0.18179919
""
0.51189053
0.36061645
""
0.23600852
""
0.45416799
0.47473726
""
""
""
0.1064634
0.20455608
0.16603987
""
0.160595
""
0.33431616
0.2496103
""
""
0.18884437
""
""
0.29540622
0.19072382
""
0.1670507
0.19543295
""
""
""
""
0.11484903
0.31024694
0.28004378
""
0.19920018
0.33048269
0.21215273
0.12481489
""
""
""
""
""
0.15903616
""
""
""
""
0.19052844
""
""
0.14746913
0.14537427
0.069736272
0.26605648
""
""
0.13648185
""
""
""
""
""
""
""
""
""
""
""
""
0.14323203
0.19361673
0.21234289
0.22905369
0.26423159
0.15637636
0.21047243
0.1910774
0.19071995
0.28789166
0.21460181
0.29131991
0.23576418
0.18741563
0.21653838
""
0.18540078
0.17516607
0.22272854
0.29017922
""
""
0.38188392
0.54057342
0.17874743
""
0.18132977
""
""
0.18836327
0.24414815
0.32087436
0.26195744
""
""
0.14112958
""
0.22652315
0.11477256
""
0.17290285
""
0.24982746
0.45937461
0.26008812
0.26175168
0.19969481
""
""
0.12351866
0.39799204
""
""
""
""
""
0.18238489
0.2245646
""
""
0.096434355
0.01938922
""
""
""
""
0.25527576
""
""
""
""
0.28352079
0.34237805
""
0.23377515
""
0.31105968
0.15241382
0.072037674
""
0.22500822
0.57232445
0.11111825
""
0.31384528
""
0.2682904
0.16116378
""
0.28511599
0.23696628
""
0.19176261
0.20379768
0.115791
0.30140734
0.24100041
0.28864121
0.1897523
0.26457366
0.38635522
0.27795526
0.27842575
0.19434345
0.26158807
0.28835517
0.20146112
0.1048673
0.29638317
0.27971345
0.22129381
0.033874881
0.27985099
0.26723298
0.21458001
""
0.27017418
0.25197032
0.10497646
0.27773902
0.1931131
0.27824903
0.24490012
0.19907033
0.29650033
0.2442002
0.23823273
0.27575895
0.2142404
0.25946495
0.2607545
0.28025576
0.25154459
0.28578106
0.11752401
""
0.15805936
0.20819393
0.23483975
0.24792506
0.24608585
0.28690413
""
0.2849353
0.22628
0.30350626
0.285956
0.23825137
0.22048971
0.30280364
0.16258055
0.15064889
""
0.32476383
0.2303987
0.18230934
0.18602987
""
""
0.22901002
0.37056732
0.36096102
""
0.21843459
0.20692386
""
0.13539152
0.19279383
0.15341179
0.17556848
0.17538066
0.26066908
""
""
0.52036101
""
0.34171936
""
0.16359745
""
0.36236861
0.30312651
0.21433526
0.16996843
0.27031416
""
0.27427897
0.20632809
""
0.27548903
0.27595794
0.29085585
0.3715243
0.31652746
""
0.2349782
0.30169246
0.46357894
0.29942414
0.20560485
0.65733385
0.31886667
""
0.31002605
""
""
""
""
0.062893301
0.082684331
0.24102497
0.31619582
0.18769476
0.16556831
0.14654015
0.13125204
0.19661716
0.22213896
0.2451406
0.33428216
0.2325775
0.21389279
0.26929069
0.22845601
0.12734604
""
0.14735834
0.075029641
0.15453148
0.17737663
0.31176728
0.17108159
0.14584608
0.15048009
0.26504898
0.13063246
0.2787284
""
0.18087913
0.17633747
0.1428706
""
0.34067464
0.24842161
0.38484225
""
""
0.39269
0.36577564
0.19458266
0.22157194
0.19510019
""
0.23967451
0.10482369
0.19006951
""
0.23410149
0.1488056
0.16176882
0.28737101
""
""
0.19728342
0.19173352
0.15934198
0.23532249
0.20197642
0.28215796
0.15386853
0.29014736
0.2101668
0.21590407
0.21270755
0.16449413
0.12816927
0.21610132
0.20203283
0.16616923
0.20810834
0.12847744
0.20536433
0.17517744
0.25213152
0.30978173
0.23523912
""
0.17304642
0.29000077
0.162798
""
0.2231807
0.31480658
""
""
0.37640384
""
0.11608574
0.18188772
0.17801628
0.1224183
0.12788117
""
""
""
0.13612501
0.33631992
0.30770832
""
""
0.21442686
""
0.34064081
0.18069085
""
0.20445156
0.079781525
0.47439611
0.29727778
0.19342147
""
0.21391517
""
0.19777815
0.28770781
0.33567065
0.13397542
0.2782568
0.22912525
""
""
""
""
0.11942098
0.17477316
""
""
0.18243356
0.17726497
""
""
0.12707923
""
""
""
""
0.12528452
0.1915511
0.22830576
0.28474739
0.21619155
0.46019933
""
0.18061206
0.29176423
0.08272326
""
0.19195905
0.28766149
0.35388663
""
0.097661428
0.035034094
""
""
0.15836041
0.2011099
""
0.24288937
""
""
""
""
""
""
""
""
0.12932105
0.35965461
0.15569113
""
0.023777204
0.05982016
0.20496127
""
""
""
""
""
""
""
0.36634144
""
""
""
0.37295854
0.19482152
0.19821666
0.19302879
""
0.18561257
0.49123046
0.16855872
""
""
0.36488786
""
""
""
""
""
0.17809863
0.31096083
""
""
""
0.2770479
0.20547965
""
0.29268292
""
""
0.0051402105
""
""
""
0.25682771
0.27519152
0.26100069
""
""
0.29936486
""
""
""
0.3458766
0.22099806
0.19826426
0.081096619
""
""
0.26016143
""
""
""
0.33336574
""
""
""
""
0.33570996
0.22462161
0.4250122
0.26639456
0.15136611
""
0.17751311
0.066738673
""
0.27668044
""
""
0.1039376
0.20381619
""
""
""
0.24625997
""
0.23626256
""
""
""
0.24902759
0.15349074
0.22041115
0.21809101
0.39557776
0.042580757
0.24331614
0.24736857
0.1731436
0.17171407
""
""
0.27502581
0.01820015
0.20177412
0.15216579
""
0.29377592
0.2892738
0.46139684
0.30833444
""
0.2788257
""
0.29346663
0.1659009
""
""
0.3076117
""
0.26089427
""
0.28009841
0.27843159
0.14800093
""
""
""
0.17831205
0.14190082
0.26234302
""
""
0.29749158
""
0.52186149
0.20334661
""
""
""
""
0.19611862
0.026672926
""
""
""
0.25601423
""
""
""
""
0.27939585
0.42146978
0.09423279
""
0.59000313
""
""
""
0.25811368
0.28611404
0.33913186
0.1603836
0.23320223
0.28228509
""
0.238904
0.39760762
0.20162214
""
0.23456287
0.26506865
0.24143298
0.33237264
0.2297512
0.11671713
0.28246504
""
""
""
0.26979733
""
""
0.008198115
""
0.27344719
0.21322286
""
""
""
""
""
""
0.46797326
""
0.21737269
0.21465084
0.15165421
0.16939721
""
""
""
""
0.173327
0.13310856
0.099815257
0.32151416
""
0.39765215
""
""
""
0.24072263
0.22796017
0.2915296
0.20496465
0.10717391
0.3760708
0.16198137
0.25375929
0.12046552
""
0.10707318
""
0.10964081
0.22133145
0.13519722
0.0098306239
0.29468027
""
0.35741517
0.17225918
""
0.22301446
0.24666286
0.42517355
0.27220774
""
0.15238914
0.043741178
""
0.38638204
""
0.21163537
""
0.13660075
0.23762266
""
0.17105326
0.1410768
0.14424217
0.24568181
0.34192893
0.24065964
0.40853474
0.29342145
0.083832607
0.19585001
0.15485939
0.25772202
0.26449877
0.22376318
0.18673839
0.47602144
0.18224235
0.15509821
0.31185299
""
0.22345603
0.099309064
0.35197365
0.098001808
0.42910564
0.42310405
""
""
""
""
""
""
0.21149148
""
""
0.11183434
0.48618767
""
""
0.1925361
0.16637836
0.24990237
""
0.16674975
0.10833424
""
""
0.20788604
""
""
0.16607089
""
0.11577807
0.23320211
""
0.16059396
""
0.23515289
0.31761333
0.27631027
0.16521978
""
""
""
""
""
""
0.16456679
""
""
""
0.32887211
""
""
""
""
""
0.20384291
""
""
0.47435501
""
""
0.23433323
0.50148302
0.25467718
""
""
""
0.12660174
""
0.26945469
0.34811324
0.12711455
""
""
""
""
""
""
""
""
0.19483963
""
""
""
""
""
