kfr_29_other_pooled_mean
0.50555891
0.5088535
0.38187909
""
0.44710386
""
""
0.42280987
0.46261695
0.44718602
0.43406871
""
0.45507294
""
""
0.48083743
0.49592215
""
""
0.40871635
""
0.46639469
0.45741996
0.43231648
0.4906455
0.46376467
0.46183217
0.46627071
""
""
0.33382657
""
""
0.42375699
0.41509083
0.46781856
0.43114951
""
0.40054324
0.49677706
0.48763096
0.47715321
""
0.30724517
0.49204814
""
""
0.48785546
0.43156943
""
0.45677868
0.45852852
""
""
0.45909873
""
0.41319728
0.44952875
0.52991319
""
0.38271895
0.46161622
0.43534932
0.48714584
""
""
""
""
""
0.49254012
0.39838168
""
""
0.44102579
0.49538919
""
""
0.50445592
0.47161022
0.41902521
0.53256202
0.3376258
""
0.45463386
0.40046251
0.53367931
0.35397315
""
0.43816733
0.4523648
""
""
0.49028623
""
""
0.56624931
0.39864302
0.51104808
0.4807409
0.44053099
0.43169895
""
0.36448675
0.49505275
0.40711117
0.43317166
0.47342092
0.47541994
0.3808344
0.46925446
0.54973775
""
0.40230757
0.41151133
0.47831956
0.45226547
""
""
0.52065128
""
""
0.51060736
0.54204047
""
""
0.42836758
0.43713173
0.45471883
0.41793326
""
""
""
""
0.47114471
0.50018305
""
0.4195506
""
0.32540321
0.34112361
0.35116571
0.32917768
0.6128341
""
""
0.43084052
0.39892256
""
""
""
""
0.52436882
0.43670771
0.51054263
0.39395958
""
0.42814511
0.45041481
""
""
""
0.49388191
0.52852499
""
0.45187908
""
0.40293398
0.4234893
0.46929997
""
0.47709465
0.51060236
0.43292293
0.48586184
""
""
0.45101616
0.43916404
0.4516924
""
0.34583646
""
0.41335696
0.4283025
""
0.53712982
0.52730417
""
0.52298099
0.43904865
0.47455648
0.57867593
0.54153037
0.46307048
0.5017091
0.46981195
0.4321591
0.42191464
0.47860605
0.5300439
0.50526321
0.48553059
0.42543483
0.5051235
0.50184035
0.48824257
0.5278641
0.51800495
0.43730924
0.46161661
0.58974385
""
0.49786204
0.53948891
0.49177134
0.52660215
0.53983712
0.56597239
0.48594487
0.49251392
0.50232011
0.49348918
0.50809115
0.52138048
0.49053484
0.50143969
0.54092199
0.52076846
0.55550855
0.51225692
0.44159335
""
0.43470907
0.52811986
0.48337415
0.47267753
0.51319897
0.40365523
0.4709309
0.48913047
0.44654948
0.54065043
0.53702962
0.43849394
0.48005342
0.58022898
0.53217113
""
""
""
0.52226788
0.53592259
0.5825206
""
""
""
""
""
""
0.4595125
0.45850801
""
0.58324623
""
0.52311927
0.48243287
0.43427297
0.43023333
""
""
""
""
""
""
0.51763356
""
""
""
0.53334463
0.51499808
0.38595867
""
0.46276
0.54398125
""
0.52770084
0.43013591
0.51584411
0.45070517
0.52425343
""
0.45420119
""
""
""
0.45578077
""
0.33886144
""
""
""
""
""
""
0.49643299
""
0.4928948
""
0.51733309
0.51341319
0.524589
0.48839697
0.47706833
0.50482816
0.58073288
0.50948119
0.4926309
0.49108121
0.46020922
0.4717494
0.46297303
0.29384437
0.45464724
0.43678597
0.4728865
0.45534736
0.31693915
0.41671711
0.41378474
0.47155035
0.40830708
0.41949716
0.44005117
""
0.4722074
0.44541728
0.48740074
""
0.33020476
""
""
""
""
0.41264564
0.64122653
0.46855336
0.41356182
0.4650172
0.45451865
0.43586165
0.45561698
0.32797644
""
0.43500379
0.43352157
0.46246424
0.43284446
""
0.54481816
0.45318803
0.42158183
0.47907513
0.44342041
0.45445192
0.44986999
0.49624583
0.3963663
0.4405964
0.44382092
0.45731479
0.44317666
0.44453973
0.42434561
0.38413355
0.44379607
0.46859324
0.48740739
0.47486764
0.48276991
0.43254837
0.49278727
0.34081641
""
