staytract_pooled_pooled_mean
0.27829382
0.30721399
0.38881862
0.23863328
0.2143718
0.28081331
0.23257019
0.34476012
0.32182148
0.26980618
0.25334606
0.21440901
0.31719384
0.30476928
0.24674012
0.28787455
0.3808049
0.23782061
0.31861445
0.36272302
0.29324213
0.25164652
0.24933602
0.23831737
0.19675569
0.29725453
0.28817934
0.23214212
0.19909856
0.28701913
0.32698646
0.2371431
0.20693813
0.19436578
0.31437907
0.27965558
0.38382918
0.32223144
0.33681399
0.31522936
0.26651639
0.35050038
0.39755645
0.43053952
0.28696701
0.25911093
0.21072565
0.31789359
0.27042085
0.30225107
0.28816712
0.30163807
0.2670548
0.31275561
0.30926567
0.24625859
0.28289443
0.33560097
0.26476911
0.25015646
0.27006489
0.22398736
0.29638475
0.30485708
0.3725445
0.31199613
0.40581921
0.39750677
0.35309416
0.3618862
0.29111519
0.31255889
0.238786
0.27211148
0.31790018
0.39367262
0.34384531
0.38050705
0.38303047
0.2127846
0.24474768
0.28630471
0.35518172
0.29892665
0.20746313
0.29249024
0.30991751
0.24252848
0.25006607
0.31343549
0.29637077
0.33515167
0.30439046
0.25308377
0.32991129
0.33739969
0.29855582
0.293744
0.17919369
0.2039153
0.17064917
0.22270225
0.19388711
0.15855327
0.18578346
0.19644764
0.19358324
0.20586599
0.28758708
0.19621871
0.22267489
0.27578816
0.23949517
0.35922578
0.22828214
0.24372233
0.23253046
0.32859632
0.33088532
0.32229343
0.27530006
0.33352682
0.26713058
0.26121083
0.31548893
0.22701129
0.2225887
0.35667443
0.31059349
0.32996628
0.17718248
0.29111597
0.22201405
0.32037967
0.25730053
0.32070971
0.28283557
0.22806014
0.28988037
0.26477459
0.24199165
0.22223951
0.30232996
0.2640399
0.24214444
0.29706842
0.25861058
0.33454546
0.30597803
0.31133252
0.35204175
0.23413959
0.26648971
0.32836905
0.2089452
0.24902302
0.32649145
0.23246256
0.31910577
0.30425146
0.32247195
0.35673523
0.184232
0.20374088
0.29866493
0.18363266
0.21282326
0.2187981
0.25105581
0.20414785
0.16341096
0.16423199
0.22390848
0.20027947
0.23396176
0.21201944
0.19075865
0.18511845
0.20852077
0.22702476
0.20151713
0.20078474
0.19094297
0.27617097
0.24740942
0.18536599
0.3555105
0.28258637
0.23195398
0.36409461
0.30460021
0.26798198
0.20842171
0.29629782
0.34244162
0.26953635
0.2253539
0.23992126
0.1843542
0.24153621
0.19672869
0.23166285
0.23463115
0.21133226
0.22641455
0.18829593
0.17216432
0.26164106
0.23832899
0.20778683
0.26818803
0.22182766
0.28298107
0.26086679
0.19289596
0.21894091
0.20344061
0.16972089
0.26655248
0.28368974
0.26627314
0.2709471
0.3173103
0.33380005
0.18183392
0.22251399
0.27126503
0.26928064
0.21708092
0.2208132
0.22708407
0.24080588
0.34528348
0.28388605
0.32670164
0.29772642
0.37593773
0.27859551
0.35643825
0.37474188
0.29938644
0.29338235
0.28471038
0.25051275
0.30668172
0.22909701
0.2471727
0.20480394
0.25032946
0.21270703
0.19316229
0.22673225
0.26805022
0.303794
0.25997871
0.29007578
0.24821545
0.20826657
0.27450845
0.24504396
0.2628614
0.20765145
0.20903301
0.21182537
0.21680225
0.24975383
0.20561786
0.20970403
0.21444918
0.21281247
0.24513502
0.25772929
0.3092618
0.24645804
0.31685498
0.2714977
0.21538806
0.21396448
0.25206849
0.23462319
0.22950529
0.25844947
0.27002737
0.20528677
0.190512
0.23078369
0.21239381
0.19879213
0.24090353
0.22455442
0.25683311
0.21949708
0.19988298
0.22198108
0.23859119
0.216766
0.20948184
0.20103258
0.19757859
0.19053158
0.13952889
0.24117336
0.21980423
0.18987602
0.18782683
0.20357519
0.21847518
0.21588479
0.19120519
0.23314057
0.20985544
0.1745199
0.22483283
0.19636707
0.18173541
