frac_years_xw_asian_pooled
0.77229017
0.58297008
0.7155242
0.74209934
0.7632634
0.69314665
0.75077832
0.71191496
""
0.75126576
0.73212749
0.75682783
""
0.72977388
0.67339754
0.57309556
""
0.67885518
""
0.71428448
0.66283542
0.68251646
0.6822325
0.62266266
0.73920751
0.57864165
0.69493645
0.69811261
0.82974344
0.55575764
0.68858486
0.74915707
0.79524034
0.75302601
0.70400965
0.76775163
0.64139885
0.69154215
""
""
0.72667301
0.7501213
""
""
""
0.7671141
0.82673639
0.70829749
0.78861141
0.72656626
0.67224854
0.75612545
0.76528251
""
""
0.74420786
0.71444112
""
""
0.74924344
0.65877652
0.73682338
""
0.62062806
0.63812727
0.66077685
""
0.60831994
0.78796542
0.64868987
0.67203021
0.65904546
0.74354613
0.69477791
0.65300554
""
0.66739047
0.66904658
""
0.78925216
0.77998918
0.73297608
0.76868618
0.78568143
0.77929217
0.73622549
0.75931972
0.73484856
0.65568435
0.7383337
0.67472315
0.67363936
0.75234538
0.78638691
0.55907273
""
0.63109297
0.64219975
0.73323613
0.71049839
0.75805718
0.80860835
0.74731928
0.65945864
0.77628982
0.76750588
0.728585
0.80205345
0.51683068
0.60467964
0.70982087
0.72521824
0.74072874
""
0.77718687
0.74454504
0.80228549
""
""
0.62236923
0.62498373
0.70273161
0.64588988
0.57342172
0.65185404
0.72896773
0.70776808
0.64093113
0.68469679
0.77623785
0.70018542
0.65021735
0.63315862
0.67188889
0.64934874
0.62191695
0.68748105
0.752455
0.5231576
0.71906042
0.6544643
0.74073899
""
0.61068106
0.65528256
""
0.74136758
0.6484167
0.52194893
0.59502804
0.5774278
0.76514184
0.76481354
""
0.76032239
0.72514713
0.62171954
0.73455322
0.52246374
0.77225089
""
0.69423246
0.64570814
0.81378889
""
0.82249624
0.71352667
0.74005383
0.66926962
0.79395157
0.81269866
0.81886929
0.768246
0.76382995
0.74204665
0.85320735
0.72173959
0.81174892
0.62817836
0.75194079
0.62618977
0.63037241
0.79432684
0.60015678
0.68858612
0.81114268
""
0.70375192
0.76406604
""
0.68742549
0.77075833
0.78795874
""
0.57097477
0.78666586
0.76702875
0.76487011
0.80770487
0.73614913
0.77090633
0.75907159
0.78037232
0.73631632
0.72818398
0.7973963
0.77674806
0.75472605
0.71142972
0.76947659
0.61018306
0.79155123
0.73595905
0.72100419
0.80255425
0.79371852
0.79540998
0.81980973
0.74244285
0.79552042
0.67446256
0.77865118
0.71720755
0.76453578
0.79692453
0.81417942
0.74295658
0.76742101
0.8234762
0.78683889
0.81395543
0.71437055
""
0.71158314
""
0.70740229
""
0.79212469
""
0.63302577
0.78871572
0.68007964
0.67354047
0.70896089
0.7798515
0.73745483
0.69134319
0.78136861
0.64069295
0.77541238
0.84243286
0.76910728
0.76710117
0.82595205
0.68612766
0.7012682
0.76330727
0.79069817
0.801148
0.73924363
0.74365282
0.77984387
0.83587748
0.78545564
0.74663752
0.78006971
0.81688964
0.80790472
0.80570555
0.79509658
0.67370975
0.68137777
0.51014405
0.709198
""
0.74517834
0.75044626
0.73282331
0.68301505
0.58752745
0.77734917
""
""
0.77667654
0.75957125
0.64026356
0.78421396
0.79818535
0.7380923
0.69477177
0.77952671
""
0.79852962
0.64101887
0.72836661
0.61714923
0.66402382
0.78086835
0.74895769
0.7447359
0.79242325
0.59405482
0.67786306
0.7850225
0.73114824
0.81543481
0.75718439
0.71851838
0.85139453
""
0.7455914
0.82223576
0.78862137
0.82915437
0.77842319
0.78456205
0.67883521
0.79084694
0.76911551
0.72907168
0.7699393
0.80287975
0.78714937
0.82081068
0.66381967
0.77338827
0.74323648
0.77272248
0.76985866
0.79189235
