somecoll_white_pooled_mean
0.67518288
0.7512902
0.8030284
0.53799462
0.65892315
0.62685758
0.68540543
0.68193114
0.63513339
0.553487
0.57584912
0.7169618
0.68722945
0.64908749
0.60224265
0.73858368
0.67672759
0.69272876
0.47783008
0.65102088
0.56718403
0.64469522
0.69739914
0.7148636
0.59275103
0.66325593
0.69917399
0.67907268
0.6369949
0.65372586
0.68522841
""
0.71049505
0.69571233
0.6926648
0.54766905
0.76953965
0.66797644
0.72144562
0.64310807
0.80281585
0.63263869
0.56609881
0.45951468
0.75088227
0.81213546
0.6840294
0.68494463
0.68876177
0.67763716
0.78432268
0.7131145
0.65372419
0.66678572
0.64161521
0.55715805
0.59438759
0.590828
0.7943958
0.77121919
0.62967521
0.69605267
0.6998269
0.65718049
0.66529399
0.77483433
0.63044137
""
""
0.75162166
""
""
""
""
0.74667424
""
""
0.83229876
0.78288609
0.78535241
0.69674975
""
""
0.63588852
0.76311558
""
""
""
0.64609838
0.81161559
""
0.72459835
0.70681357
""
""
""
0.69174188
0.74372303
0.8003394
0.66491699
0.77140003
0.60777986
0.56697643
0.76365429
0.62273347
0.74627352
0.76800537
0.66821253
0.75930864
0.7285732
0.6997686
0.73587757
0.66667211
0.64554375
0.61899614
0.64002979
0.62478322
0.59201163
0.51662868
0.7002154
0.80855799
0.57564533
0.57233191
0.61278445
0.82583559
0.60900509
0.66458887
0.62154984
0.6200543
0.53171486
0.49903956
0.71497846
0.69569081
0.69248593
0.60741383
0.61389494
0.69927734
0.61411887
0.56237417
0.65289485
0.62458599
0.7179001
0.67446035
0.70293993
0.60998118
0.70872301
0.51428068
0.58169711
0.57570028
0.52206051
0.62969464
0.62723315
0.60344535
0.64688903
0.4946101
0.44227561
0.62477177
0.64744252
0.66799718
0.64429587
0.6954267
0.48956484
0.74217498
0.55832928
0.73117125
0.53733975
0.53818834
0.61145896
0.60593033
0.7051208
0.74202526
0.57382834
0.57619047
0.63078612
0.56226277
0.60749221
0.67052597
0.64499193
0.59699589
0.58096802
0.72859675
0.58520579
0.65180022
0.60319299
0.38544708
0.64278436
0.81664175
""
0.77599913
0.76599652
0.70563412
0.76812893
0.83484143
0.70714688
0.79579115
0.77406591
0.6837489
0.75654113
0.82681245
0.80661827
0.69931114
0.72807348
0.72558898
0.721461
0.81710124
0.71101856
0.91189814
0.72223699
0.75579631
0.71572387
0.745884
0.77183235
0.79838991
0.8095929
0.80466998
