two_par_natam_male_p50
0.7649852
0.6751861
""
0.70194691
0.60450357
""
0.68828201
""
""
0.77851832
0.6380322
0.70272464
""
0.79626071
0.73641241
""
0.69539249
0.74022293
""
0.78730208
0.73088288
0.76466823
0.85629278
0.80277979
0.64509988
0.85146964
0.68572241
0.79415751
0.70836568
""
""
0.64757836
0.77946389
0.74491781
0.76302254
0.83570683
""
""
""
""
0.77064598
""
""
""
""
""
0.7414729
0.85828328
0.75111991
0.69967997
0.85315895
0.78474122
0.73960096
""
""
0.74391598
""
0.92126727
""
0.649086
""
0.83481228
""
0.994753
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.66751355
""
""
""
0.8042168
0.71273422
""
0.80789405
0.93101186
0.79390264
0.8792904
0.85778725
""
""
0.65109313
""
""
0.66233927
0.89268434
0.71587151
0.77679878
0.76449412
0.62977105
0.61938214
0.79861665
0.78702897
0.72901225
0.63650441
0.78090376
0.79782552
0.78468174
0.73804474
0.93474668
0.84563547
""
0.86536574
0.73741013
0.87259722
""
""
""
0.94007796
""
""
""
""
0.69804925
0.83899891
""
""
""
0.68283308
""
""
""
0.78154129
""
0.82841671
0.86355162
""
""
0.79536146
0.97171003
""
""
""
""
0.80930877
0.76192397
""
0.87925315
0.96203798
0.76735663
0.79458153
""
0.82343876
0.75901079
0.90634894
0.75976759
0.92869008
""
""
""
0.76111341
0.64990497
""
0.61496359
0.72286785
0.79325342
0.79943472
0.89957327
0.65238756
0.69971347
0.67927814
0.69120139
0.92120665
0.76578391
0.81309611
0.71742719
0.66935807
0.84945923
0.77471203
0.93752843
0.77653086
""
""
0.72084022
""
""
0.65774232
""
""
0.86468178
0.73752993
""
""
""
""
""
0.70423675
""
0.60133779
0.76887685
0.83997947
0.74205363
0.77410507
0.64410275
0.68446177
""
0.68813008
0.82415259
0.75446415
0.71819991
""
""
0.76251066
0.83337581
0.73552656
0.70849049
0.89313483
""
""
""
0.77651739
""
0.75912219
0.75090492
""
""
0.7063722
0.86743259
0.7471624
0.82341683
""
""
""
""
""
0.87957835
""
""
0.6991685
""
""
0.7301935
""
""
0.69628465
0.71270901
""
""
0.73265338
0.65838772
0.81097287
""
0.82719201
0.74367845
""
0.69047326
""
0.81934923
""
0.70168662
0.84148741
0.76513672
0.815153
0.53323644
0.50979823
0.60905284
0.60095048
0.74755144
0.73959029
""
""
0.74778032
0.68740118
0.81093544
0.74253833
0.86157191
""
0.87005794
0.6950947
""
""
0.67568475
0.73187119
""
0.73594552
0.63108665
""
0.78219408
0.7465983
""
0.57562065
0.70536572
0.46729356
""
""
0.75873637
""
0.67598122
0.6037342
0.57287246
0.64382058
0.52708781
""
""
""
0.49236727
""
""
0.80793047
0.63575059
""
0.8448801
0.74395967
0.67135215
0.7440412
0.64768058
0.79581815
0.67586297
""
0.64131069
""
""
""
""
0.74453533
0.62700534
""
0.8005234
""
0.80599868
0.77161938
0.67107999
""
0.61558384
0.80585223
0.85192055
""
0.70406544
""
""
0.71557927
0.91443777
""
""
0.99079973
1.0429929
""
""
""
""
""
""
""
""
""
0.91490817
0.82877123
""
0.78666365
""
0.72413683
""
""
""
""
""
""
""
""
""
0.70343679
""
""
""
0.64401591
""
0.65783787
0.61727589
""
""
""
""
""
""
0.66866702
""
0.93889225
""
0.62546641
0.66149259
0.72311002
0.7302236
""
0.69175112
0.81469876
""
0.65834355
0.86931646
0.92466468
0.64676934
0.58780718
""
""
0.73056263
0.74543852
""
""
""
0.84684038
""
""
""
""
1.0451293
0.82318789
0.74227011
""
0.68399847
0.75602883
""
0.75844252
""
0.41182092
""
""
""
""
""
""
""
0.71548909
""
""
""
0.76472878
0.77610672
""
""
0.62033725
0.72124302
0.84869003
""
0.54268998
0.69716549
""
""
""
""
0.59045219
0.60039312
0.681135
""
""
0.7201758
""
""
""
""
""
""
0.85013956
""
""
0.64771515
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.75329322
0.64636809
""
""
""
""
0.91897076
""
""
""
""
""
""
""
0.73653018
""
0.90695798
0.75614351
0.65163302
0.82390803
0.69838983
0.71717405
""
0.86521155
0.79252589
0.73000181
0.79106921
0.94492209
""
""
0.8296628
0.66432011
0.89071834
0.75759465
0.83803618
""
0.87992513
0.85719633
0.80997044
0.83404738
0.74043489
0.79868841
0.77985871
0.70580369
0.78869432
0.81092334
0.77155489
""
""
""
0.72440302
""
0.81227964
0.79172438
0.64200616
""
0.78626478
0.83802801
""
""
""
""
""
""
""
""
""
""
""
0.78620493
""
""
0.68638623
""
0.77714741
""
""
""
0.81442529
""
""
""
""
""
""
0.62052667
0.72806364
0.84306455
0.6241833
0.73532808
0.72197634
0.75910741
""
0.75847864
""
""
""
""
""
""
""
""
0.86009127
""
""
0.79251593
""
""
""
""
""
0.77551585
""
0.81643033
0.76180995
0.66721332
0.813914
0.8119368
0.86154109
0.9618662
0.81736523
0.85808498
""
0.82289249
0.86473548
0.77755702
0.76029277
0.84644651
0.80002481
0.7820226
0.8747527
0.88873494
0.7394014
0.74206352
""
0.75739038
0.8094973
0.97122633
0.82771653
0.72381634
0.78585345
0.86416721
0.89177489
0.64900744
0.71412808
0.74101126
0.60507345
0.72442418
0.81187099
""
""
""
0.88085949
0.72912705
""
""
0.85756248
0.75894952
""
""
0.69098234
0.79698318
0.63799894
""
""
0.74351585
0.73648316
0.8852309
""
0.49335262
""
0.69199008
""
""
""
0.72587037
""
""
0.76903391
0.68592894
1.0104873
0.66679382
0.78838235
0.68623322
0.89816779
""
0.7680608
0.76855767
0.81056285
0.69995725
""
0.98643333
0.86897361
0.7724694
0.81372643
""
0.78845984
0.76232558
""
0.77129674
""
0.74666244
0.76201397
0.82012498
0.79149038
""
""
""
0.83277249
""
0.76815253
0.743729
""
""
0.76050335
0.67453116
0.76098955
0.82562315
0.80195194
0.72529185
0.73572797
0.7048741
0.79172713
0.69804394
0.64954656
0.6332795
""
""
0.60921335
0.68589866
0.61754566
0.63781691
""
0.67526442
0.65336037
0.71462768
0.67116708
0.69153923
0.79292303
""
0.71743482
0.80775213
0.76548469
0.76715964
0.73360592
0.67423862
0.90599883
0.74549717
0.81583738
0.70363414
0.73140639
0.83492011
""
0.69883537
""
""
""
0.71595073
0.77447909
0.66018659
