jail_other_male_n
182.0
97.0
""
336.0
198.0
38.0
520.0
32.0
""
120.0
154.0
707.0
27.0
67.0
142.0
""
26.0
191.0
22.0
43.0
224.0
776.0
171.0
97.0
791.0
29.0
116.0
462.0
1298.0
38.0
65.0
110.0
779.0
762.0
55.0
345.0
33.0
61.0
""
""
157.0
41.0
""
""
23.0
32.0
837.0
151.0
353.0
111.0
283.0
263.0
99.0
""
""
319.0
31.0
""
""
75.0
45.0
386.0
""
35.0
38.0
38.0
""
26.0
29.0
30.0
35.0
43.0
49.0
93.0
33.0
""
53.0
40.0
""
632.0
49.0
79.0
37.0
79.0
685.0
63.0
70.0
351.0
422.0
146.0
85.0
30.0
37.0
240.0
39.0
""
86.0
144.0
1582.0
363.0
398.0
2291.0
817.0
315.0
507.0
1456.0
364.0
1046.0
66.0
198.0
156.0
148.0
430.0
25.0
475.0
343.0
472.0
""
""
""
122.0
46.0
46.0
188.0
36.0
292.0
254.0
32.0
24.0
""
2267.0
70.0
101.0
30.0
121.0
52.0
247.0
302.0
26.0
63.0
241.0
236.0
""
34.0
76.0
""
179.0
56.0
43.0
35.0
52.0
370.0
83.0
""
808.0
251.0
23.0
216.0
20.0
53.0
""
24.0
318.0
1923.0
34.0
5135.0
99.0
43.0
94.0
171.0
3331.0
411.0
82.0
329.0
72.0
25.0
415.0
884.0
76.0
86.0
56.0
67.0
918.0
69.0
66.0
1068.0
""
53.0
298.0
""
48.0
240.0
581.0
25.0
22.0
70.0
142.0
140.0
520.0
44.0
473.0
203.0
64.0
102.0
204.0
366.0
918.0
63.0
129.0
156.0
118.0
180.0
25.0
23.0
362.0
381.0
310.0
1487.0
90.0
120.0
73.0
80.0
118.0
74.0
1211.0
183.0
114.0
135.0
1034.0
378.0
287.0
205.0
""
111.0
""
79.0
""
150.0
""
38.0
106.0
62.0
100.0
256.0
53.0
73.0
171.0
651.0
55.0
198.0
1130.0
205.0
105.0
""
215.0
60.0
44.0
594.0
44.0
313.0
88.0
348.0
545.0
617.0
582.0
7444.0
634.0
3505.0
3277.0
399.0
303.0
94.0
20.0
133.0
""
46.0
393.0
153.0
65.0
127.0
1301.0
""
""
3259.0
635.0
63.0
363.0
2065.0
92.0
38.0
25.0
""
33.0
51.0
33.0
27.0
21.0
63.0
54.0
133.0
2360.0
33.0
87.0
130.0
37.0
28.0
""
62.0
102.0
""
101.0
138.0
56.0
106.0
260.0
179.0
58.0
162.0
122.0
114.0
44.0
348.0
48.0
24.0
35.0
123.0
242.0
82.0
78.0
266.0
25.0
259.0
364.0
1029.0
81.0
4552.0
372.0
124.0
45.0
1549.0
""
33.0
153.0
205.0
90.0
31.0
56.0
49.0
""
33.0
77.0
27.0
59.0
""
63.0
115.0
""
61.0
40.0
54.0
70.0
""
232.0
""
""
33.0
38.0
""
""
""
""
""
66.0
""
""
""
""
""
""
63.0
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
137.0
26.0
""
""
""
""
20.0
118.0
""
""
102.0
117.0
""
23.0
""
49.0
35.0
""
""
""
""
""
""
""
""
""
""
30.0
""
30.0
24.0
""
28.0
24.0
21.0
20.0
43.0
337.0
""
""
""
209.0
21.0
""
""
""
31.0
119.0
""
""
22.0
26.0
34.0
""
32.0
121.0
""
225.0
""
21.0
700.0
20.0
""
""
""
""
""
1083.0
""
""
133.0
""
""
""
""
""
""
""
""
""
""
""
""
38.0
""
21.0
315.0
2088.0
""
""
42.0
31.0
67.0
""
""
""
""
""
""
62.0
""
""
243.0
331.0
584.0
61.0
58.0
44.0
36.0
289.0
139.0
1443.0
97.0
46.0
""
""
209.0
28.0
307.0
74.0
308.0
35.0
68.0
513.0
487.0
370.0
131.0
2119.0
136.0
21.0
128.0
569.0
102.0
""
29.0
""
77.0
""
39.0
150.0
104.0
""
152.0
36.0
""
""
""
""
39.0
""
""
27.0
""
""
""
67.0
""
""
864.0
24.0
1292.0
""
32.0
""
181.0
""
""
""
""
""
26.0
170.0
284.0
74.0
176.0
2869.0
254.0
87.0
46.0
112.0
""
""
""
20.0
""
""
""
""
186.0
""
""
133.0
""
""
""
27.0
""
122.0
52.0
731.0
1430.0
2289.0
128.0
201.0
146.0
137.0
444.0
74.0
""
207.0
78.0
151.0
2113.0
156.0
192.0
117.0
122.0
""
1066.0
""
""
""
23.0
""
32.0
116.0
42.0
49.0
30.0
""
""
290.0
39.0
30.0
145.0
""
21.0
""
35.0
35.0
""
""
""
125.0
""
""
57.0
66.0
48.0
""
""
145.0
129.0
32.0
""
69.0
""
11313.0
542.0
1405.0
21.0
113.0
""
""
28.0
727.0
""
2528.0
""
927.0
135.0
""
166.0
201.0
36.0
146.0
1635.0
69.0
41.0
504.0
69.0
""
112.0
26.0
""
22.0
""
400.0
1873.0
117.0
223.0
""
""
""
34.0
""
68.0
208.0
""
""
308.0
191.0
312.0
45.0
206.0
1075.0
796.0
1357.0
564.0
4674.0
3839.0
55.0
""
""
592.0
773.0
8811.0
2458.0
""
""
4304.0
156.0
742.0
16932.0
87.0
48.0
84.0
82.0
678.0
104.0
302.0
2709.0
86.0
1219.0
99.0
279.0
339.0
32.0
""
151.0
""
""
""
232.0
134.0
7630.0
