married_white_female_mean
0.58991265
0.6941756
0.62641424
0.63638908
0.71140343
0.5276162
0.6005705
0.63503337
0.60982817
0.55252105
0.6114924
0.64213395
0.57461178
0.48247513
0.62108725
0.51828414
0.65392625
0.51093245
0.62690312
0.62801474
0.57935816
0.58945554
0.61019027
0.55785567
0.52804869
0.55916512
0.65152729
0.5787254
0.55174291
0.47074115
0.71494216
0.56779361
0.58276665
0.4947812
0.52565348
0.50937378
0.55896604
0.57629651
0.58143574
0.50428843
0.50554192
0.52802473
0.59860039
0.62573582
0.69377476
0.79050887
0.69027817
0.48563075
0.49985069
0.70268381
0.67932528
0.60729182
0.63707095
0.59996903
0.5599556
0.54134542
0.61233997
0.68119991
0.58353025
0.65870762
0.5848183
0.6016134
0.65837175
0.62069219
0.6658442
""
0.57778341
0.68169171
0.64910972
0.78463465
0.56512779
0.53341866
0.43778548
0.5180347
0.50880289
0.50536484
0.66340983
0.53525442
0.25124213
0.53393304
0.26816919
0.27782676
0.55289423
0.59928298
0.62240517
0.62865835
0.62919372
0.55391943
0.59237087
0.40088421
0.57949352
0.57908726
0.62985581
0.60642081
0.54767144
0.57691759
0.49699333
0.66878521
0.54107511
0.59204894
0.52080256
0.58612317
0.63130778
0.57300746
0.51861703
""
0.43914568
0.49872157
0.51981848
0.58343458
0.46082351
0.36333135
0.52769667
0.48053965
0.55098319
0.54026812
0.55490762
0.59378839
0.47806081
0.5663231
0.52550954
0.56016254
0.53823364
0.60621202
0.56159282
0.65283006
0.54272419
0.47847754
0.63093752
0.55103457
0.64071566
0.58695132
0.80476511
0.60275871
0.45805925
0.64271957
0.58143365
0.44744018
0.69232899
0.52643216
0.60326511
""
""
0.65961874
0.48133203
0.66197598
0.57507491
0.52415127
0.65865541
0.62626678
0.56755209
0.60558575
0.58864731
0.51754713
0.43888545
0.56518537
0.641527
0.53848094
0.62104565
0.51465702
0.49932349
0.65082777
0.66753775
0.60031939
0.55630964
0.58643222
0.41328222
0.36612082
0.5891934
0.64936864
0.59249836
0.59948754
0.67792952
0.68191457
0.59953737
0.62349266
0.5833469
0.61791414
0.61036474
0.85718125
0.51053989
0.49905297
0.55201924
0.5543021
0.41470733
0.53164905
0.43916732
0.61270446
0.63181436
0.57584399
0.71331769
0.60868412
0.56543648
0.64963329
0.55145824
0.5706287
0.45264947
0.61225641
0.58828104
0.71021819
0.47159469
0.63175797
0.53171521
0.60191917
0.62193018
0.69737273
0.49997875
0.59560853
0.59777045
0.69080317
0.61024129
0.60561758
0.69236279
0.56044561
0.62535369
0.6114586
0.56455588
0.5359953
0.68986976
0.64879102
0.59694695
0.57703882
0.61904007
0.71633995
0.63100868
0.65702778
0.61374861
0.55356789
0.60643178
0.69234872
0.65368217
0.55783623
0.55263102
0.6488533
0.63312757
0.59428871
0.64236021
0.57858354
0.48328862
0.54796505
0.54685384
0.56678915
0.46185231
""
""
0.54909247
0.62955981
0.61774701
0.62152338
""
""
0.67955601
""
0.61448526
0.5870713
0.63819396
0.59755868
0.6163407
0.64223969
0.58630139
0.58823121
0.49496776
0.57535207
0.54652286
0.47233093
0.70784307
0.63591307
0.54674321
0.58842063
0.56218398
0.629089
0.6209656
0.62757766
0.62646013
0.62036842
0.7050007
0.53976822
0.61295247
0.54920262
0.63733703
0.48965469
0.6768859
0.5310964
0.47659862
0.59849203
0.69383907
0.58220345
0.62671763
0.43215993
0.62123549
0.48353282
0.56932592
0.4771843
""
0.68016928
0.45880711
0.3879132
0.4029344
0.42422724
0.48043668
0.57050723
0.70798713
0.59569538
0.42387307
0.58032703
0.47559044
0.58633852
0.54773211
0.65243077
0.57087022
0.67080319
0.65001339
0.65909255
0.64306313
0.53725326
0.62722647
0.50722945
0.50426608
0.5441826
0.52564114
0.5826143
0.32046545
0.76002479
0.6255874
0.74916476
0.6596095
0.64682829
0.63581401
0.55641276
0.63249302
0.62442338
0.54588443
0.59563851
0.65507835
0.68400735
0.65605325
0.59576654
0.49807084
0.60196197
0.62473941
0.68834007
0.58009833
""
0.63411629
""
0.56086093
0.71556491
0.5728358
0.58999127
0.64990437
""
0.54999584
0.61056709
0.54098046
0.70351356
0.62100375
0.59612083
0.61323202
0.63947618
0.69838446
0.60896206
0.5638302
0.63951015
0.49070749
0.28657624
0.55106109
0.5612464
0.61222112
0.55411065
0.55873734
0.42833212
""
0.71590209
0.49215347
0.40085179
0.43998396
0.61051875
0.5923022
0.60568601
0.59259748
0.66781086
0.57811767
0.71561468
0.56553739
0.54552746
0.64742017
0.63072073
0.68498361
0.57075429
0.56464171
0.4272272
0.31475937
0.38329241
""
""
""
0.30151501
""
""
""
0.26548702
0.23707236
0.56172842
0.53766221
0.21806297
""
0.64710301
0.61012834
0.4998135
0.51930183
""
""
""
""
""
""
""
0.54615021
0.45327017
0.3110427
0.52704728
""
""
""
""
""
0.53469062
0.60681379
0.66907549
0.73795652
0.48341018
0.48210466
""
""
0.4838694
""
0.53259879
0.48135972
0.59048635
""
""
0.50032687
0.55600435
0.49644497
0.53728932
0.55018395
0.58115113
0.55707604
0.59760594
0.6199379
""
0.53843868
0.6708414
""
0.49746206
