hours_wk_asian_female_p75_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.7678285
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.388412
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.7421037
""
""
3.9926939
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.89267367
""
""
""
""
""
1.0343301
""
""
2.7798171
""
""
""
""
3.4220495
""
""
""
0.47023183
""
4.4396629
""
""
6.7424364
""
""
3.6108725
""
""
0.7860375
4.0864868
""
1.7476897
1.3268484
""
1.1314723
0.81241256
0.96340138
1.8624046
""
0.90143776
4.1485696
0.66846174
4.6519489
""
""
""
1.4265894
3.4789374
4.3082566
""
""
""
7.5618415
""
1.7352847
5.0444283
""
4.0008478
""
3.27318
""
""
""
4.2214351
""
""
""
""
""
""
""
""
""
4.8521399
""
""
""
""
2.9144633
""
""
""
""
""
""
""
""
3.2463439
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.7086308
2.8305647
""
""
3.6468215
4.6153402
""
""
""
2.8772695
""
4.7142997
""
""
""
""
""
2.4799643
""
""
""
""
""
""
""
""
3.0084741
4.1431022
""
""
""
""
""
""
""
""
""
""
""
3.3324273
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.3006899
""
""
""
""
3.2564526
""
2.8087277
""
2.9670496
""
""
""
""
""
""
5.3423076
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
5.0518851
""
3.2706399
""
""
""
""
""
""
""
""
""
""
2.9037976
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.2129667
""
""
""
""
""
""
2.63781
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.2740889
0.72512245
1.8929389
2.6508515
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.80243075
""
""
""
""
""
1.2372178
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
4.1675754
""
""
""
2.1746895
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
