stayhome_white_male_n
1721.0
4282.0
488.0
424.0
1631.0
62.0
452.0
3272.0
776.0
581.0
1072.0
229.0
467.0
338.0
387.0
1285.0
1528.0
203.0
160.0
928.0
284.0
2492.0
1522.0
642.0
1587.0
2110.0
786.0
2744.0
486.0
806.0
683.0
71.0
163.0
402.0
2540.0
1454.0
13909.0
370.0
2556.0
964.0
2351.0
2006.0
85.0
108.0
7041.0
351.0
760.0
2513.0
8661.0
403.0
4698.0
3735.0
80.0
300.0
513.0
493.0
1083.0
1999.0
5368.0
51.0
1842.0
1053.0
3487.0
1682.0
286.0
112.0
721.0
""
""
7647.0
26.0
""
36.0
""
2584.0
""
21.0
832.0
960.0
273.0
284.0
""
""
1306.0
38.0
25.0
""
26.0
64.0
256.0
""
71.0
103.0
23.0
""
20.0
168.0
2430.0
2495.0
946.0
575.0
143.0
190.0
69493.0
4198.0
1186.0
16538.0
3084.0
182.0
4389.0
1974.0
462.0
517.0
1172.0
5013.0
1174.0
256.0
87.0
741.0
203.0
575.0
571.0
804.0
250.0
553.0
626.0
2293.0
1832.0
1082.0
473.0
180.0
292.0
483.0
2696.0
579.0
348.0
2573.0
531.0
1218.0
529.0
995.0
301.0
1343.0
203.0
392.0
1543.0
652.0
129.0
511.0
126.0
234.0
292.0
681.0
2129.0
420.0
346.0
1072.0
1114.0
194.0
210.0
225.0
231.0
639.0
252.0
295.0
258.0
690.0
635.0
1696.0
173.0
9027.0
644.0
364.0
3214.0
281.0
197.0
3706.0
368.0
432.0
314.0
1205.0
563.0
4462.0
2161.0
125.0
469.0
19215.0
""
829.0
5139.0
745.0
275.0
19710.0
696.0
5157.0
11359.0
628.0
2959.0
974.0
449.0
12591.0
2196.0
996.0
590.0
81147.0
2190.0
5294.0
448.0
1892.0
3719.0
189.0
124.0
5241.0
3051.0
2955.0
45595.0
8507.0
345.0
27397.0
25423.0
1111.0
28822.0
45835.0
4739.0
10538.0
6148.0
9889.0
6988.0
24093.0
4961.0
5286.0
61.0
1222.0
8568.0
11350.0
10003.0
2037.0
1695.0
126.0
5799.0
1433.0
16686.0
3338.0
1637.0
9999.0
333.0
18753.0
193.0
127.0
134.0
7723.0
2099.0
435.0
21.0
237.0
82.0
21.0
78.0
127.0
869.0
8838.0
""
