staytract_black_pooled_p50
0.32911071
0.34523568
0.33181748
0.42146906
0.33925316
0.3558937
0.42386132
0.28179657
0.36777547
0.42433652
0.37035459
0.36060783
0.38500389
0.46623537
0.26194084
0.22594838
0.287072
0.34681037
0.32242906
0.27612928
0.34131709
0.33796734
0.25464374
0.24410629
0.28721386
0.35915574
0.31998637
0.32365799
0.28586751
0.35150027
0.33327627
0.26225615
0.38430735
0.29599348
0.27446923
0.34828386
0.26337391
0.2575509
0.23756135
0.350779
0.31213933
0.35773978
0.34342676
0.32465589
0.25471431
0.27954069
0.1328803
0.41251591
0.24984455
0.24204534
0.24377818
0.31179175
0.33780256
0.35473821
0.33721972
0.40215275
0.3477315
0.47437996
0.22720982
0.30299416
0.35709131
0.38285998
0.27878287
0.33427903
0.28453556
0.36717269
""
""
""
0.19856623
""
""
""
""
0.16680093
""
""
0.18877967
""
""
0.13766636
""
""
0.10062529
""
""
""
""
""
""
""
""
""
""
""
""
""
0.15646513
0.13705431
""
0.23311104
""
""
0.1778713
0.13075368
0.15842153
0.17331471
0.21513505
""
0.11647113
0.093117043
0.3580437
0.25687945
""
0.15059927
""
0.24353382
0.25632828
""
0.27529827
0.30515948
""
""
0.28146333
0.33177733
0.28228852
0.17363393
0.20938571
0.27252883
0.27741632
0.38271984
0.26543882
0.29818976
0.23606643
""
""
0.28146434
0.20876974
0.049463738
0.33017349
0.34076282
0.3363027
0.29442438
""
0.31625181
0.22341625
0.2731764
0.44893339
""
0.2464821
0.26712596
0.33851308
0.093246378
0.34614539
""
""
0.25484022
0.31190127
0.23793994
""
0.41833875
""
0.24225724
0.51624221
0.19156742
0.39824584
0.37611139
""
0.26996413
0.32090926
0.25923589
""
0.2756311
0.26641163
""
""
0.23517476
0.46403211
-0.012412559
""
0.29717603
""
0.24348366
0.38003126
0.31213763
0.32730889
0.22157839
""
""
0.1462788
""
""
0.22208776
""
0.1532889
0.20367332
""
0.28045297
0.2152968
""
0.20153822
0.18807042
0.10895917
0.21654359
0.24305463
0.16832943
0.18358509
""
0.24003376
0.17938177
""
""
0.2044208
0.19506018
0.16322505
0.20705785
0.18837143
""
0.18003611
0.18082462
0.21521847
0.19396648
0.18987884
0.2858316
0.16222499
0.19737923
0.23298219
0.20671177
0.21129631
0.21509409
0.14549921
""
0.14065783
0.20442563
0.24493271
0.15109113
0.18796973
0.0645473
""
0.15218036
0.16517194
0.18649632
0.21511808
0.17588481
0.18451709
""
0.1727761
""
""
""
0.14187846
0.15717319
""
""
""
""
""
""
""
""
0.21884184
""
0.11912031
""
0.17316274
0.17519088
0.052143645
0.088181436
""
""
""
""
""
""
0.12561598
""
""
""
""
0.10853687
""
""
""
0.15327211
""
""
""
""
""
""
""
""
""
""
""
0.15583129
""
""
""
""
""
""
""
""
""
""
0.04098263
""
0.27704036
0.25801757
0.22116974
0.24487695
0.26482612
0.24603133
0.18972287
0.17758559
0.24665219
0.25580695
0.30898744
0.28765401
0.25879523
0.29417393
0.23027557
0.45790187
0.24436501
0.27704507
0.29779387
0.22380644
0.27704799
0.20897789
0.20918334
0.25553486
0.36665353
0.4568601
0.24958016
0.2553637
0.19265409
0.25055403
0.35563874
0.18892719
0.24974908
0.2339541
0.23927517
0.22894916
0.2315352
0.17972682
0.23155069
0.23893313
0.38235298
0.35278484
