coll_black_pooled_p100
0.43807998
0.92754263
1.0438451
1.3072304
""
0.15409422
0.92986447
0.75811374
0.74187845
""
0.48142055
1.0709219
0.99685383
1.4342563
""
1.1702976
1.5078254
0.36445311
0.058660742
0.23817272
-1.1045427
""
1.1408926
0.45777062
""
0.84502268
0.66767484
1.0807115
""
""
1.1147895
1.3163846
1.4008176
1.2690088
1.003242
""
0.96401322
""
1.0219884
0.32845402
1.1167123
0.58910722
0.71856177
1.1287061
1.0234944
1.5787779
""
""
0.82609791
0.94370347
1.0051911
0.29033193
1.52651
0.53472584
1.1690433
-0.53277767
0.48355991
0.032049749
0.84037644
1.5123776
0.99234855
0.89396107
0.78620857
0.86414951
0.6364848
0.19866274
""
""
""
0.67518789
""
""
""
""
1.0234294
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.18766232
""
""
""
""
""
0.66068792
0.019327631
""
0.63694286
0.38006982
""
""
1.0011973
1.3329232
0.74375468
""
""
""
-0.036109157
""
""
0.9662202
1.387388
""
""
""
0.81318837
0.1470601
1.6804931
""
0.85131329
2.1136465
0.89392233
-0.19118859
0.42401293
0.8538487
""
""
1.6284673
""
""
1.9334569
0.33899817
1.8527249
""
""
0.53501052
1.020381
""
-0.83749205
""
1.0206987
0.88334072
1.797248
""
0.72178197
""
""
0.92870438
1.5174179
0.64131844
""
0.70328486
""
0.6884076
""
0.53267378
""
""
""
""
""
0.75607544
""
0.9727993
0.18191753
""
""
0.49082211
""
""
""
0.52486038
""
0.75603938
""
0.53945011
""
0.7871635
""
""
1.354951
""
""
0.64538473
""
""
0.84494501
""
""
1.2424934
""
0.56089306
0.34903753
""
""
0.69555467
0.50018775
0.83908218
""
""
0.3261475
""
""
0.25881317
""
""
0.66007382
0.37125358
""
0.50969183
0.58770776
""
0.72582781
0.49805403
0.62369514
0.59846383
0.51417148
0.51074773
0.46792841
0.7725687
0.75368667
""
""
""
0.49137563
1.3134464
-0.064159289
""
""
""
0.82066625
""
0.44632873
0.64355874
""
0.68360281
""
0.60816199
""
""
""
""
""
""
""
""
""
""
""
""
""
0.66001058
""
0.99852037
""
""
0.70290428
""
""
""
""
""
""
""
""
0.76256883
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.85563833
0.62532872
""
1.070926
0.75307071
0.67009765
1.0315598
""
0.96377921
0.67854756
0.37058204
0.85219413
1.0287941
-0.048885513
0.37040263
1.5090619
0.68595517
0.94106704
""
-0.0080699231
""
0.59713149
0.91827178
1.2007334
0.038631704
""
0.73305005
0.76567882
1.2376978
""
1.6257957
""
""
""
-0.98172534
""
1.6956102
0.33411673
0.97457856
0.78655809
""
0.31599581
0.7793417
0.15707038
""
1.0409036
0.92041576
1.0134828
0.5378657
""
0.085426688
0.46642154
0.46368992
1.234874
0.74784464
0.62047124
0.31362724
0.72691685
""
0.78292608
1.395919
0.58621424
0.8684442
0.77527475
0.48036891
0.75776178
0.99438465
0.39640358
0.94064188
1.269697
0.84073555
0.3160862
1.3632251
0.42120814
""
1.0161462
""
1.5228242
""
0.033289425
""
""
""
0.75778913
""
1.260347
0.67949671
0.87687206
""
0.73388267
0.36611331
""
0.26529181
2.0628126
0.58814245
0.039388586
0.43066695
""
1.2238035
-0.21759808
0.88463318
""
""
0.69504821
1.5759861
-0.21054171
1.5055411
1.1958569
""
0.73679703
0.0032670358
0.95713848
1.3067002
2.4288461
1.037626
0.59583342
0.4201898
""
1.1359353
""
""
1.0839354
0.77547139
