kir_white_male_p50
0.5330267
0.5346368
0.56102806
0.56382829
0.52122396
0.6514681
0.5638271
0.51578432
0.50312179
0.52216625
0.53861851
0.63278931
0.58300227
0.52984649
0.53975105
0.54087764
0.54836851
0.56147301
0.57078791
0.57949632
0.5721547
0.52087778
0.54556978
0.56202471
0.52774727
0.52727401
0.56335121
0.51135921
0.55216902
0.5307945
0.54579759
0.53126478
0.56190836
0.52394819
0.52768272
0.537691
0.53288472
0.57426244
0.53473884
0.55086112
0.52137291
0.50443637
0.5569216
0.51227248
0.50723666
0.59443724
0.51886356
0.51351297
0.56025589
0.58667797
0.52601051
0.51889116
0.5490517
0.59365422
0.56893194
0.53784943
0.48651665
0.52882087
0.54041839
0.53835434
0.52631038
0.52428353
0.5416162
0.51937926
0.65733284
0.5312261
0.52884394
""
""
0.58369344
0.55957139
""
0.55824715
""
0.6083433
0.62822956
0.6014263
0.56300998
0.616965
0.57634646
0.58939141
""
""
0.59616619
0.61861765
0.57198334
""
0.48120266
0.56925786
0.5595755
""
0.65012652
0.64117479
0.5691973
""
0.60515332
0.60444784
0.54823738
0.5502829
0.55257612
0.57771182
0.61647928
0.53208041
0.54908085
0.52718896
0.578363
0.53266138
0.52241951
0.59458488
0.5475353
0.54528272
0.5434047
0.55044281
0.52452958
0.53927338
0.52587509
0.55875778
0.6077103
0.5197084
0.5484519
0.55163574
0.51771116
0.52978146
0.57680851
0.5808146
0.54908735
0.50338554
0.51808679
0.53234392
0.51944691
0.5776993
0.54299271
0.52744329
0.52045691
0.53631634
0.52500498
0.51014489
0.52349764
0.51346779
0.52545899
0.51708639
0.55037177
0.52599972
0.49577752
0.50991952
0.51706719
0.54333431
0.55866575
0.52308798
0.529046
0.52208167
0.54649967
0.52511531
0.50586945
0.53184819
0.50916743
0.54992419
0.53805029
0.53744614
0.49625438
0.5320617
0.5191108
0.52748549
0.53429431
0.50434023
0.54394877
0.5117653
0.53756934
0.53444433
0.52115297
0.52256632
0.53109848
0.5157389
0.50907546
0.49393865
0.50217336
0.52305096
0.5585584
0.5287627
0.4870207
0.55700648
0.54228413
0.53385162
0.54038078
0.54317945
0.50778371
0.57442403
0.72894943
0.56280816
0.53072947
0.53873247
0.54157442
0.57212609
0.49806213
0.56535053
0.54484063
0.52025026
0.51669413
0.5454061
0.60176283
0.57556564
0.54281712
0.522811
0.57905412
0.56506568
0.54094934
0.59620816
0.55437464
0.50656396
0.53816974
0.55180818
0.60578042
0.53811264
0.56355709
0.53825694
0.56655622
0.55716068
0.53914821
0.54317498
0.53994924
0.56998557
0.55017954
0.56050545
0.58111477
0.54920542
0.56406349
0.59419101
0.5613116
0.58038408
0.54471707
