somecoll_hisp_pooled_p25
0.54199558
0.36692727
""
0.47751626
0.40770191
""
0.36472124
""
""
0.49206531
0.54535848
0.50585628
""
0.57945573
0.41764835
""
""
0.53446996
""
""
0.64379692
0.44936669
0.50485623
0.51007122
0.50859916
""
0.50187927
0.44522953
0.59365845
""
""
0.35792375
0.53707618
0.52670658
""
0.56203604
""
0.51699132
""
""
0.55928046
""
""
""
""
""
0.60983366
0.37319449
0.5573464
0.48057911
0.54858148
0.38021678
0.35985398
""
""
0.47377694
""
""
""
0.32996213
0.39777619
0.38549319
""
""
""
""
""
""
""
""
""
""
""
0.22294433
0.44431099
""
0.47990116
""
""
0.41328019
0.43498892
0.39748207
""
0.28296018
0.3959361
0.36121985
0.40500259
0.58333635
0.47597122
0.42882007
0.41080299
""
""
0.46806282
""
""
0.47538942
0.24151567
0.52279913
0.45089406
0.36446238
0.61866915
0.5035938
0.46133599
0.56998736
0.55756146
0.60311055
0.49706334
0.52679342
0.46485576
0.75576937
0.55514669
0.43922693
""
0.5499022
0.57593477
0.45329639
""
""
""
0.40749997
0.24790515
""
0.46864086
0.70603096
0.63240451
0.50308883
0.42924377
""
""
0.45071822
""
0.36122778
""
0.31431624
""
0.42161721
0.64964032
""
0.41852802
0.53778327
0.41287014
""
""
0.49707726
""
0.53549236
0.46240756
""
""
""
0.41347682
""
""
0.61797208
0.54805297
""
0.57285613
""
""
""
""
0.49060935
0.58463627
""
0.54896176
0.32096145
""
""
0.43913892
0.47102088
0.44655845
0.40033218
0.53254938
0.59068477
0.39514875
0.44779208
0.39979813
0.5338397
0.23854528
""
0.63591534
0.53758234
0.45116061
""
0.46179056
""
""
0.56755775
""
""
0.52832335
0.47473642
""
""
""
0.40638724
0.47653234
0.47861812
0.43658829
0.39659274
0.34042606
0.27158728
0.22059786
0.43931466
0.45516327
0.41845769
0.50747055
0.46471241
0.53973973
0.32563579
0.41358137
""
""
0.52930278
0.54423338
0.47508365
0.51196253
0.37333024
""
""
""
0.72090578
""
0.46628526
0.42269975
0.32190806
0.51475513
0.62030244
0.39055005
0.42591834
0.57524633
""
0.39363718
""
""
""
0.36816776
""
""
0.48651737
0.36838451
0.21745269
0.4529151
""
0.63587505
0.25708702
0.47841543
0.40617999
0.57173181
0.49387616
0.56409681
0.34207594
""
0.42219001
0.73037261
0.46923175
0.53635406
0.28125674
0.55499947
0.63486362
0.44828698
0.34765187
0.42498896
0.47135738
0.58100671
0.51470041
0.57516474
0.43677494
0.31644788
0.43340337
0.62946302
""
0.52692759
""
""
0.51834512
0.51563466
""
0.57701916
0.50751913
""
""
0.54967785
0.55412716
""
0.42807952
0.48662448
