somecoll_white_male_mean
0.59525692
0.69898856
0.80446976
0.43658766
0.58938617
""
0.70737207
0.61269879
0.55505496
0.49594399
0.53307235
0.63358384
0.63927525
0.57897943
0.53756505
0.67181367
0.68299973
0.62817615
0.20009604
0.59092987
0.51632512
0.60005069
0.6591531
0.65338707
0.48377666
0.62758428
0.61972094
0.60904151
0.55577356
0.57438344
0.67440403
""
0.63256782
0.65439439
0.65826148
0.50034797
0.7352764
0.59941351
0.67006803
0.55305368
0.75239134
0.57957017
""
""
0.72761434
0.69862241
0.63574874
0.62959641
0.64539731
0.52753115
0.75034642
0.67111284
""
0.60541528
0.60474062
0.49555531
0.4863534
0.51398116
0.74936479
""
0.59269756
0.61118364
0.64423639
0.59008634
0.63005233
""
0.55006438
""
""
0.70256436
""
""
""
""
0.68824184
""
""
0.80932093
0.74663681
0.66129392
0.52295405
""
""
0.59911209
""
""
""
""
""
0.76574367
""
""
0.64186907
""
""
""
0.54672319
0.71277142
0.76640201
0.60375547
0.74437767
0.50523609
0.45661452
0.72803986
0.5669052
0.69762534
0.71899801
0.65795904
0.68529719
0.6762507
0.66482645
0.69704896
0.60319638
0.60016274
0.59055799
0.58007991
0.6457361
""
0.43451324
0.68552256
0.78344363
0.53889763
0.51187199
0.54762053
0.7992053
0.48068312
0.5964694
0.57904708
0.53931421
0.37164867
0.46630436
0.61057079
0.637371
0.60676277
0.48239684
0.53971362
0.65848428
0.58834338
0.48999819
0.58647531
0.57594222
0.73073083
0.59901923
0.42281005
0.53523487
0.67957538
0.49612701
0.47080719
0.46929759
0.13377643
0.51396328
0.5531714
0.51844007
0.61045539
0.34767255
0.42295766
0.53645319
0.58409524
0.56164455
0.57439172
0.61650759
0.44680524
0.70695329
0.43822876
0.6386857
0.47567344
0.48212117
0.47921076
0.53728652
0.58374691
0.70300621
0.51652718
0.43517712
0.58424097
0.47184983
0.55656368
0.61546654
0.49895042
0.39693099
0.58461702
0.71148813
0.54589915
0.61974227
0.53523076
0.302571
0.53057206
0.7729978
""
0.73548412
0.70995259
0.59374243
0.68692309
0.79814237
0.68106383
0.75013047
0.72866565
0.63009185
0.68848675
0.77879721
0.78004318
0.64987934
0.63474691
0.64846003
0.70719415
0.77548081
0.63199568
0.89477354
0.64456135
0.66231167
0.63075143
0.61442834
""
0.72688437
0.7633732
0.75825703
0.80285323
0.7375499
0.69475883
0.64786971
0.70235145
0.66811782
0.67224622
0.75206029
0.87698215
0.67007941
0.72800928
0.83937615
