hours_wk_black_pooled_n
56.0
61.0
91.0
""
""
36.0
67.0
133.0
97.0
""
""
30.0
56.0
""
""
54.0
47.0
27.0
""
39.0
""
""
88.0
140.0
""
58.0
45.0
91.0
""
""
20.0
47.0
48.0
47.0
289.0
""
1351.0
""
36.0
27.0
119.0
44.0
70.0
100.0
287.0
63.0
""
""
785.0
40.0
579.0
86.0
47.0
54.0
68.0
""
86.0
20.0
57.0
41.0
131.0
64.0
238.0
25.0
23.0
40.0
""
""
""
101.0
""
""
""
""
52.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
39.0
""
""
""
""
""
567.0
""
""
128.0
""
""
""
""
50.0
31.0
""
""
""
22.0
""
""
52.0
22.0
""
""
""
38.0
""
35.0
""
140.0
20.0
""
42.0
21.0
43.0
""
""
34.0
""
""
32.0
26.0
22.0
""
""
""
234.0
""
""
""
30.0
23.0
""
""
29.0
""
""
73.0
97.0
26.0
""
26.0
""
63.0
""
87.0
""
""
""
""
""
595.0
""
62.0
""
""
""
42.0
""
""
""
68.0
""
""
""
""
""
849.0
""
""
""
""
""
432.0
""
""
192.0
""
""
""
""
149.0
29.0
""
""
3702.0
""
28.0
""
""
49.0
""
""
57.0
""
""
253.0
""
""
509.0
571.0
""
837.0
708.0
252.0
185.0
""
165.0
53.0
283.0
""
""
""
""
318.0
32.0
53.0
""
""
""
27.0
""
92.0
""
""
81.0
""
235.0
""
""
""
""
""
""
""
""
""
""
""
""
""
328.0
""
""
""
""
225.0
""
""
""
""
""
""
""
""
47.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
433.0
439.0
""
25.0
333.0
62.0
""
""
170.0
590.0
133.0
1696.0
164.0
""
102.0
""
172.0
1576.0
""
37.0
""
74.0
53.0
48.0
""
""
924.0
303.0
28.0
""
136.0
""
""
""
""
""
20.0
40.0
30.0
735.0
""
41.0
70.0
24.0
""
87.0
195.0
318.0
""
""
30.0
96.0
118.0
29.0
2144.0
20.0
""
94.0
""
762.0
83.0
834.0
58.0
367.0
359.0
56.0
32.0
154.0
32.0
72.0
227.0
""
""
""
""
182.0
""
""
""
""
""
""
""
83.0
""
21.0
34.0
34.0
""
361.0
""
""
38.0
""
59.0
48.0
33.0
""
37.0
""
64.0
""
""
499.0
39.0
""
30.0
145.0
""
653.0
""
473.0
34.0
54.0
78.0
20.0
81.0
""
38.0
""
""
37.0
1894.0
26.0
27.0
306.0
130.0
33.0
""
27.0
31.0
37.0
23.0
""
70.0
52.0
""
""
1619.0
""
""
98.0
""
27.0
59.0
390.0
""
50.0
26.0
""
""
""
""
116.0
134.0
21.0
22.0
""
""
42.0
""
""
32.0
21.0
""
80.0
""
153.0
""
""
160.0
""
40.0
""
28.0
""
""
50.0
""
62.0
""
""
""
""
499.0
73.0
""
""
50.0
52.0
""
""
""
23.0
""
25.0
""
""
23.0
547.0
75.0
""
34.0
""
85.0
21.0
""
55.0
27.0
""
21.0
""
""
30.0
65.0
48.0
35.0
""
""
97.0
24.0
27.0
""
38.0
""
26.0
59.0
26.0
70.0
32.0
""
""
""
20.0
""
28.0
21.0
33.0
""
156.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
109.0
""
""
""
""
""
6303.0
""
""
""
""
""
222.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
40.0
""
""
""
""
""
175.0
103.0
""
""
271.0
""
""
""
""
""
""
""
59.0
121.0
""
102.0
""
""
""
""
""
""
""
""
""
""
""
161.0
""
""
""
""
""
""
""
""
64.0
395.0
""
97.0
""
""
""
""
22.0
""
""
49.0
""
""
""
""
""
""
338.0
""
177.0
""
""
247.0
""
""
""
""
""
""
""
44.0
""
""
""
""
""
""
""
40.0
""
54.0
""
""
""
""
""
""
29.0
""
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
679.0
72.0
""
59.0
1031.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
197.0
""
""
""
""
""
""
""
""
""
""
88.0
""
31.0
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
68.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
107.0
""
""
""
""
57.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
40.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
98.0
""
""
""
""
""
41.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
30.0
""
""
""
""
""
243.0
""
80.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
311.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
92.0
""
""
""
""
""
32.0
""
""
""
192.0
""
""
""
""
""
""
""
""
""
""
""
""
105.0
""
""
""
31.0
""
""
20.0
""
691.0
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
42.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.0
""
""
""
""
""
""
50.0
21.0
86.0
""
40.0
40.0
40.0
151.0
622.0
237.0
""
""
