hs_other_male_n
""
22.0
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
57.0
""
""
""
""
""
""
""
72.0
""
""
""
41.0
""
30.0
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
201.0
""
""
""
""
72.0
""
""
""
""
""
""
""
""
31.0
""
""
""
""
""
""
""
""
""
""
""
""
""
46.0
""
""
""
""
""
542.0
31.0
""
160.0
""
""
28.0
""
""
""
""
42.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
51.0
""
""
""
""
""
38.0
""
""
""
""
""
30.0
""
""
""
688.0
""
""
65.0
""
""
411.0
""
41.0
183.0
""
55.0
""
""
181.0
39.0
""
""
2235.0
26.0
67.0
""
26.0
67.0
""
""
160.0
41.0
29.0
803.0
77.0
""
421.0
598.0
""
529.0
949.0
256.0
242.0
54.0
389.0
107.0
620.0
73.0
55.0
""
""
304.0
131.0
144.0
39.0
""
""
82.0
""
210.0
62.0
30.0
92.0
""
172.0
""
""
""
51.0
""
""
""
""
""
""
""
""
""
110.0
""
37.0
""
""
231.0
""
""
""
""
""
""
""
""
101.0
""
""
""
""
26.0
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
41.0
""
122.0
102.0
22.0
25.0
115.0
66.0
""
""
28.0
80.0
27.0
72.0
24.0
""
47.0
""
80.0
262.0
""
""
""
45.0
21.0
""
""
""
133.0
70.0
""
""
""
""
""
""
""
""
""
21.0
""
193.0
""
""
""
""
""
25.0
45.0
35.0
""
""
""
31.0
26.0
""
227.0
""
""
66.0
""
170.0
34.0
124.0
36.0
134.0
62.0
""
""
31.0
30.0
37.0
78.0
""
""
""
""
54.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
40.0
""
""
22.0
""
""
62.0
""
81.0
""
""
20.0
""
""
""
""
""
""
""
99.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
94.0
""
""
""
""
""
""
91.0
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
41.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
40.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
60.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
417.0
2738.0
140.0
353.0
62.0
""
""
""
""
""
""
""
""
20.0
""
""
""
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
""
""
""
""
""
628.0
""
""
""
""
""
159.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
64.0
""
""
""
114.0
21.0
""
""
""
""
""
25.0
22.0
25.0
""
41.0
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
31.0
51.0
""
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
77.0
""
38.0
""
""
67.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
79.0
""
""
""
142.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
56.0
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
59.0
""
""
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
31.0
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
90.0
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
126.0
""
57.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
40.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
50.0
""
""
""
""
""
""
""
""
87.0
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
41.0
21.0
""
""
""
""
""
""
57.0
""
""
""
""
""
""
""
""
67.0
""
24.0
""
""
""
""
""
""
""
74.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
31.0
""
""
""
""
""
32.0
""
""
""
""
""
""
21.0
""
38.0
""
""
20.0
""
""
""
30.0
""
""
""
""
""
24.0
""
115.0
110.0
""
""
""
""
27.0
""
27.0
""
48.0
61.0
""
255.0
238.0
""
24.0
""
""
""
""
""
87.0
34.0
""
99.0
""
71.0
""
59.0
""
189.0
""
84.0
104.0
176.0
101.0
""
""
24.0
""
""
""
""
""
""
""
24.0
""
26.0
25.0
""
""
21.0
""
""
""
""
""
33.0
""
93.0
""
""
""
""
""
""
""
73.0
""
""
""
""
21.0
42.0
""
110.0
""
""
""
""
""
""
""
""
121.0
""
""
""
""
""
""
""
25.0
""
""
38.0
""
215.0
""
""
""
""
""
""
36.0
""
""
36.0
25.0
""
""
""
""
""
""
51.0
334.0
""
""
56.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
89.0
""
""
""
""
""
""
""
264.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
129.0
""
""
""
""
""
""
42.0
""
""
""
20.0
""
""
""
""
""
""
""
""
45.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
46.0
23.0
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
43.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
52.0
""
""
""
""
""
""
""
