has_dad_other_female_mean
0.79088455
0.77135575
0.63557172
0.79600984
0.77727956
0.72748476
0.72484642
0.78614259
0.75130683
0.73354822
0.69803941
0.7278254
0.71868271
0.74540418
0.75800467
""
0.75628871
0.74416971
0.79068708
0.68273056
0.65836424
0.77725321
0.77428555
0.61366928
0.74928057
0.66545236
0.84618211
0.81214219
0.78912085
0.61164701
0.73010319
0.74520975
0.73183608
0.77436572
0.70059162
0.77773231
0.81632853
0.6374113
""
""
0.63815475
0.72782379
""
""
0.56765819
0.66158593
0.71919626
0.80364937
0.79045683
0.68444836
0.80986392
0.765966
0.51386982
""
""
0.72162896
0.77894658
0.91477787
""
0.7861647
0.68635392
0.74925476
""
0.7113151
0.89476055
0.7984708
""
""
0.86774057
0.96858013
0.47854793
0.69585973
0.57450253
0.73778009
0.74710345
""
0.69298548
0.6966542
0.82454056
0.69696659
0.64657301
0.80067378
0.85720944
0.78811628
0.761639
0.77372366
0.67920071
0.84577328
0.86411524
0.80829209
0.73136383
0.73800379
0.81875068
0.76188612
0.90265721
0.85996872
0.77411789
0.72180635
0.72914958
0.75092769
0.7231524
0.69841087
0.69774556
0.71804702
0.79683506
0.74473333
0.6866501
0.78145295
0.77413827
0.75692576
0.69805026
0.82739395
0.73887396
0.67910135
0.74009633
0.71477681
0.78545034
0.61961496
""
""
0.78937089
0.66584027
0.75298768
0.86595625
0.61946517
0.7693916
0.81642389
0.71360415
0.77245212
0.53886223
0.72748178
0.75046533
0.78956568
0.79126847
0.75914353
0.72845954
0.74482363
0.76637477
0.57821834
0.72644919
0.66089952
0.75944585
""
0.66224968
0.79706931
""
0.81843293
0.70045525
0.87054235
0.69294184
0.82445204
0.76865715
0.70662212
0.55028558
0.82908291
0.71726096
0.55924803
0.74664646
0.78721225
0.88035876
""
""
0.81298935
0.73370832
0.62857276
0.77160138
0.84846216
0.85230476
0.78134996
0.69646984
0.71665895
0.67437351
0.78114069
0.74601418
0.75758767
0.77973026
0.69430369
0.71496779
0.75324768
0.71474445
0.85454929
0.81724232
0.73141533
0.71904659
0.64798266
0.72429734
0.86573458
0.87359703
0.69875383
""
0.7254414
0.87077343
0.69990778
0.74512565
0.73520148
0.69092876
0.78143686
0.72141159
0.74006414
0.8613503
0.70284623
0.77118164
0.78239965
0.76476771
0.7496295
0.68286383
0.72206467
0.81667924
0.77927047
0.79531759
0.78870583
0.71845025
""
0.73300362
0.80124921
0.74020904
0.76069307
0.72206432
0.8027299
0.76578593
0.83362275
0.74251443
0.74929887
0.75378096
0.71844149
0.77351797
0.86135107
0.72772032
0.72653377
0.72389716
0.73742825
0.70640409
""
0.74158311
0.85215306
0.86594743
0.96267956
0.71095979
""
0.73575711
0.7809459
0.8214972
0.80346042
0.73671001
0.8552658
0.8611176
0.78098226
0.7424317
0.86372566
0.80934745
0.72904432
0.76379049
0.77817613
""
0.86424255
0.77120185
0.79149091
0.71817696
0.81895089
0.78058374
0.7490294
0.76385885
0.72614616
0.72963971
0.769584
0.6932199
0.78521377
0.78477764
0.69833803
0.73418576
0.75236988
0.67572844
0.62007529
0.83307713
0.8896333
0.85218537
0.81166065
0.83201605
0.89949536
0.75405097
0.70652837
""
""
0.73564458
0.82266659
0.73912722
0.68643707
0.7324698
0.70495176
0.79147607
0.83392775
""
0.87293434
0.76366574
0.87421715
0.83416975
""
0.77809584
0.76732689
0.80499458
0.70718569
0.75448078
0.79437101
0.7377888
0.78052634
0.70815754
0.88727659
0.7308085
0.79034752
""
0.7601983
0.77305961
0.84578115
0.80582213
0.81354642
0.80820972
0.85173166
0.83950311
0.79933947
0.78301471
0.89358503
0.70844686
0.79450321
0.61734295
0.86928892
0.73899269
0.70093542
0.67668784
0.71374655
0.73637682
0.78231603
0.7651509
0.74890536
0.67498744
0.60891122
0.76786453
0.79162318
0.83178806
0.90115803
0.72553873
0.55033922
0.78113681
0.69493997
0.78398657
0.61612427
0.9512769
0.78718621
0.96056783
0.9117763
0.79452974
0.74961191
0.84680027
0.80364996
0.80346555
0.75604552
0.79714465
""
0.72019422
0.78978801
0.75691187
