kid_hisp_male_blw_p50_n
39972.699
3055.8843
1585.3677
245.42332
326.28906
178.25502
""
72.132942
575.34076
184.99187
81.525276
181.0607
16506.848
""
""
40855.469
1735.2563
86.679688
12481.211
35987.5
224.22536
46.247025
37.564571
""
83.399078
111.26654
60.337154
422.98428
169.42747
812.10956
695.51495
338.70575
8517.6143
41.638092
120.20314
393.0932
556.20117
266.42236
74.045967
889.35828
371.64114
155.01552
1204.6816
242.7368
211.37384
522.69586
1230.38
1231.7395
111.49969
472.57239
290.51462
284.39914
72.238487
1328.7106
191.40495
86.452766
76.263069
465.17175
629.74878
206.76665
301.26852
2390.1436
80.613434
1349.7124
4178.916
11120.235
853.26495
153925.16
4430.6875
372.02997
108.6823
2515.3516
""
204.81427
251.33522
390.50818
123.85406
61.178696
155.9064
489.10138
86.305969
138.96187
154.43498
298.53922
153.72116
48.993233
173.27638
470.25519
59.278835
229.55608
102.96381
392.86453
472.84232
""
256.25577
""
""
68.207825
182.48802
""
""
105.72498
26.07452
37.311184
76.422981
""
""
""
""
""
""
118.10706
""
""
""
""
""
""
""
""
""
""
""
35.424938
23.162884
""
""
466.2496
43.607166
""
""
""
""
41.545807
127.75943
256.6488
65.848206
469.15594
580.8349
""
25.83428
""
187.09938
123.73318
""
""
""
""
70.186905
""
""
""
""
""
""
""
799.86646
192.91405
185.07701
499.12717
71.125946
273.99695
526.46649
271.9371
2447.7383
91.557632
30.076984
296.92419
423.9733
""
""
""
""
1262.1787
994.27374
242.14488
""
593.71448
846.75946
212.39711
53.239292
1301.7283
2532.2412
169.96283
949.87543
90.366516
109.72374
4849.0869
734.36639
117.14104
""
""
""
206.89778
6027.3784
""
""
8091.3433
906.4668
213.90935
""
""
""
42.133354
109.95908
""
86.769836
223.93919
1172.9539
65.97995
2592.6555
""
203.99161
10364.009
45239.719
62.745354
""
2365.3469
514.21661
555.43164
70.775642
""
""
""
""
""
406.34497
29.277117
""
672.15607
1562.4568
4580.6162
351.11566
195.88689
132.57695
974.45587
505.03265
245.09425
9124.4219
272.11633
347.69995
""
""
421.41403
122.50288
825.53552
717.49841
1028.697
89.395973
886.37115
2448.4956
847.50323
5278.5454
169.12111
5214.7754
139.61336
152.75803
608.78217
88381.516
3460.7341
569.4953
4656.5098
405.92871
6673.1294
517.78851
6018.3604
13144.869
4179.5083
2356.4839
8566.1992
1163.9368
264.17477
342.93289
""
4299.7114
3501.0979
691.3089
98.017616
1926.9529
889.5166
1287.9167
1991.1823
7137.6694
943.55847
1242.1805
38266.785
961.12225
107579.55
2823.9514
1847.519
""
14899.288
2684.8867
1729.7382
1416.8948
2992.0315
2416.7869
29416.443
136746.63
34792.172
4524.2534
9856.1074
176348.59
4016.0669
3393.8728
1585.9125
4936.9565
1088.1233
274.22424
3321.2588
5163.374
7357.0649
2960.4761
808.65619
981.95569
4871.0679
293.98996
511.91943
2078.1785
449.16043
68.662354
723.91919
1553.9587
1586.1967
7728.6411
2151.8091
6682.313
42289.863
109278.23
1876.262
7233.5176
3363.1563
2645.6694
1620.5613
1145.0142
304.93594
792.91852
727.87555
538.30658
10728.058
252.47411
1401.6478
1026.4769
1061.0989
""
1795.4885
""
""
""
""
""
107.65138
74.446465
""
38.279358
""
""
""
305.97565
57.473442
33.804264
239.95073
""
216.5043
122.88045
173.24675
155.92101
""
""
""
686.41949
""
""
153.24146
119.82072
149.80849
48.068848
56.361698
209.41245
247.4213
123.47333
182.99738
454.78201
""
5487.7207
497.36581
1043.6439
3970.3428
9805.5342
514.35236
205.31834
2829.113
32735.949
1266.4182
108398.55
1306.5558
39374.621
2574.125
84.121849
2430.1897
3248.333
403.33109
2460.3848
2004.3077
2470.6978
1695.3899
6595.9614
2164.8513
""
887.89648
380.84485
33.176579
88.519859
""
3179.0063
17655.152
1370.3446
3403.2766
60.789799
257.92624
183.33121
197.24991
51.187359
344.26147
1681.7723
""
37.339512
2642.6362
973.90857
2448.3335
455.16248
754.66003
34944.59
40146.516
101948.0
10166.873
52822.051
71105.078
1110.2954
548.52069
140.47581
9127.665
11441.956
69915.617
41508.031
""
606.47595
96530.008
27154.469
21537.678
866628.38
173.63448
109.86308
4554.5811
3712.6709
1739.6199
1020.6707
1388.295
15440.102
1503.0223
12559.948
538.84778
15045.875
10400.134
93.239807
""
1194.0356
""
""
""
1141.6049
325.90805
18039.787
